Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Koetter Construction,KOETTER CONSTRUCTION,Construction,,23,Rule-Based,,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Koetter Construction, Inc')",,,FALSE,1
Kohrs Lonnemann Heil Engineers,KOHRS LONNEMANN HEIL ENGINEERS,Commercial Services,Engineering services,5413,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Kpa Nightingale Lane,KPA NIGHTINGALE LANE,Commercial Real Estate,Property entity (address/LP-style),5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Kppe,KPPE,Unknown / Needs Review,Unidentified,,Unclassified,Final,High,Analyst-approved override (method: Unclassified),,,FALSE,1
Kroger,KROGER,Commercial Services,Grocery Retail,44-45,Entity Inference,,Medium,Matched known entity 'KROGER'; Known/recognized entity mapping (evidence: 'Kroger'),Retail,,FALSE,1
Kt Design Group,KT DESIGN GROUP,Commercial Services,Design/architecture (unclear),5414,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
L3 Fuzing and Ordnance Systems,L3 FUZING AND ORDNANCE SYSTEMS,Manufacturing,Defense manufacturing,3329,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
L3 Harris Technologies,L3 HARRIS TECHNOLOGIES,Manufacturing,Defense/aerospace,3364,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
LA Comedia Enterprises,LA COMEDIA ENTERPRISES,Commercial Services,Performing arts/venue,7111,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
LA Quinta Management LLC,LA QUINTA MANAGEMENT LLC,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'La Quinta Management L.L.C'),,,FALSE,1
Labor Works,LABOR WORKS,Construction,Trades/labor services,5613,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Lakeside Centre Realty Partners,LAKESIDE CENTRE REALTY PARTNERS,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Lakeside Centre Realty Partners Llc'),,,FALSE,1
Lame Investments,LAME INVESTMENTS,Commercial Real Estate,Investment/property entity,5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Lance Cunningham Ford,LANCE CUNNINGHAM FORD,Commercial Services,Auto dealership,4411,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Land Oak 2,LAND OAK 2,Commercial Real Estate,Property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Land Rover of Knoxville,LAND ROVER OF KNOXVILLE,Commercial Services,Auto dealership,4411,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Landen Square 3,LANDEN SQUARE 3,Commercial Real Estate,Property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Landform,LANDFORM,Commercial Services,Landscape / Site Construction,561730,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,landformteam.com,FALSE,1
Landmark Center,LANDMARK CENTER,Commercial Real Estate,Property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Landmark Sprinkler,LANDMARK SPRINKLER,Construction,Fire sprinkler contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Lasership Dba Ontrac,LASERSHIP DBA ONTRAC,Commercial Services,Last-Mile Delivery,492110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,ontrac.com,FALSE,1
Last Stop Brewing,LAST STOP BREWING,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Latham Mechanical,LATHAM MECHANICAL,Construction,Mechanical contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Latonia Bulk,LATONIA BULK,Commercial Services,Industrial Development / Real Estate,531120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Latonia Christian Church,LATONIA CHRISTIAN CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Latonia Christian Church'),,,FALSE,1
Law Office of C M Watson,LAW OFFICE OF C M WATSON,Commercial Services,Legal services,5411,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Lawrence Brothers,LAWRENCE BROTHERS,Manufacturing,Heavy Metal Fabrication,332313,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,lbimanufacturing.com,FALSE,1
Lawrence County Municipal Building,LAWRENCE COUNTY MUNICIPAL BUILDING,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Lawrence County Municipal Building'),,,FALSE,1
Lawrence County OH,LAWRENCE COUNTY OH,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Lawrence County OH'),,,TRUE,4
Lazarus Partnership Nmp,LAZARUS PARTNERSHIP NMP,Commercial Real Estate,Partnership/property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Lbmc Knoxville CPA Advisors and Consultants,LBMC KNOXVILLE CPA ADVISORS AND CONSULTANTS,Commercial Services,Accounting/consulting,5412,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Lcg Fitness and Performance,LCG FITNESS AND PERFORMANCE,Commercial Services,Fitness,,Heuristic,,Low,Matched weak fitness signal; Weak-signal best guess (evidence: 'Lcg Fitness And Performance'),Retail,,FALSE,1
Lcnb,LCNB,Commercial Services,Banking/financial services,5221,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Leasing Group,LEASING GROUP,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'The Leasing Group'),,,FALSE,1
Lebanon Utilities,LEBANON UTILITIES,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Lebanon Utilities'),,,FALSE,1
Lee,LEE,Commercial Services,Legal services (verify names),5411,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Lehman Daman Construction Service,LEHMAN DAMAN CONSTRUCTION SERVICE,Construction,,23,Rule-Based,,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Lehman Daman Construction Service, Inc')",,,FALSE,1
Lellyett and Rogers,LELLYETT AND ROGERS,Commercial Services,Legal services (verify names),5411,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Lemond Bikes,LEMOND BIKES,Manufacturing,Electric Bicycle Mfg,336991,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,lemond.com,FALSE,1
Lemond Composites,LEMOND COMPOSITES,Manufacturing,Carbon Fiber Mfg,325314,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,lemondcarbon.com,FALSE,1
Lems Shoes,LEMS SHOES,Commercial Services,Footwear retail/brand,4482,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Hospitality,,FALSE,1
Len Riegler Blacktop,LEN RIEGLER BLACKTOP,Construction,Paving/asphalt,2373,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Lennox Industries,LENNOX INDUSTRIES,Manufacturing,HVAC equipment manufacturing,3334,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Lennox Industry Warranty Dept,LENNOX INDUSTRY WARRANTY DEPT,Commercial Services,HVAC Warranty Services,541990,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,lennoxpros.com,FALSE,1
Leopardo Companies,LEOPARDO COMPANIES,Construction,General Contractor,236220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,leopardo.com,FALSE,1
Les Nails and Spa,LES NAILS AND SPA,Commercial Services,Nail salon,8121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Leslies Salon,LESLIES SALON,Commercial Services,Salon,8121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Lets Play Sports,LETS PLAY SPORTS,Commercial Services,Recreation/retail (unclear),7139,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Hospitality,,FALSE,1
Level Up Games and Hobbies,LEVEL UP GAMES AND HOBBIES,Commercial Services,(also retail; kept retail above),4511,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Levi Strauss and,LEVI STRAUSS AND,Manufacturing,Apparel Manufacturing,315220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,levistrauss.com,FALSE,1
Lewis Thomason,LEWIS THOMASON,Commercial Services,Legal services (verify names),5411,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Lexington Green Partners,LEXINGTON GREEN PARTNERS,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Lexington Green Partners Llc'),,,FALSE,1
Lexington Professional Management LLCl,LEXINGTON PROFESSIONAL MANAGEMENT LLCL,Commercial Services,Business Services,,Heuristic,,Low,"Matched weak business-services signal; Weak-signal best guess (evidence: 'Lexington Professional Management, Llcl')",,,FALSE,1
Lhp Telematic,LHP TELEMATIC,Commercial Services,IoT / Telematics Software,541511,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,lhptelematics.com,FALSE,1
Liberty Dialysis of Norwood,LIBERTY DIALYSIS OF NORWOOD,Healthcare / Senior Living,Dialysis clinic,6214,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Liberty Marking Systems,LIBERTY MARKING SYSTEMS,Commercial Services,Industrial marking equipment/services,3339,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Liberty Station Health Campus,LIBERTY STATION HEALTH CAMPUS,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Liberty Station Health Campus'),,,FALSE,1
Lichtenberg Constuction,LICHTENBERG CONSTUCTION,Construction,Contractor,2362,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Lifetime Products,LIFETIME PRODUCTS,Manufacturing,Consumer Goods Mfg,337126,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,lifetime.com,FALSE,1
Light Source,LIGHT SOURCE,Individual / Misc,Invalid Record / Closed,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Lillibrdige Healthcare Services,LILLIBRDIGE HEALTHCARE SERVICES,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Lillibrdige Healthcare Services Inc'),,,FALSE,1
Lillibridge Healthcare,LILLIBRIDGE HEALTHCARE,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Lillibridge Healthcare'),,,FALSE,1
Lillibridge Healthcare Services Riverside Campus,LILLIBRIDGE HEALTHCARE SERVICES RIVERSIDE CAMPUS,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Lillibridge Healthcare Services Inc - Riverside Campus'),,,FALSE,1
Lima USA,LIMA USA,Manufacturing,Medical Device Mfg,339113,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,limacorporate.com,FALSE,1
Lindydayton Towers,LINDYDAYTON TOWERS,Commercial Real Estate,Property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Link Belt Cranes,LINK BELT CRANES,Manufacturing,Crane manufacturing,3331,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Link Logistics,LINK LOGISTICS,Commercial Real Estate,Logistics real estate (industrial),5311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Links Unlimited,LINKS UNLIMITED,Commercial Services,Promotional products/services,5418,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Lippert Components,LIPPERT COMPONENTS,Manufacturing,RV/transport components,3363,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Lipps and Son Construction,LIPPS AND SON CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Lipps & Son Construction Co'),,,FALSE,1
Liquidity Services,LIQUIDITY SERVICES,Commercial Services,Asset recovery/auctions,5619,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Lithko Contracting,LITHKO CONTRACTING,Construction,Concrete contractor,2381,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Mechanical Contractor,,FALSE,1
Living Hope Baptist Church,LIVING HOPE BAPTIST CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Living Hope Baptist Church'),,,FALSE,1
Logan Memorial Hospital,LOGAN MEMORIAL HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Logan Memorial Hospital'),,,FALSE,1
Loreal USA,LOREAL USA,Manufacturing,Consumer products manufacturing,3256,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Louisville Bedding,LOUISVILLE BEDDING,Manufacturing,Bedding manufacturing,3379,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Louisville Central Community Center,LOUISVILLE CENTRAL COMMUNITY CENTER,Non-Profit / Religious,Community nonprofit,8133,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Louisville Endoscopy Center,LOUISVILLE ENDOSCOPY CENTER,Healthcare / Senior Living,Outpatient endoscopy,6214,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Louisville Ilal Operations Dba Harmony at Tucker Station,LOUISVILLE ILAL OPERATIONS DBA HARMONY AT TUCKER STATION,Healthcare / Senior Living,Senior Living / Assisted Living,623312,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,harmonyseniorservices.com,FALSE,1
Louisville Publc Warehouse Dba America Place,LOUISVILLE PUBLC WAREHOUSE DBA AMERICA PLACE,Commercial Real Estate,Warehouse property/operations (verify owner/operator),4931,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Louisville Seminary,LOUISVILLE SEMINARY,Private Schools (K–12),,611,Rule-Based,,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Louisville Seminary'),,,FALSE,1
Louisville Tower Properties,LOUISVILLE TOWER PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Louisville Tower Properties Llc'),,,FALSE,1
Louisville Vegan Jerky,LOUISVILLE VEGAN JERKY,Manufacturing,Food Manufacturing,311991,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,lvjco.com,FALSE,1
Lowes,LOWES,Commercial Services,Home improvement retail,4441,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Luapa Apostolic Church,LUAPA APOSTOLIC CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Luapa Apostolic Church'),,,FALSE,1
Lucas Oil Late Model Dirt Series,LUCAS OIL LATE MODEL DIRT SERIES,Commercial Services,Sports/entertainment,7113,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Hospitality,,FALSE,1
Lululemon,LULULEMON,Commercial Services,Apparel retail,4481,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Lululemon USA,LULULEMON USA,Commercial Services,Apparel retail,4481,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Lutheran High School,LUTHERAN HIGH SCHOOL,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Lutheran High School'),,,FALSE,1
Luxottica Retail,LUXOTTICA RETAIL,Commercial Services,Optical retail,4461,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Lw Office Furniture Warehouse,LW OFFICE FURNITURE WAREHOUSE,Commercial Services,Office furniture distribution,4232,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
M and H Cabinets,M AND H CABINETS,Manufacturing,Millwork/cabinets manufacturing,3371,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
MA Folkes,MA FOLKES,Commercial Services,Logistics / Warehousing,493110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,mafolkes.com,FALSE,1
ME Lyons Ymca,ME LYONS YMCA,Non-Profit / Religious,YMCA nonprofit,8134,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
MS Mcclellan and,MS MCCLELLAN AND,Commercial Services,Specialty Retail / Apparel,448110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,msmcclellan.com,FALSE,1
MT Holdings,MT HOLDINGS,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Mt Holdings C/O Nai Nashville Stanton Group'),,,FALSE,1
MT Lebanon Missionary Baptist Church,MT LEBANON MISSIONARY BAPTIST CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Mt Lebanon Missionary Baptist Church'),,,FALSE,1
MT and L,MT AND L,Manufacturing,Card Manufacturing / Printing,323111,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,magticket.com,FALSE,1
Mac Papers Nashville,MAC PAPERS NASHVILLE,Commercial Services,Paper distribution,4241,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Macomb Group,MACOMB GROUP,Commercial Services,Industrial supply distribution,4238,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Macys Backstage Distribution Center,MACYS BACKSTAGE DISTRIBUTION CENTER,Commercial Services,Retail distribution,4931,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Madison Academy,MADISON ACADEMY,Private Schools (K–12),,611,Rule-Based,,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Madison Academy'),,,FALSE,1
Madison County Board of Education,MADISON COUNTY BOARD OF EDUCATION,Public Schools (K–12),,611,Rule-Based,,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Madison County Board Of Education'),,,FALSE,1
Madison County Fiscal Court,MADISON COUNTY FISCAL COURT,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Madison County Fiscal Court'),,,TRUE,2
Madison Farm,MADISON FARM,Non-Profit / Religious,Non-Profit Education Farm,624190,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,the-madison-farm.square.site,FALSE,1
Madison St Apartments,MADISON ST APARTMENTS,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Madison St Apartments Llc'),,,FALSE,1
Madisonchampaign Educational Service Center,MADISONCHAMPAIGN EDUCATIONAL SERVICE CENTER,University / College,Educational Support Services,611710,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,mccesc.org,FALSE,1
Mag Construction,MAG CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Mag Construction'),,,FALSE,1
Magna Properties,MAGNA PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Magna Properties'),,,TRUE,2
Magnolia Capital Investments,MAGNOLIA CAPITAL INVESTMENTS,Commercial Real Estate,Investment/property entity,5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Magnolia Cherokee Mills LP,MAGNOLIA CHEROKEE MILLS LP,Commercial Real Estate,Property LP,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Magnolia Hillsboro LP,MAGNOLIA HILLSBORO LP,Commercial Real Estate,Property LP,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Magnum Piering,MAGNUM PIERING,Commercial Services,Body art services,8121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Malibu Boats,MALIBU BOATS,Manufacturing,Boat manufacturing,3366,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Mantis Innovation,MANTIS INNOVATION,Commercial Services,Facility Management / Energy,541350,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,mantisinnovation.com,FALSE,1
Manufacturing Science,MANUFACTURING SCIENCE,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Manufacturing Science Corporation'),,,FALSE,1
Maranatha Haitian Sda Church,MARANATHA HAITIAN SDA CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Maranatha Haitian Sda Church'),,,FALSE,1
Marble Products International,MARBLE PRODUCTS INTERNATIONAL,Manufacturing,Stone products,3279,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Mark Laughner,MARK LAUGHNER,Individual / Misc,Individual,,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Mark Spaulding Construction,MARK SPAULDING CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Mark Spaulding Construction'),,,TRUE,2
Marksbury Farm,MARKSBURY FARM,Manufacturing,Meat Processing,311611,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,marksburyfarm.com,FALSE,1
Mars Chocolate,MARS CHOCOLATE,Manufacturing,Confectionery manufacturing,3113,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Marshall Health Network Arena,MARSHALL HEALTH NETWORK ARENA,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Marshall Health Network Arena'),,,FALSE,1
Marshall Recreation Center,MARSHALL RECREATION CENTER,University / College,University Recreation,611310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,marshall.edu,FALSE,1
Martin Brower,MARTIN BROWER,Commercial Services,Logistics / Supply Chain,488510,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,martinbrower.com,FALSE,1
Martinrea Heavy Stamping,MARTINREA HEAVY STAMPING,Manufacturing,Automotive stamping,3363,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Mary K Briggs,MARY K BRIGGS,Individual / Misc,Individual,,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Mary Queen of Heaven Parish,MARY QUEEN OF HEAVEN PARISH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Mary Queen Of Heaven Parish'),,,FALSE,1
Mary Queen of the Holy Rosary,MARY QUEEN OF THE HOLY ROSARY,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Mary Queen Of The Holy Rosary'),,,FALSE,1
Mary Rutan Hospital,MARY RUTAN HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Mary Rutan Hospital'),,,FALSE,1
Maryann Straley,MARYANN STRALEY,Individual / Misc,Individual,,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Maryville College Facilities Dept,MARYVILLE COLLEGE FACILITIES DEPT,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'Maryville College Facilities Dept'),,,FALSE,1
Masonite,MASONITE,Manufacturing,Doors manufacturing,3219,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Mass Marketing,MASS MARKETING,Commercial Services,Marketing Services,541810,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,massmarketinginc.com,FALSE,1
Massey Construction Dba Massey Mechanical,MASSEY CONSTRUCTION DBA MASSEY MECHANICAL,Construction,,23,Rule-Based,,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Massey Construction Inc, Dba Massey Mechanical')",,,FALSE,1
Massey Services,MASSEY SERVICES,Commercial Services,Pest Control / Landscaping,561710,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,masseyservices.com,FALSE,1
Masters Pharmaceuticals,MASTERS PHARMACEUTICALS,Commercial Services,Pharmaceutical Distribution,424210,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,mastersglobal.com,FALSE,1
Mastronardi Berea,MASTRONARDI BEREA,Manufacturing,Greenhouse Farming / Food Mfg,111419,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,sunsetgrown.com,FALSE,1
Matandy Realty,MATANDY REALTY,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Matandy Realty Ltd'),,,FALSE,1
Matandy Steel and Metal Products,MATANDY STEEL AND METAL PRODUCTS,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Matandy Steel & Metal Products'),,,FALSE,1
Matandy Steel and Metals,MATANDY STEEL AND METALS,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Matandy Steel & Metals'),,,FALSE,1
Matilda Development,MATILDA DEVELOPMENT,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Matilda Development Llc'),,,FALSE,1
Matrix Technologies,MATRIX TECHNOLOGIES,Commercial Services,Engineering / Systems Integration,541512,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,matrixti.com,FALSE,1
Matt Warren Rental,MATT WARREN RENTAL,Commercial Real Estate,Property rental entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Matt Williams Residence,MATT WILLIAMS RESIDENCE,Commercial Real Estate,Residential entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Mattar Electic,MATTAR ELECTIC,Construction,Electrical contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Max Technical Training,MAX TECHNICAL TRAINING,Commercial Services,IT Training,611420,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,maxtrain.com,FALSE,1
Mayday Brewery,MAYDAY BREWERY,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Mayers Construction,MAYERS CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Mayers Construction'),,,FALSE,1
