rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on,image_urls
decode,PENNANT,Style 1: C00B01803,^[C]\d{2}[B]\d{5}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""month"": {""requires_chart"": true, ""snippet"": ""Month of manufacture can be determined by using the 1st letter digit."", ""positions"": {""start"": 1, ""end"": 1}}}","[""C00B01803""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",chart_required,Some date fields require chart/manual mapping: month.,Style 1: C00B01803 Back to Brand Listing Style 1: C00 B01803 Description: Nine (9) character Serial number begins with one (1) letter digits – followed by two (2) numerical digits – a single letter di,https://www.building-center.org/pennant-hvac-age/,2026-01-25T03:38:08Z,[]
decode,PENNCO,Style 1: P360400133,^[P]\d{9}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""week"": {""positions"": {""start"": 2, ""end"": 3}}}","[""P360400133""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: P360400133 Back to Brand Listing Style 1: P 3604 00133 Description: Ten (10) character Serial number begins with the letter “P” followed by (9) numerical digits. (Note: Pennco Serial Numbers ,https://www.building-center.org/pennco-hvac-age/,2026-01-25T03:38:08Z,[]
guidance,PENNCO,Style 1: P 3604 00133,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://building-center.org/wp-content/uploads/2015/09/ECR-Brands-and-Serial-Number-Styles.png, https://building-center.org/wp-content/uploads/2015/09/Style-1_Pennco-Date-of-Manufacture_Serial-Number-Nomenclature.png",A quick reference guide published by ECR® that is included here for your convenience.,https://www.building-center.org/pennco-hvac-age/,2026-01-25T03:38:08Z,"[""https://building-center.org/wp-content/uploads/2015/09/ECR-Brands-and-Serial-Number-Styles.png"", ""https://building-center.org/wp-content/uploads/2015/09/Style-1_Pennco-Date-of-Manufacture_Serial-Number-Nomenclature.png""]"
guidance,PENQUIN,Style 1: 0438 12019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/PENQUIN1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/penquin-water-heater-age/,2026-01-25T05:46:51Z,"[""http://building-center.org/wp-content/uploads/2017/08/PENQUIN1-Water-Heater-Age.jpg""]"
decode,PENSTAN,Style 1: 1606B13871 Style 2: C89274AAC Style 3: 15A67 JA098 Style 4: 4140720328,^\d{4}[B]\d{5}$,"{""year"": {""positions"": {""start"": 3, ""end"": 4}}, ""month"": {""requires_chart"": true, ""snippet"": ""Month of manufacture is 5th character letter digit (See chart below)."", ""positions"": {""start"": 5, ""end"": 5}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}, ""day"": {""positions"": {""start"": 1, ""end"": 2}}}","[""1606B13871""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",chart_required,Some date fields require chart/manual mapping: month.,Style 1: 1606B13871 Style 2: C89274AAC Style 3: 15A67 JA098 Style 4: 4140720328 Back to Brand Listing Style 1: 16 06B 13871 Description: Ten (10) character Serial number begins with four (4) numerical,https://www.building-center.org/penstan-hvac-age/,2026-01-25T03:38:09Z,[]
decode,PERFEX,Style 1: AUB U 08 05 00386 Style 2: 55A1234501 Style 3: 5PB1234503,^[A][U][B][U]\d{9}$,"{""year"": {""positions"": {""start"": 5, ""end"": 6}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 7, ""end"": 8}}}","[""AUBU080500386""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: AUB U 08 05 00386 Style 2: 55A1234501 Style 3: 5PB1234503 Back to Brand Listing Style 1: AUB U 08 05 00386 Year of manufacture is 5th & 6th characters combined. Week of manufacture is 7th & 8,https://www.building-center.org/perfex-hvac-age/,2026-01-25T03:38:10Z,[]
guidance,PERMAGLAS,Style 2: A J89 123456,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/PERMAGLAS2-Water-Heater.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/permaglas-water-heater-age/,2026-01-25T05:46:52Z,"[""http://building-center.org/wp-content/uploads/2017/08/PERMAGLAS2-Water-Heater.jpg""]"
decode,PHILCO,Style 1: FGA030310579,^[F][G][A]\d{9}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""FGA030310579""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: FGA030310579 Style 2: F3891 4228 Style 3: G6R9905-05028 Style 4: 21584-97B Style 5: M38778 Style 6: A16789 Back to Brand Listing Style 1: FGA 0303 10579 Description: Twelve (12) character ser,https://www.building-center.org/philco-hvac-age/,2026-01-25T03:38:12Z,[]
guidance,PHILCO,Style 2: F3891 4228,,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 2: F3891 4228 Style 3: G6R9905-05028 Style 4: 21584-97B Style 5: M38778 Style 6: A16789 Back to Brand Listing Style 1: FGA 0303 10579 Description: Twelve (12) character serial number. Begins with three (3) letter digits followed by nine (9) numerical digits. Year of manufacture is 4th & 5th numerical digits combined. Month of manufacture is 6th & 7th numerical digits combined. Style 2: F3 89 1 4228 Description: Nine (9) character serial number (does not count the space). Begins with one (1) letter and ends with eight (8) numerical digits. Year of manufacture is 3rd & 4th digits combined. Style 3: G6R 9905 -05028 Description: Twelve (12) character serial number. Begins with a single letter, followed by a single number, then another single letter and ends with four numerical digits, fo",Style 2: F3891 4228 Style 3: G6R9905-05028 Style 4: 21584-97B Style 5: M38778 Style 6: A16789 Back to Brand Listing Style 1: FGA 0303 10579 Description: Twelve (12) character serial number. Begins wit,https://www.building-center.org/philco-hvac-age/,2026-01-25T03:38:12Z,[]
decode,PHILCO,Style 3: G6R9905-05028,^[G]\d[R]\d{4}[A-Z0-9-]\d{5}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""G6R9905-05028""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: G6R9905-05028 Style 4: 21584-97B Style 5: M38778 Style 6: A16789 Back to Brand Listing Style 1: FGA 0303 10579 Description: Twelve (12) character serial number. Begins with three (3) letter d,https://www.building-center.org/philco-hvac-age/,2026-01-25T03:38:12Z,[]
decode,PHILCO,Style 4: 21584-97B,^\d{5}[A-Z0-9-]\d{2}[B]$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""21584-97B""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 4: 21584-97B Style 5: M38778 Style 6: A16789 Back to Brand Listing Style 1: FGA 0303 10579 Description: Twelve (12) character serial number. Begins with three (3) letter digits followed by nine ,https://www.building-center.org/philco-hvac-age/,2026-01-25T03:38:12Z,[]
guidance,PINNACLE,Style 3: 123456 (Note: Must contact Peerless to determine the age. These units were made prior to 1984).,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 3: 123456 (Note: Must contact Peerless to determine the age. These units were made prior to 1984). Back to Brand Listing Style 1: 339090- 200012 The last six digits of the serial number represent the year and month of manufacture. Style 2: 123456- 1284 The last four digits of the serial number represent the month and year of manufacture. Style 3: 123456 Must contact Peerless to determine the age. These units were made prior to 1984. Also see our Tips & Tricks page to learn other possible ways of determining the date of manufacture. Page last updated: 7/26/2017 Contact Peerless Website Inspection Notes This area has been reserved for any special considerations that inspectors or HVAC equipment owners should pay particular attention too. Access to this information requires membership. ,Style 3: 123456 (Note: Must contact Peerless to determine the age. These units were made prior to 1984). Back to Brand Listing Style 1: 339090- 200012 The last six digits of the serial number represen,https://www.building-center.org/pinnacle-hvac-age/,2026-01-25T03:38:12Z,[]
guidance,POLARIS,Style 1: 9514 261192,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/POLARIS1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/polaris-water-heater-age/,2026-01-25T05:46:53Z,"[""http://building-center.org/wp-content/uploads/2017/08/POLARIS1-Water-Heater-Age.jpg""]"
decode,POLENZ,Style 5: 12345AN,^\d{5}[A][N]$,"{""year"": {""positions"": {""start"": 5, ""end"": 6}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""12345AN""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 5: 12345AN Back to Brand Listing Style 1: EW 0201 44126H Week of manufacture is 3rd-4th characters Year of manufacture is 5th-6th characters Style 2: 02J -60002 Year of manufacture is 1st-2nd ch,https://www.building-center.org/polenz-hvac-age/,2026-01-25T03:38:13Z,[]
guidance,PORT A COOL,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the l",Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our re,https://www.building-center.org/port-a-cool-hvac-age/,2026-01-25T03:38:14Z,[]
decode,PORTAPAC,Style 1: E042555,^[E]\d{6}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""E042555""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: E042555 Back to Brand Listing Style 1: E04 2555 Description: Seven (7) character Serial number begins with one (1) letter digit followed by six (6) numerical digits. Month of manufacture can ,https://www.building-center.org/portapac-hvac-age/,2026-01-25T03:38:15Z,[]
decode,POWER FIN,Style 8: 1234569708,^\d{10}$,"{""year"": {""requires_chart"": true, ""snippet"": ""Year of manufacture can be determined by using the 1st letter digit."", ""positions"": {""start"": 1, ""end"": 1}}, ""month"": {""requires_chart"": true, ""snippet"": ""Month of manufacture can be determined by using the 2nd letter digit."", ""positions"": {""start"": 2, ""end"": 2}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""1234569708""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",chart_required,"Some date fields require chart/manual mapping: month, year.",Style 8: 1234569708 Back to Brand Listing Style 1: KJ -1000130 Year of manufacture can be determined by using the 1st letter digit. Month of manufacture can be determined by using the 2nd letter digit,https://www.building-center.org/power-fin-hvac-age/,2026-01-25T03:38:16Z,[]
decode,PREMIER,Style 1: 850304091,^\d{9}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}}","[""850304091""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 850304091 Back to Brand Listing Style 1: 8503 04091 Description: Nine (9) character Serial number. Year of manufacture is 1st- 2nd numerical digits Month of manufacture is 3rd – 4th numerical,https://www.building-center.org/premier-hvac-age/,2026-01-25T03:35:24Z,[]
guidance,PREMIER PLUS,Style 1: 0438 12019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/PREMIERPLUS1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/premier-plus-water-heater-age/,2026-01-25T05:46:54Z,"[""http://building-center.org/wp-content/uploads/2017/08/PREMIERPLUS1-Water-Heater-Age.jpg""]"
guidance,PRESIDENT,Style 1: A08 0814172,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/PRESIDENT1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/president-water-heater-age/,2026-01-25T05:46:56Z,"[""http://building-center.org/wp-content/uploads/2017/08/PRESIDENT1-Water-Heater-Age.jpg""]"
guidance,PROFESSIONAL,Style 1: RN 0197 147899,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/PROFESSIONAL1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/professional-water-heater-age/,2026-01-25T05:46:58Z,"[""http://building-center.org/wp-content/uploads/2017/08/PROFESSIONAL1-Water-Heater-Age.jpg""]"
guidance,PROLINE,Style 1: 0438 12019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/PROLINE1-Water-Heater-Age.jpg,"Newer styles can have additional digits in the serial number!
See Also American ProLine
Every effort is undertaken to offer you correct and concise information to assist you in determining the age or ",https://www.building-center.org/proline-water-heater-age/,2026-01-25T05:46:59Z,"[""http://building-center.org/wp-content/uploads/2017/08/PROLINE1-Water-Heater-Age.jpg""]"
guidance,PUREFIRE,Style 3: 123456 (Note: Must contact Peerless to determine the age. These units were made prior to 1984).,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 3: 123456 (Note: Must contact Peerless to determine the age. These units were made prior to 1984). Back to Brand Listing Style 1: 339090- 200012 The last six digits of the serial number represent the year and month of manufacture. Style 2: 123456- 1284 The last four digits of the serial number represent the month and year of manufacture. Style 3: 123456 Must contact Peerless to determine the age. These units were made prior to 1984. Also see our Tips & Tricks page to learn other possible ways of determining the date of manufacture. Page last updated: 7/26/2017 Contact Peerless Website Inspection Notes This area has been reserved for any special considerations that inspectors or HVAC equipment owners should pay particular attention too. Access to this information requires membership. ,Style 3: 123456 (Note: Must contact Peerless to determine the age. These units were made prior to 1984). Back to Brand Listing Style 1: 339090- 200012 The last six digits of the serial number represen,https://www.building-center.org/purefire-hvac-age/,2026-01-25T03:38:18Z,[]
decode,PURMO,Style 1: N210250205,^[N]\d{9}$,"{""year"": {""positions"": {""start"": 9, ""end"": 10}}, ""month"": {""positions"": {""start"": 7, ""end"": 8}}}","[""N210250205""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: N210250205 Back to Brand Listing Style 1: N21025 0205 Description: Style 1: Ten (10) character Serial number begins with one (1) letter digit and ends with nine (9) numerical digits. Month of,https://www.building-center.org/purmo-hvac-age/,2026-01-25T03:38:19Z,[]
guidance,PURMO,Style 1: Ten (10) character Serial number begins with one (1) letter digit and ends with nine (9) numerical digits.,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,Style 1: Ten (10) character Serial number begins with one (1) letter digit and ends with nine (9) numerical digits.,Style 1: Ten (10) character Serial number begins with one (1) letter digit and ends with nine (9) numerical digits.,https://www.building-center.org/purmo-hvac-age/,2026-01-25T03:38:19Z,[]
guidance,QUAKER,Style 1: 0438 12019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/QUAKER1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/quaker-water-heater-age/,2026-01-25T05:47:00Z,"[""http://building-center.org/wp-content/uploads/2017/08/QUAKER1-Water-Heater-Age.jpg""]"
guidance,QUICK FLO,Style 1: 0438 12019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/QUICK-FLO1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/quick-flo-water-heater-age/,2026-01-25T05:47:01Z,"[""http://building-center.org/wp-content/uploads/2017/08/QUICK-FLO1-Water-Heater-Age.jpg""]"
decode,QUIET KOOL,Style 5: 12345AN,^\d{5}[A][N]$,"{""year"": {""positions"": {""start"": 5, ""end"": 6}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 3, ""end"": 4}}}","[""12345AN""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 5: 12345AN Back to Brand Listing Style 1: EW 0201 44126H Week of manufacture is 3rd-4th characters Year of manufacture is 5th-6th characters Style 2: 02J -60002 Year of manufacture is 1st-2nd ch,https://www.building-center.org/quiet-kool-hvac-age/,2026-01-25T03:38:20Z,[]
guidance,RAYPAK,Style 1: 03 06 014119 (1995 – Present),,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 1: 03 06 014119 (1995 – Present) → Style 2: 03 86 010019 (1994 – back) Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 03 06 014119 1995 to present Style 2: 03 86 010019 1994 and prior Page last updated: 10/6/2016 Contact 2151 Eastman Ave. • Oxnard, CA 93030 • PH: (805) 278-5300 • FAX: (805) 278-5468 Trademarks and Disclaimer Any of the trademarks, service marks, collective marks, design rights or similar rights that are mentioned, used or cited in the articles of the Building Intelligence Center (www.buildingcenter.org) are the property of their respective owners. Their use here does not imply that you may use them for any purpose other than for the same or a similar informational use as contemplated by the original authors of these articles under the CC-BY-SA and GFDL ",Style 1: 03 06 014119 (1995 – Present) → Style 2: 03 86 010019 (1994 – back) Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 03 06 014119 1995 to present Style 2: 03 86 010019 1994 and pr,https://www.building-center.org/raypak-water-heater-age/,2026-01-25T05:47:00Z,[]
guidance,RAYPAK,Style 2: 03 86 010019 (1994 – back),,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 2: 03 86 010019 (1994 – back) Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 03 06 014119 1995 to present Style 2: 03 86 010019 1994 and prior Page last updated: 10/6/2016 Contact 2151 Eastman Ave. • Oxnard, CA 93030 • PH: (805) 278-5300 • FAX: (805) 278-5468 Trademarks and Disclaimer Any of the trademarks, service marks, collective marks, design rights or similar rights that are mentioned, used or cited in the articles of the Building Intelligence Center (www.buildingcenter.org) are the property of their respective owners. Their use here does not imply that you may use them for any purpose other than for the same or a similar informational use as contemplated by the original authors of these articles under the CC-BY-SA and GFDL licensing schemes. Unless otherwise state",Style 2: 03 86 010019 (1994 – back) Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 03 06 014119 1995 to present Style 2: 03 86 010019 1994 and prior Page last updated: 10/6/2016 Contact ,https://www.building-center.org/raypak-water-heater-age/,2026-01-25T05:47:00Z,[]
guidance,RAYPAK,Style 1: 03 06 014119,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/09/Raypak1-Water-Heater-Age.png,Style 1: 03 06 014119 (1995 – Present) → Style 2: 03 86 010019 (1994 – back) Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 03 06 014119 1995 to present Style 2: 03 86 010019 1994 and pr,https://www.building-center.org/raypak-water-heater-age/,2026-01-25T05:47:00Z,"[""http://building-center.org/wp-content/uploads/2017/09/Raypak1-Water-Heater-Age.png""]"
guidance,RAYPAK,Style 2: 03 86 010019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/09/Raypak2-Water-Heater-Age.png,Style 2: 03 86 010019 (1994 – back) Legend: Year is RED ; Month is GREEN ; Week is BLUE Style 1: 03 06 014119 1995 to present Style 2: 03 86 010019 1994 and prior Page last updated: 10/6/2016 Contact ,https://www.building-center.org/raypak-water-heater-age/,2026-01-25T05:47:00Z,"[""http://building-center.org/wp-content/uploads/2017/09/Raypak2-Water-Heater-Age.png""]"
guidance,RAYWALL,Style 1: 0438 12019,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/RAYWALL1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/raywall-water-heater-age/,2026-01-25T05:47:02Z,"[""http://building-center.org/wp-content/uploads/2017/08/RAYWALL1-Water-Heater-Age.jpg""]"
guidance,RBI,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: UNKNOWN Back to Brand Listing Style 1: UNKNOWN Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the l",Style 1: UNKNOWN Back to Brand Listing Style 1: UNKNOWN Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our re,https://www.building-center.org/rbi-hvac-age/,2026-01-25T03:38:22Z,[]
decode,RED T,Style 1: W0K5896070 Style 2: 97104119 Style 3: 018812345 Style 4: WAKM011379 Style 5: HM409295 Style 6: 4220001 5916,^[W]\d[K]\d{7}$,"{""year"": {""positions"": {""start"": 2, ""end"": 4}}, ""month"": {""requires_chart"": true, ""snippet"": ""Month of manufacture is 3nd character, which is a letter digit."", ""positions"": {""start"": 3, ""end"": 3}}}","[""W0K5896070""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",chart_required,Some date fields require chart/manual mapping: month.,Style 1: W0K5896070 Style 2: 97104119 Style 3: 018812345 Style 4: WAKM011379 Style 5: HM409295 Style 6: 4220001 5916 Back to Brand Listing Style 1: W0K5 896070 Description: Ten (10) character Serial n,https://www.building-center.org/red-t-hvac-age/,2026-01-25T03:38:23Z,[]
guidance,REGAL,Style 1: 32376,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,Style 1: 32376 Back to Brand Listing Style 1: 32376 Description: This five (5) character serial number was transcribed from a Hallmark® brand boiler (a sister brand of Regal) manufactured by Boyertown Furnace Co. Boyertown assigns consecutive numbers to their brands. To determine the date of manufacture it is necessary to call Boyertown at (610) 369-1450 for assistance. Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the,Style 1: 32376 Back to Brand Listing Style 1: 32376 Description: This five (5) character serial number was transcribed from a Hallmark® brand boiler (a sister brand of Regal) manufactured by Boyertown,https://www.building-center.org/regal-hvac-age/,2026-01-25T03:38:23Z,[]
guidance,REGAL STAR,Style 1: 32376,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,Style 1: 32376 Back to Brand Listing Style 1: 32376 Description: This five (5) character serial number was transcribed from a Hallmark® (sister brand of Regal Star) boiler manufactured by Boyertown Furnace Co. Boyertown assigns consecutive numbers to their brands. To determine the date of manufacture it is necessary to call Boyertown at (610) 369-1450 for assistance. Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the Am,Style 1: 32376 Back to Brand Listing Style 1: 32376 Description: This five (5) character serial number was transcribed from a Hallmark® (sister brand of Regal Star) boiler manufactured by Boyertown Fu,https://www.building-center.org/regal-star-hvac-age/,2026-01-25T03:38:23Z,[]
guidance,REGENCY,Style 1: C00 A136750,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2017/08/REGENCY1-Water-Heater-Age.jpg,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/regency-water-heater-age/,2026-01-25T05:47:03Z,"[""http://building-center.org/wp-content/uploads/2017/08/REGENCY1-Water-Heater-Age.jpg""]"
guidance,RELIANCE,Style 4: 1211 A018632,,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,Year positions not captured from text; chart/manual review required. Images: http://building-center.org/wp-content/uploads/2018/04/Reliance-Water-Heater-Style-4.png,Every effort is undertaken to offer you correct and concise information to assist you in determining the age or manufacture date of water heating equipment. Anytime anyone is dealing with numbers and ,https://www.building-center.org/reliance-water-heater-age/,2026-01-25T05:47:04Z,"[""http://building-center.org/wp-content/uploads/2018/04/Reliance-Water-Heater-Style-4.png""]"
decode,REMINGTON,Style 1: AUB U 08 05 00386 Style 2: 55A1234501 Style 3: 5PB1234503,^[A][U][B][U]\d{9}$,"{""year"": {""positions"": {""start"": 5, ""end"": 6}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}, ""week"": {""positions"": {""start"": 7, ""end"": 8}}}","[""AUBU080500386""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: AUB U 08 05 00386 Style 2: 55A1234501 Style 3: 5PB1234503 Back to Brand Listing Style 1: AUB U 08 05 00386 Year of manufacture is 5th & 6th characters combined. Week of manufacture is 7th & 8,https://www.building-center.org/remington-hvac-age/,2026-01-25T03:38:25Z,[]
