Customer Key,Original Name,Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Company Website,Company Logo URL,Company Logo URL (Apistemic),Company Logo URL (Logo.dev),Source
CN991046SERV_GP,"Gardner Business Media, Inc.",Gardner Business Media,GARDNER BUSINESS MEDIA,Commercial Services,Publishing & Marketing,511120,511120,Master Override,51,Information,511,,5111,,51112,,511120,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gardnerweb.com,,https://logos-api.apistemic.com/domain:gardnerweb.com,https://img.logo.dev/gardnerweb.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990428SERV_GP,Garrard County Fiscal Court,Garrard County Fiscal Court,GARRARD COUNTY FISCAL COURT,Municipal / Local Government,Local Government,921110,921110,Verified Enrichment,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",92111,Executive Offices,921110,Executive Offices,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,garrardcountyky.gov,,https://logos-api.apistemic.com/domain:garrardcountyky.gov,https://img.logo.dev/garrardcountyky.gov?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991979SERV_GP,Gary Bowers - Residence,Gary Bowers Residence,GARY BOWERS RESIDENCE,Individual / Misc,Individual,,,,,,,,,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,,,,SERV_GP
LX990350SERV_GP,Gary Fultheim,Gary Fultheim,GARY FULTHEIM,Individual / Misc,Individual,,,,,,,,,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,,,,SERV_GP
LV990139SERV_GP,Gaslight Court,Gaslight Court,GASLIGHT COURT,Commercial Real Estate,Property entity,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,,,,SERV_GP
CN950205SERV_GP,Gate Of Heaven Cemetery,Gate of Heaven Cemetery,GATE OF HEAVEN CEMETERY,Non-Profit / Religious,Cemetery,8122,8122,Master Override,81,Other Services (except Public Administration),812,Personal and Laundry Services,8122,Death Care Services,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,gateofheaven.org,,https://logos-api.apistemic.com/domain:gateofheaven.org,https://img.logo.dev/gateofheaven.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN950402SERV_GP,Gateway Holdings Llc,Gateway Holdings,GATEWAY HOLDINGS,Commercial Services,Real Estate Holding,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Heuristic,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,gatewayholdingsllc.com,,https://logos-api.apistemic.com/domain:gatewayholdingsllc.com,https://img.logo.dev/gatewayholdingsllc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GBBNMECH_GP,"Gbbn Architects, Inc.",Gbbn Architects,GBBN ARCHITECTS,Commercial Services,Architecture,541310,541310,Master Override,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",54131,Architectural Services,541310,Architectural Services,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gbbn.com,,https://logos-api.apistemic.com/domain:gbbn.com,https://img.logo.dev/gbbn.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
GC CONTRACTINGMECH_GP,Gc Contracting Inc,Gc Contracting,GC CONTRACTING,Construction,General Contractor,236220,236220,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,AI Analyst Research,Final,High,Verified enrichment updated: Company Website,,gccontracting.com,,https://logos-api.apistemic.com/domain:gccontracting.com,https://img.logo.dev/gccontracting.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
GC PARTNERSMECH_GP,Gc Partners,Gc Partners,GC PARTNERS,Commercial Services,Real Estate Partnership,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Heuristic,,Low,"Verified enrichment updated: NAICS, Industry Detail",,,,,,MECH_GP
NV15079SERV_GP,Gcp Applied Technologies Inc,Gcp Applied Technologies,GCP APPLIED TECHNOLOGIES,Manufacturing,Specialty Chemicals,325998,325998,Master Override,31-33,Manufacturing,325,Chemical Manufacturing,3259,Other Chemical Product and Preparation Manufacturing,32599,All Other Chemical Product and Preparation Manufacturing,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gcpat.com,,https://logos-api.apistemic.com/domain:gcpat.com,https://img.logo.dev/gcpat.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GDIMECH_GP,Gdi Construction Corp.,Gdi Construction,GDI CONSTRUCTION,Construction,Commercial Construction,236220,236220,Verified Enrichment,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,gdiconstruction.com,,https://logos-api.apistemic.com/domain:gdiconstruction.com,https://img.logo.dev/gdiconstruction.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
TN991433SERV_GP,Gdoba - Kingston Pike,Gdoba Kingston Pike,GDOBA KINGSTON PIKE,Commercial Services,Fast Casual Restaurant,722513,722513,Master Override,72,Accommodation and Food Services,722,Food Services and Drinking Places,7225,Restaurants and Other Eating Places,72251,Restaurants and Other Eating Places,722513,Limited-Service Restaurants,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,qdoba.com,,https://logos-api.apistemic.com/domain:qdoba.com,https://img.logo.dev/qdoba.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN990025SERV_GP,Ge On Wing Support,Ge on Wing Support,GE ON WING SUPPORT,Manufacturing,Aircraft Engine Maintenance,488190,488190,Master Override,48-49,Transportation and Warehousing,488,Support Activities for Transportation,4881,Support Activities for Air Transportation,48819,Other Support Activities for Air Transportation,488190,Other Support Activities for Air Transportation,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,geaerospace.com,,https://logos-api.apistemic.com/domain:geaerospace.com,https://img.logo.dev/geaerospace.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990489SERV_GP,Gencanna Acquisition Corp,Gencanna Acquisition,GENCANNA ACQUISITION,Manufacturing,Hemp/CBD Production,325411,325411,Master Override,31-33,Manufacturing,325,Chemical Manufacturing,3254,Pharmaceutical and Medicine Manufacturing,32541,Pharmaceutical and Medicine Manufacturing,325411,Medicinal and Botanical Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gencanna.com,,https://logos-api.apistemic.com/domain:gencanna.com,https://img.logo.dev/gencanna.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991902SERV_GP,Genera Energy Inc,Genera Energy,GENERA ENERGY,Manufacturing,Bioproducts & Packaging,322299,322299,Master Override,31-33,Manufacturing,322,Paper Manufacturing,3222,Converted Paper Product Manufacturing,32229,Other Converted Paper Product Manufacturing,322299,All Other Converted Paper Product Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,generaenergy.com,,https://logos-api.apistemic.com/domain:generaenergy.com,https://img.logo.dev/generaenergy.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990085SERV_GP,General Cable,General Cable,GENERAL CABLE,Manufacturing,Wire & Cable Mfg,335929,335929,Master Override,31-33,Manufacturing,335,"Electrical Equipment, Appliance, and Component Manufacturing",3359,Other Electrical Equipment and Component Manufacturing,33592,Communication and Energy Wire and Cable Manufacturing,335929,Other Communication and Energy Wire Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,prysmian.com,,https://logos-api.apistemic.com/domain:prysmian.com,https://img.logo.dev/prysmian.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN991549SERV_GP,General Polymers,General Polymers,GENERAL POLYMERS,Manufacturing,Coatings & Resins,325510,325510,Master Override,31-33,Manufacturing,325,Chemical Manufacturing,3255,"Paint, Coating, and Adhesive Manufacturing",32551,Paint and Coating Manufacturing,325510,Paint and Coating Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,generalpolymers.com,,https://logos-api.apistemic.com/domain:generalpolymers.com,https://img.logo.dev/generalpolymers.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GENERALMECH_GP,General Polymers,General Polymers,GENERAL POLYMERS,Manufacturing,Coatings & Resins,325510,325510,Master Override,31-33,Manufacturing,325,Chemical Manufacturing,3255,"Paint, Coating, and Adhesive Manufacturing",32551,Paint and Coating Manufacturing,325510,Paint and Coating Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,generalpolymers.com,,https://logos-api.apistemic.com/domain:generalpolymers.com,https://img.logo.dev/generalpolymers.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
NV00146SERV_GP,Genesco Journey'S,Genesco Journeys,GENESCO JOURNEYS,Commercial Services,Footwear Retail,448210,448210,Master Override,44-45,Retail Trade,448,,4482,,44821,,448210,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,journeys.com,,https://logos-api.apistemic.com/domain:journeys.com,https://img.logo.dev/journeys.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992223SERV_GP,Gentherm Medical,Gentherm Medical,GENTHERM MEDICAL,Healthcare / Senior Living,Medical Instrument Manufacturing,339112,339112,Verified Enrichment,31-33,Manufacturing,339,Miscellaneous Manufacturing,3391,Medical Equipment and Supplies Manufacturing,33911,Medical Equipment and Supplies Manufacturing,339112,Surgical and Medical Instrument Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,gentherm.com,,https://logos-api.apistemic.com/domain:gentherm.com,https://img.logo.dev/gentherm.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992213SERV_GP,George Steel Fabricating,George Steel Fabricating,GEORGE STEEL FABRICATING,Manufacturing,Structural Steel Fabrication,332312,332312,Master Override,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33231,Plate Work and Fabricated Structural Product Manufacturing,332312,Fabricated Structural Metal Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,georgesteel.com,,https://logos-api.apistemic.com/domain:georgesteel.com,https://img.logo.dev/georgesteel.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GEORGE STEELMECH_GP,"George Steel Fabricating, Inc",George Steel Fabricating,GEORGE STEEL FABRICATING,Manufacturing,Structural Steel Fabrication,332312,332312,Master Override,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33231,Plate Work and Fabricated Structural Product Manufacturing,332312,Fabricated Structural Metal Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,georgesteel.com,,https://logos-api.apistemic.com/domain:georgesteel.com,https://img.logo.dev/georgesteel.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
GEORGETOWNMECH_GP,Georgetown College,Georgetown College,GEORGETOWN COLLEGE,University / College,Private College,611310,611310,Verified Enrichment,61,Educational Services,611,Educational Services,6113,"Colleges, Universities, and Professional Schools",61131,"Colleges, Universities, and Professional Schools",611310,"Colleges, Universities, and Professional Schools",Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,georgetowncollege.edu,,https://logos-api.apistemic.com/domain:georgetowncollege.edu,https://img.logo.dev/georgetowncollege.edu?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
LX990257SERV_GP,Georgetown Community Hospital C/O Jones Lang Lasale Americas Inc,Georgetown Community Hospital,GEORGETOWN COMMUNITY HOSPITAL,Healthcare / Senior Living,General Hospital,622110,622110,Verified Enrichment,62,Health Care and Social Assistance,622,Hospitals,6221,General Medical and Surgical Hospitals,62211,General Medical and Surgical Hospitals,622110,General Medical and Surgical Hospitals,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,georgetowncommunityhospital.com,,https://logos-api.apistemic.com/domain:georgetowncommunityhospital.com,https://img.logo.dev/georgetowncommunityhospital.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN991943SERV_GP,Gf Frank & Sons,Gf Frank and Sons,GF FRANK AND SONS,Manufacturing,Stainless Steel Equipment,332313,332313,Master Override,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33231,Plate Work and Fabricated Structural Product Manufacturing,332313,Plate Work Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gffrankandsons.com,,https://logos-api.apistemic.com/domain:gffrankandsons.com,https://img.logo.dev/gffrankandsons.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GF FRANKMECH_GP,Gf Frank & Sons Inc.,Gf Frank and Sons,GF FRANK AND SONS,Manufacturing,Stainless Steel Equipment,332313,332313,Master Override,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,3323,Architectural and Structural Metals Manufacturing,33231,Plate Work and Fabricated Structural Product Manufacturing,332313,Plate Work Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gffrankandsons.com,,https://logos-api.apistemic.com/domain:gffrankandsons.com,https://img.logo.dev/gffrankandsons.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
TN992133SERV_GP,Ggc Partnership,Ggc Partnership,GGC PARTNERSHIP,Commercial Real Estate,Partnership/property entity,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,partnershipcampus.com,,https://logos-api.apistemic.com/domain:partnershipcampus.com,https://img.logo.dev/partnershipcampus.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GHENTMECH_GP,Ghent Manuafacturing,Ghent Manuafacturing,GHENT MANUAFACTURING,Manufacturing,Visual Communication Tools,339940,339940,Master Override,31-33,Manufacturing,339,Miscellaneous Manufacturing,3399,Other Miscellaneous Manufacturing,33994,Office Supplies (except Paper) Manufacturing,339940,Office Supplies (except Paper) Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,ghent.com,,https://logos-api.apistemic.com/domain:ghent.com,https://img.logo.dev/ghent.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
GIDEONMECH_GP,"Gideon Construction, Llc",Gideon Construction,GIDEON CONSTRUCTION,Construction,Residential General Contractor,236115,236115,Verified Enrichment,23,Construction,236,Construction of Buildings,2361,Residential Building Construction,23611,Residential Building Construction,236115,New Single-Family Housing Construction (except For-Sale Builders),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,gideondayconstruction.com,,https://logos-api.apistemic.com/domain:gideondayconstruction.com,https://img.logo.dev/gideondayconstruction.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
GID001SERV_GP,Gideons International,Gideons International,GIDEONS INTERNATIONAL,Non-Profit / Religious,Religious nonprofit,8131,8131,Master Override,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,gideons.org,,https://logos-api.apistemic.com/domain:gideons.org,https://img.logo.dev/gideons.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN991199SERV_GP,Gilkey Windows,Gilkey Windows,GILKEY WINDOWS,Manufacturing,Window Manufacturing,326199,326199,Master Override,31-33,Manufacturing,326,Plastics and Rubber Products Manufacturing,3261,Plastics Product Manufacturing,32619,Other Plastics Product Manufacturing,326199,All Other Plastics Product Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gilkey.com,,https://logos-api.apistemic.com/domain:gilkey.com,https://img.logo.dev/gilkey.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990310SERV_GP,Girl Scouts Of Indiana,Girl Scouts of Indiana,GIRL SCOUTS OF INDIANA,Non-Profit / Religious,Youth nonprofit,8134,8134,Master Override,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8134,Civic and Social Organizations,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,girlscoutsindiana.org,,https://logos-api.apistemic.com/domain:girlscoutsindiana.org,https://img.logo.dev/girlscoutsindiana.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992356SERV_GP,Girl Scouts Of Ky Wilderness Road Council,Girl Scouts of KY Wilderness Road Council,GIRL SCOUTS OF KY WILDERNESS ROAD COUNCIL,Non-Profit / Religious,Youth nonprofit,8134,8134,Master Override,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8134,Civic and Social Organizations,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,gskentucky.org,,https://logos-api.apistemic.com/domain:gskentucky.org,https://img.logo.dev/gskentucky.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LV990378SERV_GP,Glasgow City Hall,Glasgow City Hall,GLASGOW CITY HALL,Municipal / Local Government,Municipal government,9211,9211,Master Override,92,Public Administration,921,"Executive, Legislative, and Other General Government Support",9211,"Executive, Legislative, and Other General Government Support",,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,cityofglasgow.org,,https://logos-api.apistemic.com/domain:cityofglasgow.org,https://img.logo.dev/cityofglasgow.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GLENHJOHNSONMECH_GP,Glenn H. Johnson Const.Co,Glenn H Johnson Const,GLENN H JOHNSON CONST,Construction,Construction,236220,236220,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,AI Analyst Research,Final,High,Verified enrichment updated: Company Website,,ghjohnson.com,,https://logos-api.apistemic.com/domain:ghjohnson.com,https://img.logo.dev/ghjohnson.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
TN950645SERV_GP,Gloria Dei Lutheran Church,Gloria Dei Lutheran Church,GLORIA DEI LUTHERAN CHURCH,Non-Profit / Religious,Religious Organization,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,gloriadeiknox.org,,https://logos-api.apistemic.com/domain:gloriadeiknox.org,https://img.logo.dev/gloriadeiknox.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992336SERV_GP,Gmjf Fitness Llc,Gmjf Fitness,GMJF FITNESS,Commercial Services,Fitness Center,713940,713940,Verified Enrichment,71,"Arts, Entertainment, and Recreation",713,"Amusement, Gambling, and Recreation Industries",7139,Other Amusement and Recreation Industries,71394,Fitness and Recreational Sports Centers,713940,Fitness and Recreational Sports Centers,Heuristic,,Low,"Verified enrichment updated: NAICS, Industry Detail, Company Website",Retail,gmvymca.org,,https://logos-api.apistemic.com/domain:gmvymca.org,https://img.logo.dev/gmvymca.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY990918SERV_GP,Gnc,Gnc,GNC,Commercial Services,Health & Wellness Retail,446191,446191,Master Override,44-45,Retail Trade,446,,4461,,44619,,446191,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gnc.com,,https://logos-api.apistemic.com/domain:gnc.com,https://img.logo.dev/gnc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
NV15094SERV_GP,Good Fortune Inc,Good Fortune,GOOD FORTUNE,Commercial Services,Supermarket / Retail,445110,445110,Master Override,44-45,Retail Trade,445,Food and Beverage Retailers,4451,Grocery and Convenience Retailers,44511,Supermarkets and Other Grocery Retailers (except Convenience Retailers),445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers),AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,,,,SERV_GP
DY990978SERV_GP,Good Huber Mob Llc C/O Equity,Good Huber Mob,GOOD HUBER MOB,Manufacturing,Food Processing & Specialty Food Manufacturing,311,311,Master Override,31-33,Manufacturing,311,Food Manufacturing,,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,goodhuber.com,,https://logos-api.apistemic.com/domain:goodhuber.com,https://img.logo.dev/goodhuber.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY991084SERV_GP,Good Shepherd Home,Good Shepherd Home,GOOD SHEPHERD HOME,Non-Profit / Religious,Social services (often nonprofit),8133,8133,Master Override,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8133,Social Advocacy Organizations,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,goodshepherdhome.com,,https://logos-api.apistemic.com/domain:goodshepherdhome.com,https://img.logo.dev/goodshepherdhome.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GOO001SERV_GP,Goodlettsville Church Of The Nazarene,Goodlettsville Church of the Nazarene,GOODLETTSVILLE CHURCH OF THE NAZARENE,Non-Profit / Religious,Religious Organization,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,goodnaz.org,,https://logos-api.apistemic.com/domain:goodnaz.org,https://img.logo.dev/goodnaz.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LV990472SERV_GP,Goodwill Industries Of Ky,Goodwill Industries of KY,GOODWILL INDUSTRIES OF KY,Non-Profit / Religious,Workforce nonprofit,8133,8133,Master Override,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8133,Social Advocacy Organizations,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,goodwillky.org,https://stgreen.blob.core.windows.net/logos/GOODWILL_INDUSTRIES.png,https://logos-api.apistemic.com/domain:goodwillky.org,https://img.logo.dev/goodwillky.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LV990318SERV_GP,Goodwill Southern Indiana,Goodwill Southern Indiana,GOODWILL SOUTHERN INDIANA,Non-Profit / Religious,Workforce nonprofit,8133,8133,Master Override,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8133,Social Advocacy Organizations,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,goodwillindy.org,https://stgreen.blob.core.windows.net/logos/GOODWILL_INDUSTRIES.png,https://logos-api.apistemic.com/domain:goodwillindy.org,https://img.logo.dev/goodwillindy.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN991909SERV_GP,"Gordian Design & Construction, Inc.",Gordian Design and Construction,GORDIAN DESIGN AND CONSTRUCTION,Construction,Design-Build Construction,236220,236220,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gordianconstruction.com,,https://logos-api.apistemic.com/domain:gordianconstruction.com,https://img.logo.dev/gordianconstruction.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
GORDIANMECH_GP,"Gordian Design & Construction, Inc.",Gordian Design and Construction,GORDIAN DESIGN AND CONSTRUCTION,Construction,Design-Build Construction,236220,236220,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gordianconstruction.com,,https://logos-api.apistemic.com/domain:gordianconstruction.com,https://img.logo.dev/gordianconstruction.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CN991412SERV_GP,Gorilla Glue,Gorilla Glue,GORILLA GLUE,Manufacturing,Adhesives Manufacturing,325520,325520,Master Override,31-33,Manufacturing,325,Chemical Manufacturing,3255,"Paint, Coating, and Adhesive Manufacturing",32552,Adhesive Manufacturing,325520,Adhesive Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gorillatough.com,https://stgreen.blob.core.windows.net/logos/GORILLA_GLUE.png,https://logos-api.apistemic.com/domain:gorillatough.com,https://img.logo.dev/gorillatough.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990453SERV_GP,Gosiger Machine Tools,Gosiger Machine Tools,GOSIGER MACHINE TOOLS,Commercial Services,Machine Tool Distributor,423830,423830,Master Override,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",42383,Industrial Machinery and Equipment Merchant Wholesalers,423830,Industrial Machinery and Equipment Merchant Wholesalers,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,gosiger.com,,https://logos-api.apistemic.com/domain:gosiger.com,https://img.logo.dev/gosiger.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
