BrandNormalized,Category,DEF,DEFNormalized,IsCompressedType,SegmentsN,OptionsN,UniqueOptionsN,ExampleOptionsJson,ExampleSLJson,PositionCoveragePct,AlreadyCanonicalAttribute
COPELAND,Compressor,Lubricant,,false,1,1,1,"[""E- POE oil""]","[""1""]",100.0,false
COPELAND,Compressor,MDL Platform,,false,1,1,1,"[""KC- FHP IHP APP""]","[""2""]",100.0,false
COPELAND,Compressor,MODU,,false,1,5,5,"[""S- Two Step"", ""T- Even Tandem"", ""U- Uneven Tandem"", ""V- VAR SPD"", ""X- NA""]","[""1""]",100.0,false
COPELAND,Compressor,MTD OPT,,false,1,7,7,"[""1- 4-Legs 7.5 IN X 7.5 IN"", ""2- 4-Legs 4 IN X 8 IN"", ""3- 4-Legs 4 IN X 6.5 IN"", ""4- 3-Legs 6.12 IN X 8 IN"", ""5- 3-Legs 8.44 IN X 9.75 IN"", ""6- 3-Legs 6.53 IN X 8.68 IN"", ""7- 4-Legs 4 IN X 6.5 IN""]","[""1""]",100.0,false
COPELAND,Compressor,MTR CKT,,false,1,9,9,"[""1- RSIR"", ""2- CSIR"", ""3- CSCR"", ""4- PSC"", ""5- 3 PH"", ""6- RSIR W PTC"", ""7- CSIR W PTC"", ""8- CSCR W PTC"", ""9- PSC W PTC""]","[""1""]",100.0,false
COPELAND,Compressor,MTR Types,,false,1,2,2,"[""P- PSC"", ""T- 3 Lead SGL V""]","[""1""]",100.0,false
COPELAND,Compressor,Number,,true,1,0,0,[],"[""2""]",100.0,false
COPELAND,Compressor,Number CPTY Digits,,false,1,6,6,"[""1- 0"", ""2- 00"", ""3- 000"", ""4- 0000"", ""5- 00000"", ""6- 000000""]","[""1""]",100.0,false
COPELAND,Compressor,OPT 2,,false,1,2,2,"[""T- Even Tandem"", ""U- Uneven Tandem""]","[""1""]",100.0,false
COPELAND,Compressor,REF APP,,false,1,4,4,"[""E- R1"", ""G- R4"", ""H- HC"", ""L- R7""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,APP,,false,1,11,11,"[""D- Dual APP R1 HT R-502 MT"", ""E- Extra Low"", ""F- EXTD MED"", ""H- HI"", ""K- MED / HI"", ""L- Low"", ""M- MED"", ""N- MULT"", ""P- MULT"", ""R- MED / HI"", ""S- MULT""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,BOM 1,,false,1,2,2,"[""7- FLT Drier"", ""H- Hood""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,COMP,,false,1,3,3,"[""-- SystemPro"", ""D- DIGT SCL"", ""Z- SCL""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,COMP MTR,,false,1,5,5,"[""C- CAP Run- CAP SRT"", ""I- Induction Run- CAP SRT"", ""S- Induction Run-Split PH"", ""P- CAP Run-Permanent Split"", ""T- General-3-Lead SGL V""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,COMP MTR PROT,,false,1,3,3,"[""A- EXT Inherent- One PROT"", ""F- INT Inherent- One PROT"", ""S- INT THRM ELECT SEN MOD EXT""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,COMP Type,,false,1,2,2,"[""Z- SCL"", ""D- DIGT SCL""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,COND Type,,false,1,1,1,"[""A- ARCD""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,ELEC Codes,,false,1,7,7,"[""A- V1"", ""B- V8"", ""C- V3"", ""D- V4"", ""E- V5"", ""V- V2"", ""3- 220-1-60""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,FAM,,false,1,1,1,"[""X- X-Line ODR COND""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,HorsePower,,true,1,0,0,[],"[""2""]",100.0,false
COPELAND,Refrigeration Unit Coolers,HorsePower100,,true,1,0,0,[],"[""3""]",100.0,false
COPELAND,Refrigeration Unit Coolers,MDL Type,,false,1,1,1,"[""81- STD""]","[""2""]",100.0,false
COPELAND,Refrigeration Unit Coolers,PWR,,false,1,2,2,"[""CFV- V2"", ""TFC- V3""]","[""3""]",100.0,false
COPELAND,Refrigeration Unit Coolers,REF,,false,1,17,17,"[""B- R12"", ""C- R1"", ""F- MULT"", ""G- R1 / R3"", ""J- R7 / R8"", ""M- R1"", ""N- R4 / 404A / R1"", ""P- R4 / 404A"", ""T- R4"", ""U- R-290"", ""2- R4"", ""3- R1""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,REF Type,,false,1,1,1,"[""F- MULT""]","[""1""]",100.0,false
CROWN,Boiler,ALTD,,false,1,4,4,"[""S- Sea Level"", ""7- 7,000 FT"", ""8- 8,000 FT"", ""9- 9,000 FT""]","[""1""]",100.0,false
CROWN,Boiler,Burner,,false,1,3,3,"[""B- BB"", ""C- Carlin"", ""R- RB""]","[""1""]",100.0,false
CROWN,Boiler,CL,,false,1,2,2,"[""L- Less CL"", ""T- W CL""]","[""1""]",100.0,false
CROWN,Boiler,Fuel / PP,,false,1,2,2,"[""N- NG"", ""L- LP""]","[""1""]",100.0,false
CROWN,Boiler,IGN,,false,1,2,2,"[""S- SPT"", ""E- ELECT""]","[""1""]",100.0,false
CROWN,Boiler,NA,,false,1,1,1,"[""S- Place Holder""]","[""1""]",100.0,false
CROWN,Boiler,PP,,false,1,2,2,"[""O- STD"", ""2- 2 STG PP""]","[""1""]",100.0,false
CROWN,Boiler,PPG,,false,1,1,1,"[""S- STD""]","[""1""]",100.0,false
DANFOSS,Compressor,COMP RNG,,false,1,5,5,"[""L- 4.5-11 CM3"", ""U- 5.5-9 CM3"", ""X- 16-23 CM3"", ""P- 12-18 CM3"", ""S- 18-24 CM3""]","[""1""]",100.0,false
DANFOSS,Compressor,Displacement,,true,1,0,0,[],"[""2""]",100.0,false
DANFOSS,Compressor,EFF Level,,false,1,3,3,"[""M- MED"", ""Y- HI"", ""T- Top""]","[""1""]",100.0,false
DANFOSS,Compressor,Features,,false,1,4,4,"[""6- None"", ""7- Threaded Oil SGS"", ""8- BRZ Oil/Gas Equalisation"", ""T- Screw Oil Equalisation Schrader Oil Drain""]","[""1""]",100.0,false
DANFOSS,Compressor,Lubricant,,false,1,1,1,"[""Z- Polyolester""]","[""1""]",100.0,false
DANFOSS,Compressor,OPT,,false,1,1,1,"[""R1- Rotolock CONN""]","[""2""]",100.0,false
DANFOSS,Compressor,REF,,false,1,4,4,"[""G- R4"", ""H- R600A"", ""M- R7 / R8"", ""N- R290""]","[""1""]",100.0,false
DANFOSS,Compressor,SUC + DISC CONN,,false,1,1,1,"[""A- BRZ CONN""]","[""1""]",100.0,false
DANFOSS,Compressor,Tubing / ELEC,,false,1,2,2,"[""P- BRZ CONN Spade TERM"", ""C- BRZ CONN Screw TERM""]","[""1""]",100.0,false
DANFOSS,Compressor,VARN,,false,1,5,5,"[""- NA"", ""A- UL Index"", ""B- UL Index"", ""T- DZN Optimized for 45/130 F"", ""U- DZN Optimized for 45/100 F""]","[""1""]",100.0,false
DANFOSS,Condenser,APP,,false,1,3,3,"[""L- Low"", ""H- MED / HI"", ""U- UNIV Low / MED / HI""]","[""1""]",100.0,false
DANFOSS,Condenser,COND size,,false,1,2,2,"[""C- FNT COND size 110 °F AMB"", ""M- MC COND size 115 °F AMB""]","[""1""]",100.0,false
DANFOSS,Condenser,Certification,,false,1,2,2,"[""R- UL recognized"", ""U- UL listed""]","[""1""]",100.0,false
DANFOSS,Condenser,DZN,,false,1,5,5,"[""C- ARCD COND SGL fan RECIP"", ""J- ARCD COND slim DZN RECIP"", ""G- ARCD COND twin fan RECIP"", ""N- ARCD COND slim DZN SCL"", ""R- ARCD COND twin fan SCL""]","[""1""]",100.0,false
DANFOSS,Condenser,ELEC,,false,1,4,4,"[""B- COMP + fan(s) V1"", ""N- COMP + fan(s) V8"", ""Q- COMP V3 fan(s) V8"", ""R- COMP V4 fan(s) V13""]","[""1""]",100.0,false
DANFOSS,Condenser,HorsePower100,,true,1,0,0,[],"[""4""]",100.0,false
DANFOSS,Condenser,OPT,,false,1,8,8,"[""WA- PWR cord"", ""WB- PWR cord REC"", ""WC- BX REC"", ""WD- BX REC LPC"", ""WE- BX REC DPC F.C CTRL"", ""WF- WE + FLT drier S.G SLD VAL W CL"", ""WG- BX REC DPC FSC DT ODR ENSD ( MBP )"", ""WH- BX REC DPC FSC DT SA ODR ENSD ( LBP )""]","[""2""]",100.0,false
DANFOSS,Condenser,REF,,false,1,6,6,"[""G- R4"", ""H- R7 / R8 / R-452A"", ""M- R1 REPL"", ""Z- R7 / R8 / R4 / R-448A / R-449A / R-452A"", ""X- R-448A / R-449A / R7 / R8 / R4 / R-452A"", ""Y- R-448A / R-449A / R7 / R8 / R-452A""]","[""1""]",100.0,false
DANFOSS,Condenser,Revision,,true,1,0,0,[],"[""3""]",100.0,false
DESERT AIRE,Dehumidifier,CL / CKT,,false,1,3,3,"[""N- STD"", ""H- Heresite CTD"", ""C- Chicago code RV""]","[""1""]",100.0,false
DESERT AIRE,Dehumidifier,CTRL,,false,1,4,4,"[""J- JC"", ""S- STD CA2300 SER"", ""C- Non- STD CTRL PKG"", ""T- SPL OPT SYS""]","[""1""]",100.0,false
DESERT AIRE,Dehumidifier,DISC,,false,1,3,3,"[""N- STD HORZ"", ""T- Top air DISC"", ""B- BTM air DISC""]","[""1""]",100.0,false
DESERT AIRE,Dehumidifier,FLT,,false,1,4,4,"[""N- Normal or STD"", ""D- DISB"", ""F- EXTD Surface"", ""A- AL cleanable""]","[""1""]",100.0,false
DESERT AIRE,Dehumidifier,OA,,false,1,5,5,"[""N- None or STD"", ""D- Duct CONN only"", ""F- OA DMP only"", ""T- Box W DMP + FLT - INDR assembly"", ""U- Box W DMP hood + AL FLT - ODR assembly""]","[""1""]",100.0,false
DESERT AIRE,Dehumidifier,PR,,false,1,4,4,"[""A- 0 IN Free blow"", ""N- 0.5 IN STD"", ""D- 1.0 IN"", ""K- 0.5 IN @ 5,000 ft""]","[""1""]",100.0,false
DESERT AIRE,Dehumidifier,PWR,,false,1,5,5,"[""1- V1"", ""2- V2"", ""3- V3"", ""4- V4"", ""5- V5""]","[""1""]",100.0,false
DESERT AIRE,Dehumidifier,SER,,false,1,3,3,"[""IH- Industrial/ COM"", ""WC- Industrial/ COM W H2O HTG"", ""PD- Pool Room""]","[""2""]",100.0,false
DESERT AIRE,Dehumidifier,SYS,,false,1,4,4,"[""NR- INDR SYS WO RMT COND"", ""ON- ODR SYS WO RMT COND"", ""RR- INDR SYS W RMT COND"", ""OR- ODR SYS W RMT COND""]","[""2""]",100.0,false
DESERT AIRE,Dehumidifier,Tonnage,,false,1,12,12,"[""0100- 1 ton"", ""0125- 1.25 ton"", ""0200- 2 ton"", ""0300- 3 ton"", ""0400- 4 ton"", ""0500- 5 ton"", ""0750- 7.5 ton"", ""0800- 8 ton"", ""0950- 9.5 ton"", ""1000- 10 ton"", ""1200- 12 ton"", ""1500- 15 ton""]","[""4""]",100.0,false
DIAMOND AIR,Package,Class,,true,1,0,0,[],"[""2""]",100.0,false
DIAMOND AIR,Package,Company,,false,1,1,1,"[""D- Diamond Air""]","[""1""]",100.0,false
DIAMOND AIR,Package,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
DIAMOND AIR,Package,Energy Rating,,true,1,0,0,[],"[""2""]",100.0,false
DIAMOND AIR,Package,Revision,,true,1,0,0,[],"[""1""]",100.0,false
DUCANE,Air Handler,BLO MTR,,false,1,2,2,"[""C- PSC"", ""E- ECM""]","[""1""]",100.0,false
DUCANE,Air Handler,CAB Size,,false,1,4,4,"[""A- 44 IN HGT 15 IN Wide 22 IN Depth"", ""B- 48 IN HGT 18.5 IN Wide 22 IN Depth"", ""C- 49 IN HGT 20 IN Wide 26 IN Depth"", ""D- 53 IN HGT 22 IN Wide 26 IN Depth""]","[""1""]",100.0,false
DUCANE,Air Handler,CKT PROT,,false,1,1,1,"[""N- None""]","[""1""]",100.0,false
DUCANE,Air Handler,Class,,true,1,0,0,[],"[""2""]",100.0,false
DUCANE,Air Handler,Heat Kit,,true,1,0,0,[],"[""2""]",100.0,false
DUCANE,Air Handler,Lennox Voltage,Voltage,true,1,0,0,[],"[""1""]",100.0,false
DUCANE,Condenser,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
DUCANE,Furnace,AFUE,,true,1,0,0,[],"[""2""]",100.0,false
DUCANE,Furnace,CFM Tons,,true,1,0,0,[],"[""2""]",100.0,false
DUCANE,Furnace,Cabinet Width,,true,1,0,0,[],"[""1""]",100.0,false
DUCANE,Furnace,Class,,true,1,0,0,[],"[""1""]",100.0,false
DUCANE,Furnace,Configure,,true,1,0,0,[],"[""2""]",100.0,false
DUCANE,Furnace,Motor,,true,1,0,0,[],"[""1""]",100.0,false
DUCANE,Furnace,NOX,,false,1,3,3,"[""-- STD"", ""0- STD"", ""L- LNOX""]","[""1""]",100.0,false
DUCANE,Furnace,Orientation / Installation,,false,1,6,6,"[""U- UF / HORZ left"", ""C- DF / HORZ right"", ""A- AC"", ""B- MP AC"", ""F- Front flue CONN"", ""R- Rear flue CONN""]","[""1""]",100.0,false
DUCANE,Furnace,STG,,false,1,2,2,"[""1- SGL"", ""2- Two""]","[""1""]",100.0,false
DUCANE,Oil Furnace,Brand,,false,1,1,1,"[""D- Ducane""]","[""1""]",100.0,false
DUCANE,Oil Furnace,Configure,,true,1,0,0,[],"[""1""]",100.0,false
DUCANE,Oil Furnace,Connection,,true,1,0,0,[],"[""1""]",100.0,false
DUCANE,Oil Furnace,Cooling Ton,,true,1,0,0,[],"[""1""]",100.0,false
DUCANE,Oil Furnace,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
DUNHAM-BUSH,Chiller,COMP,,false,1,1,1,"[""S- SCL""]","[""1""]",100.0,false
DUNHAM-BUSH,Chiller,COND Fan,,false,1,1,1,"[""D- VFD""]","[""1""]",100.0,false
DUNHAM-BUSH,Chiller,EVAP,,false,1,1,1,"[""D- DX""]","[""1""]",100.0,false
DUNHAM-BUSH,Chiller,Fan Type,,false,1,1,1,"[""S- STD""]","[""1""]",100.0,false
DUNHAM-BUSH,Chiller,Refrigerant,Refrigerant,true,1,0,0,[],"[""1""]",100.0,true
DUNHAM-BUSH,Package Rooftop Unit,FA,,false,1,4,4,"[""OA- 100% OA W HGR"", ""EW- 100% OA W HGR + EHY WHL"", ""TP- 100% OA W HGR + HT Pipe"", ""NN- RA""]","[""2""]",100.0,false
DUNHAM-BUSH,Package Rooftop Unit,FAC Order,,false,1,1,1,"[""Q- SPL""]","[""1""]",100.0,false
DUNHAM-BUSH,Package Rooftop Unit,Fan Type,,false,1,3,3,"[""B- BD PLM"", ""D- DD PLM ( VFD )"", ""E- ECM DD PLM""]","[""1""]",100.0,false
DURASTAR,Condenser,Sales Region,,true,1,0,0,[],"[""1""]",100.0,false
DURASTAR,Furnace,AFUE,,true,1,0,0,[],"[""2""]",100.0,false
DURASTAR,Furnace,Brand,,false,1,1,1,"[""DR- Durastar""]","[""2""]",100.0,false
DURASTAR,Furnace,Cabinet Width,,true,1,0,0,[],"[""2""]",100.0,false
DURASTAR,Furnace,Configure,,true,1,0,0,[],"[""2""]",100.0,false
DURASTAR,Furnace,Feature,,false,1,1,1,"[""S- STD""]","[""1""]",100.0,false
DURASTAR,Furnace,Gas Heat,,true,1,0,0,[],"[""3""]",100.0,false
DURASTAR,Furnace,Motor,,true,1,0,0,[],"[""1""]",100.0,false
DURASTAR,Furnace,Stage,,true,1,0,0,[],"[""1""]",100.0,false
DURASTAR,Furnace,Tons CFM,,true,1,0,0,[],"[""1""]",100.0,false
ECR INTERNATIONAL,Condenser,CHAS,,false,1,2,2,"[""B- 21.5 IN"", ""C- 29.5 IN""]","[""1""]",100.0,false
ECR INTERNATIONAL,Condenser,Connection,,true,1,0,0,[],"[""1""]",100.0,false
ECR INTERNATIONAL,Condenser,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
ECR INTERNATIONAL,Condenser,Energy Rating,,true,1,0,0,[],"[""2""]",100.0,false
ECR INTERNATIONAL,Condenser,OPT,,false,1,3,3,"[""D- STD R1"", ""E- STD R3"", ""F- HI / Low PR SW""]","[""1""]",100.0,false
ECR INTERNATIONAL,Condenser,PWR,,false,1,6,6,"[""1- 230/ V6"", ""2- 230-1-50"", ""3- 230/ V7"", ""4- V4"", ""5- 230-3-50"", ""6- V11""]","[""1""]",100.0,false
ECR INTERNATIONAL,Condenser,Revision,,true,1,0,0,[],"[""1""]",100.0,false
ECR INTERNATIONAL,Condenser,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
ECR INTERNATIONAL,Condenser,Type,,false,1,2,2,"[""C- RMT AC"", ""H- RMT HP""]","[""1""]",100.0,false
ECR INTERNATIONAL,Mini-Split,CL,,false,1,8,8,"[""0- PTD No GRL"", ""A- EPC"", ""B- No EXPN"", ""C- Open"", ""D- Open"", ""E- Aeroquip"", ""F- Aeroquip / COND"", ""X- SPL""]","[""1""]",100.0,false
ECR INTERNATIONAL,Mini-Split,COMP / HT,,false,1,9,9,"[""0- NA"", ""2- 2 KW"", ""3- 3 KW"", ""4- 4 KW"", ""5- 5 KW"", ""6- 6 KW"", ""A- Tecumseh Rotary"", ""D- Carrier Rotary"", ""X- SPL""]","[""1""]",100.0,false
ECR INTERNATIONAL,Mini-Split,CTRL 1,,false,1,9,9,"[""0- Low V Interconnect W XFMR"", ""1- RMT TSTAT W XFMR"", ""2- Unit MTD I/R COPB"", ""3- Unit MTD I/R COPB W XFMR"", ""4- InfraRed CTRL S/C"", ""5- Unit MTD No XFMR"", ""6- RMT TSTAT No XFMR"", ""E- Hawaii PKG"", ""X- SPL""]","[""1""]",100.0,false
ECR INTERNATIONAL,Mini-Split,CTRL 2,,false,1,2,2,"[""0- STD"", ""X- SPL""]","[""1""]",100.0,false
ECR INTERNATIONAL,Mini-Split,OEM,,false,1,5,5,"[""0- STD"", ""A- AireDale"", ""B- CONPP"", ""E- COMF Aire"", ""X- SPL""]","[""1""]",100.0,false
ECR INTERNATIONAL,Mini-Split,Open,,false,1,3,3,"[""0- STD"", ""A- STD"", ""X- SPL""]","[""1""]",100.0,false
ECR INTERNATIONAL,Mini-Split,REF CONN,,false,1,4,4,"[""0- STD"", ""A- STD"", ""X- SPL"", ""E- COMF Aire""]","[""1""]",100.0,false
ECR INTERNATIONAL,Mini-Split,Type 2,,false,1,2,2,"[""C- COND"", ""P- AH""]","[""1""]",100.0,false
EMBRACO,Compressor,APP,,false,1,2,2,"[""2- LBP"", ""6- MBP""]","[""1""]",100.0,false
EMBRACO,Compressor,"BTU/H x 1,000",,true,1,0,0,[],"[""3""]",100.0,false
EMBRACO,Compressor,FAM,,false,1,1,1,"[""SE- SCL Embraco""]","[""2""]",100.0,false
EMBRACO,Compressor,PWR,,false,1,2,2,"[""C- V20"", ""O- 380/4203-50 or V4""]","[""1""]",100.0,false
EMBRACO,Compressor,REF,,false,1,2,2,"[""GK- R7 R449A R452A R4 R513A R448A 1-"", ""GS- R7 R449A R452A R4 R513A R448A 3-""]","[""2""]",100.0,false
ENERTECH GLOBAL,Water Source HP,BLO,,false,1,1,1,"[""A- NA""]","[""1""]",100.0,false
ENERTECH GLOBAL,Water Source HP,Brand,,false,1,4,4,"[""G- GeoComfort"", ""H- Hydron MOD"", ""T- Tetco"", ""A- GeoExcel""]","[""1""]",100.0,false
ENERTECH GLOBAL,Water Source HP,Coax,,false,1,2,2,"[""C- CU"", ""N- CUNI""]","[""1""]",100.0,false
ENERTECH GLOBAL,Water Source HP,Cooling,,true,1,0,0,[],"[""3""]",100.0,false
ENERTECH GLOBAL,Water Source HP,DA,,false,1,1,1,"[""A- NA""]","[""1""]",100.0,false
ENERTECH GLOBAL,Water Source HP,HH2O CONF,,false,1,3,3,"[""0- None"", ""1- Desuper HTR W FI PP"", ""5- Desuper HTR WO FI PP""]","[""1""]",100.0,false
ENERTECH GLOBAL,Water Source HP,PWR,,false,1,4,4,"[""0- V2"", ""1- V2"", ""2- V3"", ""3- V4""]","[""1""]",100.0,false
ENERTECH GLOBAL,Water Source HP,RA,,false,1,1,1,"[""A- NA""]","[""1""]",100.0,false
ENERTECH GLOBAL,Water Source HP,Revision,,true,1,0,0,[],"[""1""]",100.0,false
ENERTECH GLOBAL,Water Source HP,STD,,false,1,2,2,"[""SS- Stock STD"", ""SA- Side H2O CONN""]","[""2""]",100.0,false
ENERTECH GLOBAL,Water Source HP,Stages,,false,1,1,1,"[""T- Two STG R2""]","[""1""]",100.0,false
ENERTECH GLOBAL,Water Source HP,Type,,false,1,1,1,"[""W- H2O to H2O""]","[""1""]",100.0,false
EUBANK,Package,ARF,,false,1,11,11,"[""1- Top SUP BTM RT"", ""2- Center SUP"", ""3- BTM SUP Top RT"", ""4- Top PNL DISC"", ""5- CENT BLO"", ""6- 3T3"", ""7- 3T5"", ""8- 4T2"", ""9- 4T3"", ""A- 3T2"", ""$- SPL""]","[""1""]",100.0,false
EUBANK,Package,CAB Color,,false,1,11,11,"[""1- Beige"", ""2- Gray"", ""3- Carlsbad Canyon"", ""4- White"", ""5- SS Exterior"", ""6- Dark Bronze"", ""7- .050 AL Stucco"", ""8- Mesa Tan"", ""9- Pebble Gray"", ""A- SS"", ""$- SPL""]","[""1""]",100.0,false
EUBANK,Package,CL CTD,,false,1,5,5,"[""N- None"", ""1- EPC ODR CL"", ""2- Hersite CTD ODR CL"", ""3- Hersite CTD INDR CL"", ""4- Hersite CTD INDR + ODR CL""]","[""1""]",100.0,false
EUBANK,Package,COMP,,false,1,2,2,"[""B- Copeland SCL"", ""L- Bristol Recip""]","[""1""]",100.0,false
EUBANK,Package,COMP / STG,,false,1,2,2,"[""1- SGL"", ""2- Stepped""]","[""1""]",100.0,false
EUBANK,Package,COMP LOC,,false,1,3,3,"[""C- Center"", ""D- LH"", ""E- RH""]","[""1""]",100.0,false
EUBANK,Package,CORR PROT,,false,1,9,9,"[""A- COND CL Only"", ""C- EVAP CL Only"", ""D- Both CL COND + EVAP"", ""E- All CL"", ""F- CTD All"", ""G- CSTL PKG + EVAP CL"", ""K- CSTL PKG"", ""+- None"", ""$- SPL""]","[""1""]",100.0,false
EUBANK,Package,CTRL,,false,1,6,6,"[""A- PWR Fail ALM W Additional LOTO"", ""C- 24 V EMS RLY Kit"", ""D- 24 V EMS RLY Kit W FI TSTAT"", ""E- FI TSTAT"", ""+- None"", ""$- SPL""]","[""1""]",100.0,false
EUBANK,Package,Class,,true,1,0,0,[],"[""1""]",100.0,false
EUBANK,Package,Configure,,true,1,0,0,[],"[""1""]",100.0,false
EUBANK,Package,DH,,false,1,5,5,"[""G- HGR"", ""R- ELEC RHT"", ""T- ELEC RHT W HUM CTRL"", ""+- None"", ""$- SPL""]","[""1""]",100.0,false
EUBANK,Package,EER,,false,1,1,1,"[""A- 11""]","[""1""]",100.0,false
EUBANK,Package,FAM,,false,1,3,3,"[""7- Eubank WALM"", ""E- Eubank WALM"", ""S- Stock Unit""]","[""1""]",100.0,false
EUBANK,Package,Fastener / DP,,false,1,5,5,"[""A- SS Fasteners"", ""C- SS DP"", ""D- SS Fasteners + DP"", ""+- None"", ""$- SPL""]","[""1""]",100.0,false
EUBANK,Package,HT,,false,1,9,9,"[""000- None"", ""040- 4 KW"", ""050- 5 KW"", ""060- 6 KW"", ""080- 8 KW"", ""090- 9 KW"", ""100- 10 KW"", ""120- 12 KW"", ""150- 15 KW""]","[""3""]",100.0,false
EUBANK,Package,IAQ,,false,1,5,5,"[""D- DBS"", ""E- DBS W DFSN"", ""G- DFSN"", ""+- None"", ""$- SPL""]","[""1""]",100.0,false
EUBANK,Package,Metering Device,,true,1,0,0,[],"[""1""]",100.0,false
EUBANK,Package,Operating Condition,,false,1,26,26,"[""A- EFS"", ""C- EFS W HGBP"", ""D- DESD"", ""E- XD"", ""F- DESD W HDS"", ""G- DESD W EFS"", ""H- DESD W HDS + EFS"", ""J- XD W HDS"", ""K- XD W EFS"", ""M- XD W HDS + EFS"", ""N- HDS"", ""P- HDS W LAC + CCH""]","[""1""]",100.0,false
EUBANK,Package,PROT,,false,1,4,4,"[""N- None"", ""B- CB"", ""D- DCN"", ""F- Fused""]","[""1""]",100.0,false
EUBANK,Package,PWR SUP,,false,1,3,3,"[""A- V2"", ""C- V3"", ""D- V4""]","[""1""]",100.0,false
EUBANK,Package,SEC OPT,,false,1,5,5,"[""A- Lockable ACS Plate / Tamper Proof"", ""C- Tamper Proof Screws"", ""D- Lockable ACS Plate W Tamper Proof"", ""+- None"", ""$- SPL""]","[""1""]",100.0,false
EUBANK,Package,SND ATT,,false,1,3,3,"[""2- COMP BLK"", ""+- None"", ""$- SPL""]","[""1""]",100.0,false
EUBANK,Package,VENT,,false,1,11,11,"[""A- Solid Front Door"", ""C- ECON"", ""D- MTZ DMP W PR RLF"", ""E- MTZ DMP W PR RLF + INDP MTZ DMP CTRL"", ""F- No Free Cooling 100% Emergency VENT Only W INDP CTRL"", ""N- BARO DMP W 15% OSA"", ""Y- MANDP WO PR RLF"", ""Z- MANDP W PR RLF"", ""H- Green WHL"", ""+- None"", ""$- SPL""]","[""1""]",100.0,false
EVAPCO,Cooling Tower,Fan MTR h.p,,false,1,12,12,"[""G- 5"", ""H- 7.5"", ""I- 10"", ""J- 15"", ""K- 20"", ""L- 25"", ""M- 30"", ""N- 40"", ""O- 50"", ""P- 60"", ""Q- 75"", ""R- 100""]","[""1""]",100.0,false
EVAPCO,Cooling Tower,SER,,false,1,1,1,"[""AXS- PDT Line""]","[""3""]",100.0,false
EVAPCO,Cooling Tower,Tower Stack,,false,1,2,2,"[""1- SGL"", ""2- Dual""]","[""1""]",100.0,false
FIRST CO,Air Handler,CL,,false,1,1,1,"[""XR- DX""]","[""2""]",100.0,false
FIRST CO,Air Handler,Cooling,,true,1,0,0,[],"[""2""]",100.0,false
FIRST CO,Package,CAB,,false,1,3,3,"[""A- 20 IN X 20 IN"", ""B- 20 IN X 26 IN"", ""C- MP""]","[""1""]",100.0,false
FIRST CO,Package,ERV SUP / HH2O CONN,,false,1,2,2,"[""R- Right"", ""L- Left""]","[""1""]",100.0,false
FIRST CO,Package,HT CPTY,,false,1,7,7,"[""00- None"", ""03- 3 KW"", ""05- 5 KW"", ""10- 10 KW"", ""1R- 1 Row HH2O CL"", ""2R- 2 Rows HH2O CL"", ""3R- 3 Rows HH2O CL""]","[""2""]",100.0,false
FIRST CO,Package,HT Type,,false,1,2,2,"[""E- ELEC HT"", ""W- AquaTherm HH2O CL""]","[""1""]",100.0,false
FIRST CO,Package,PWR,,false,1,2,2,"[""2- V2"", ""3- V15""]","[""1""]",100.0,false
FIRST CO,Package,Reserved,,false,1,1,1,"[""00- NA""]","[""2""]",100.0,false
FIRST CO,Package,Unit Type,,false,1,4,4,"[""C- AC"", ""H- HP"", ""F- Cooling W ERV"", ""P- HP W ERV""]","[""1""]",100.0,false
FIRST CO,Water Source HP,Cooling,,true,1,0,0,[],"[""3""]",100.0,false
FIRST CO,Water Source HP,HX Material,,false,1,2,2,"[""C- CU"", ""N- CUNI""]","[""1""]",100.0,false
FIRST CO,Water Source HP,PWR,,false,1,2,2,"[""2- V2"", ""E- V9""]","[""1""]",100.0,false
FIRST CO,Water Source HP,RA LOC,,false,1,2,2,"[""LH- LH"", ""RH- RH""]","[""2""]",100.0,false
FIRST CO,Water Source HP,SER,,false,1,1,1,"[""WSVC- H2O Source HP VERT""]","[""4""]",100.0,false
FIRST CO,Water Source HP,Spacer,,true,1,0,0,[],"[""1""]",100.0,false
FRIEDRICH,PTAC,CAB,,false,1,4,4,"[""Q- Portable"", ""S- SML"", ""M- MED"", ""L- LRG""]","[""1""]",100.0,false
