Customer Name,Customer Number,Customer Key,Source,Last Billing Date (Any Stream)
J&J General Maintenance Inc,LX990487,LX990487SERV_GP,SERV_GP,2025-09-01 00:00:00
"J&N Distribution & Design, Inc.",CN990856,CN990856SERV_GP,SERV_GP,2025-10-01 00:00:00
"J.A. Doepker Associates, Inc.",JA DOEPKER ASSO,JA DOEPKER ASSOMECH_GP,MECH_GP,2006-06-01 00:00:00
J.M. Smucker Company,LX950130,LX950130SERV_GP,SERV_GP,2025-07-01 00:00:00
J.N. Linrose,CN991967,CN991967SERV_GP,SERV_GP,2025-10-08 00:00:00
J.W. Marriot,NV00175,NV00175SERV_GP,SERV_GP,2022-03-15 00:00:00
Ja Fielden,CN990026,CN990026SERV_GP,SERV_GP,2020-11-05 00:00:00
Jabil Circuit Inc,CN992076,CN992076SERV_GP,SERV_GP,2025-04-01 00:00:00
Jack Albrecht,TN200502,TN200502SERV_GP,SERV_GP,2025-04-21 00:00:00
Jack Albrecht Residents,"ALBRECHT, JACK","ALBRECHT, JACKMECH_GP",MECH_GP,2015-08-01 00:00:00
Jackson Control Co Inc,TN992073,TN992073SERV_GP,SERV_GP,2023-04-19 00:00:00
Jackson County Board Of Education,WV990301,WV990301SERV_GP,SERV_GP,2025-12-17 00:00:00
"Jackson, Darryl","JACKSON, DARRYL","JACKSON, DARRYLMECH_GP",MECH_GP,2019-03-01 00:00:00
Jaguar Land Rover Cincinnati,CN990911,CN990911SERV_GP,SERV_GP,2025-07-01 00:00:00
James Construction And Renovation Llc,DY991129,DY991129SERV_GP,SERV_GP,2024-11-01 00:00:00
Jamie Endaya,CN992181,CN992181SERV_GP,SERV_GP,2025-06-27 00:00:00
Janell Concrete,CN991866,CN991866SERV_GP,SERV_GP,2025-09-01 00:00:00
Jay Hewitt,NV00129,NV00129SERV_GP,SERV_GP,2022-04-02 00:00:00
Jayco Cleaning Technologies,CN992064,CN992064SERV_GP,SERV_GP,2021-10-01 00:00:00
Jdl Warm,JDL,JDLMECH_GP,MECH_GP,2024-12-01 00:00:00
Je Dunn Construction,NV15016,NV15016SERV_GP,SERV_GP,2024-03-01 00:00:00
Jeff Wyler Fairfield,CN991185,CN991185SERV_GP,SERV_GP,2026-01-01 00:00:00
Jefferson County Schools,JEFFERSON COUNT,JEFFERSON COUNTMECH_GP,MECH_GP,2026-01-01 00:00:00
Jefferson County Schools,TN992117,TN992117SERV_GP,SERV_GP,2025-08-12 00:00:00
Jeffersonville Animal Shelter,LV990492,LV990492SERV_GP,SERV_GP,2024-01-17 00:00:00
Jennifer Banner Residence,TN991453,TN991453SERV_GP,SERV_GP,2025-08-18 00:00:00
Jennifer Hawkins State Farm,LX990436,LX990436SERV_GP,SERV_GP,2023-04-06 00:00:00
Jerrod Herron,TN992241,TN992241SERV_GP,SERV_GP,2025-11-04 00:00:00
Jerry R Smith Architect,WV990262,WV990262SERV_GP,SERV_GP,2021-03-05 00:00:00
Jessamine Co Fiscal Court,LX990185,LX990185SERV_GP,SERV_GP,2025-12-26 00:00:00
Jessamine Co. Det. Ctr.,LX950032,LX950032SERV_GP,SERV_GP,2025-01-01 00:00:00
Jessamine County Fiscal Court,JESSAMINE COUNT,JESSAMINE COUNTMECH_GP,MECH_GP,2026-01-01 00:00:00
Jessies Landing Condominium C/O Towne Properties,CN992342,CN992342SERV_GP,SERV_GP,2025-11-01 00:00:00
Jf Berns,CN992096,CN992096SERV_GP,SERV_GP,2024-01-22 00:00:00
Jfk Enterprises Llc,TN992149,TN992149SERV_GP,SERV_GP,2025-11-01 00:00:00
Jll Industrial Property Management,DY991132,DY991132SERV_GP,SERV_GP,2025-03-31 00:00:00
"Jm Smucker Company, Llc",JM SMUCKERS,JM SMUCKERSMECH_GP,MECH_GP,2018-02-01 00:00:00
Jml Capital Llc,CN992258,CN992258SERV_GP,SERV_GP,2025-12-08 00:00:00
Johann Plumbing,JOHANNPLUMBING,JOHANNPLUMBINGMECH_GP,MECH_GP,2025-07-01 00:00:00
"Johnson & Galyon, Inc.",TN332133,TN332133SERV_GP,SERV_GP,2023-09-19 00:00:00
Johnson County Ky Fiscal Court,JOHNSON CNTY,JOHNSON CNTYMECH_GP,MECH_GP,2021-03-01 00:00:00
Johnson Electric,NV15019,NV15019SERV_GP,SERV_GP,2026-01-01 00:00:00
Johnson Electric Supply,CN992071,CN992071SERV_GP,SERV_GP,2025-03-01 00:00:00
"Johnson-Northwest, Inc",WV990261,WV990261SERV_GP,SERV_GP,2022-05-13 00:00:00
Jones Lang Lasalle - Jll Amazon,WV990268,WV990268SERV_GP,SERV_GP,2025-12-01 00:00:00
"Jones Lang Lasalle Americas, Inc",JONES LANG LASA,JONES LANG LASAMECH_GP,MECH_GP,2025-06-01 00:00:00
Joseph Grenvicz,NV00073,NV00073SERV_GP,SERV_GP,2024-11-13 00:00:00
Joy Global Underground Mining Llc,LX990454,LX990454SERV_GP,SERV_GP,2024-05-28 00:00:00
Jr Manufacturing,NV15061,NV15061SERV_GP,SERV_GP,2025-11-01 00:00:00
Js Held Llc,CN992282,CN992282SERV_GP,SERV_GP,2024-10-01 00:00:00
Jtekt North America,TN992182,TN992182SERV_GP,SERV_GP,2024-10-31 00:00:00
Jtf Construction Inc,JTF CONSTRUCTIO,JTF CONSTRUCTIOMECH_GP,MECH_GP,2023-11-01 00:00:00
"Jw Harris Co., Inc.",JW HARRIS,JW HARRISMECH_GP,MECH_GP,2006-08-01 00:00:00
Jw Property Inspection Llc,CN992239,CN992239SERV_GP,SERV_GP,2025-05-01 00:00:00
Jwf Technologies,CN991846,CN991846SERV_GP,SERV_GP,2025-12-17 00:00:00
K&L Allstar Investments Llc C/O Equity,DY990962,DY990962SERV_GP,SERV_GP,2021-04-15 00:00:00
K.P.P.E.,KPPE,KPPEMECH_GP,MECH_GP,2008-09-01 00:00:00
K4 Architecture,K4 ARCHITECT,K4 ARCHITECTMECH_GP,MECH_GP,2013-06-01 00:00:00
Kaeser & Blair,CN991890,CN991890SERV_GP,SERV_GP,2025-10-15 00:00:00
"Kajima Building & Design Group, Inc",KBD,KBDMECH_GP,MECH_GP,2022-05-01 00:00:00
"Kajima Building & Design Group, Inc.",KAJI,KAJIMECH_GP,MECH_GP,2013-11-01 00:00:00
Kao Brands,KAO,KAOMECH_GP,MECH_GP,2007-06-01 00:00:00
Karen Harbin,LX990373,LX990373SERV_GP,SERV_GP,2021-12-02 00:00:00
Karla Ricking,CN950451,CN950451SERV_GP,SERV_GP,2023-02-01 00:00:00
Kay Robinson,DY991054,DY991054SERV_GP,SERV_GP,2022-06-23 00:00:00
Kbc Buyer Inc Dba Klosterman Baking Company,CN992366,CN992366SERV_GP,SERV_GP,2025-09-25 00:00:00
Kbd Group Inc,LV990498,LV990498SERV_GP,SERV_GP,2024-02-24 00:00:00
Kdc One,DY991064,DY991064SERV_GP,SERV_GP,2024-04-22 00:00:00
Keenland Heights Llc,TN992127,TN992127SERV_GP,SERV_GP,2025-11-04 00:00:00
Keidel Supply Company,KEIDEL SUPPLY,KEIDEL SUPPLYMECH_GP,MECH_GP,2012-03-01 00:00:00
Keller Warehousing & Co-Packing,CN992233,CN992233SERV_GP,SERV_GP,2025-11-01 00:00:00
Kelley Construction Inc,LV990423,LV990423SERV_GP,SERV_GP,2022-08-01 00:00:00
Ken Neyer Plumbing,KENN,KENNMECH_GP,MECH_GP,2006-12-01 00:00:00
"Kenco Logistic Services, Llc",KENCO,KENCOMECH_GP,MECH_GP,2016-11-01 00:00:00
Kenco Logistics,DY990942,DY990942SERV_GP,SERV_GP,2025-11-04 00:00:00
Kenco Logistics,DY991053,DY991053SERV_GP,SERV_GP,2025-11-12 00:00:00
Kenneth C. Wood,"WOOD, KENNETH","WOOD, KENNETHMECH_GP",MECH_GP,2005-07-01 00:00:00
Kentucky Blood Center Inc,LX990488,LX990488SERV_GP,SERV_GP,2025-12-30 00:00:00
Kentucky High School Athletic Association,LX990098,LX990098SERV_GP,SERV_GP,2022-09-29 00:00:00
Kentucky Science Center,LV990340,LV990340SERV_GP,SERV_GP,2025-12-19 00:00:00
Kentucky State Police,LX990314,LX990314SERV_GP,SERV_GP,2025-11-21 00:00:00
Kentucky Underground Storage Inc,LX950108,LX950108SERV_GP,SERV_GP,2020-10-08 00:00:00
Kentucky Veterans Cemetery North,KY VETERANS CEM,KY VETERANS CEMMECH_GP,MECH_GP,2009-07-01 00:00:00
Kentwood Office Furniture,IN990403,IN990403SERV_GP,SERV_GP,2025-09-01 00:00:00
Kenwood Surgery,KENWOOD SURGERY,KENWOOD SURGERYMECH_GP,MECH_GP,2011-10-01 00:00:00
Kevin Wilson,CN992206,CN992206SERV_GP,SERV_GP,2022-10-25 00:00:00
Keyme Llc,CN992095,CN992095SERV_GP,SERV_GP,2025-09-01 00:00:00
"Khd-Ar, Llc C/O Neyer Management",CN991900,CN991900SERV_GP,SERV_GP,2026-01-07 00:00:00
Ki Usa,LX990492,LX990492SERV_GP,SERV_GP,2025-12-02 00:00:00
Kid City Usa Franklin,NV15096,NV15096SERV_GP,SERV_GP,2025-11-01 00:00:00
Kiesland Inc.,KIES,KIESMECH_GP,MECH_GP,2011-12-01 00:00:00
Kim M Ortman,CN992290,CN992290SERV_GP,SERV_GP,2024-08-01 00:00:00
Kimball Electronics,IN990121,IN990121SERV_GP,SERV_GP,2026-01-06 00:00:00
Kimco Realty,CN992333,CN992333SERV_GP,SERV_GP,2026-01-02 00:00:00
Kindeva,LX990473,LX990473SERV_GP,SERV_GP,2025-12-26 00:00:00
"King, Gary",CN950045,CN950045SERV_GP,SERV_GP,2024-10-15 00:00:00
Kings Electric Services,KINGSELECTRICSE,KINGSELECTRICSEMECH_GP,MECH_GP,2024-10-01 00:00:00
Kings Local Schools,CN992063,CN992063SERV_GP,SERV_GP,2025-11-01 00:00:00
Kinnection Chiropractic,NV15032,NV15032SERV_GP,SERV_GP,2024-09-01 00:00:00
Kkt Chillers,NV15002,NV15002SERV_GP,SERV_GP,2023-03-12 00:00:00
Klh Engineers,KLH,KLHMECH_GP,MECH_GP,2015-11-01 00:00:00
Knauf Insulation Inc,IN990477,IN990477SERV_GP,SERV_GP,2026-01-09 00:00:00
Knoxville Dental Care,TN992124,TN992124SERV_GP,SERV_GP,2023-05-16 00:00:00
Knoxville Eye Care Associates C/O Realty Trust Group,TN992010,TN992010SERV_GP,SERV_GP,2022-01-19 00:00:00
Knoxville Properties Partnership-App C/O Avison Young,TN992031,TN992031SERV_GP,SERV_GP,2021-08-01 00:00:00
Knoxville Tva Employees Credit Union,TN200027,TN200027SERV_GP,SERV_GP,2026-01-01 00:00:00
Kobe Aluminum Automotive Products,NV15022,NV15022SERV_GP,SERV_GP,2025-05-01 00:00:00
Kobelco Aluminum,NV15006,NV15006SERV_GP,SERV_GP,2025-11-12 00:00:00
Koch Foods Inc,TN991206,TN991206SERV_GP,SERV_GP,2025-11-17 00:00:00
"Kodiak Constructors, Inc.",KODIAK,KODIAKMECH_GP,MECH_GP,2011-03-01 00:00:00
"Koetter Construction, Inc",KOETTER GROUP,KOETTER GROUPMECH_GP,MECH_GP,2014-04-01 00:00:00
Kohrs Lonnemann Heil Engineers,KOHRS LONNEMANN,KOHRS LONNEMANNMECH_GP,MECH_GP,2007-06-01 00:00:00
"Kpa Nightingale  Lane, Llc",TN992242,TN992242SERV_GP,SERV_GP,2025-12-16 00:00:00
Kroger Logistics,CN992257,CN992257SERV_GP,SERV_GP,2025-12-30 00:00:00
Kt Design Group,KT DESIGN GROUP,KT DESIGN GROUPMECH_GP,MECH_GP,2011-12-01 00:00:00
Ky Chamber Of Commerce,LX000012,LX000012SERV_GP,SERV_GP,2025-12-30 00:00:00
Ky Smelting Technolgies,LX990129,LX990129SERV_GP,SERV_GP,2025-11-01 00:00:00
L3 Fuzing & Ordnance Systems,L3 COMMUNICATIO,L3 COMMUNICATIOMECH_GP,MECH_GP,2010-05-01 00:00:00
L3 Harris Technologies,CN990672,CN990672SERV_GP,SERV_GP,2025-11-01 00:00:00
"La Comedia Enterprises, Inc",LACOMEDIA,LACOMEDIAMECH_GP,MECH_GP,2020-02-01 00:00:00
La Quinta Management L.L.C,LA QUINTA CORP,LA QUINTA CORPMECH_GP,MECH_GP,2007-08-01 00:00:00
Labor Works,LV990435,LV990435SERV_GP,SERV_GP,2021-11-22 00:00:00
Lakeside Centre Realty Partners Llc,TN992072,TN992072SERV_GP,SERV_GP,2025-12-12 00:00:00
"Lame Investments, Llc",TN992136,TN992136SERV_GP,SERV_GP,2025-06-10 00:00:00
Lance Cunningham Ford,TN991248,TN991248SERV_GP,SERV_GP,2025-11-01 00:00:00
Land Oak 2 C/O Nai,TN992206,TN992206SERV_GP,SERV_GP,2025-05-16 00:00:00
Land Rover Of Knoxville,TN200518,TN200518SERV_GP,SERV_GP,2021-01-01 00:00:00
Landen Square 3 Llc Co Integris Ventures,CN992371,CN992371SERV_GP,SERV_GP,2025-12-22 00:00:00
Landform,LANDFORM,LANDFORMMECH_GP,MECH_GP,2017-07-01 00:00:00
Landmark Center Llc,LV990465,LV990465SERV_GP,SERV_GP,2025-08-01 00:00:00
Landmark Sprinkler,LX990463,LX990463SERV_GP,SERV_GP,2024-10-01 00:00:00
Lasership Dba Ontrac,DY991050,DY991050SERV_GP,SERV_GP,2025-12-11 00:00:00
Last Stop Brewing Llc,LV990515,LV990515SERV_GP,SERV_GP,2025-12-08 00:00:00
Latham Mechanical Llc,TN992068,TN992068SERV_GP,SERV_GP,2021-10-01 00:00:00
Latonia Bulk Llc,CN992299,CN992299SERV_GP,SERV_GP,2025-02-24 00:00:00
Latonia Christian Church,CN992102,CN992102SERV_GP,SERV_GP,2023-07-03 00:00:00
Law Office Of C M Watson,TN992166,TN992166SERV_GP,SERV_GP,2024-04-29 00:00:00
Lawrence Brothers,WV990277,WV990277SERV_GP,SERV_GP,2023-01-31 00:00:00
Lawrence County Commissioners,LAWRENCE CTY,LAWRENCE CTYMECH_GP,MECH_GP,2022-03-01 00:00:00
Lawrence County Courthouse,WV990090,WV990090SERV_GP,SERV_GP,2025-11-01 00:00:00
Lawrence County Department Of Jobs And Family Services,WV990103,WV990103SERV_GP,SERV_GP,2025-11-01 00:00:00
Lawrence County Djfs,LAWRENCE DJFS,LAWRENCE DJFSMECH_GP,MECH_GP,2012-07-01 00:00:00
Lawrence County Municipal Building,WV990125,WV990125SERV_GP,SERV_GP,2025-11-01 00:00:00
Lazarus Partnership - Nmp C/O Avison Young,TN992033,TN992033SERV_GP,SERV_GP,2025-11-01 00:00:00
Lbmc Knoxville Cpa Advisors & Consultants,TN992040,TN992040SERV_GP,SERV_GP,2021-05-01 00:00:00
Lcg Fitness And Performance,LX990441,LX990441SERV_GP,SERV_GP,2023-04-28 00:00:00
Lcnb,CN991864,CN991864SERV_GP,SERV_GP,2025-11-19 00:00:00
Lebanon Utilities,IN990435,IN990435SERV_GP,SERV_GP,2025-11-01 00:00:00
Lee Company,TN950610,TN950610SERV_GP,SERV_GP,2025-12-01 00:00:00
Legacy Trail Llc C/O Cbre,LX990372,LX990372SERV_GP,SERV_GP,2021-09-30 00:00:00
"Lehman Daman Construction Service, Inc",LEHMANDAMANCONS,LEHMANDAMANCONSMECH_GP,MECH_GP,2025-11-01 00:00:00
Lellyett & Rogers,LEL001,LEL001SERV_GP,SERV_GP,2025-11-01 00:00:00
Lemond Bikes,TN992037,TN992037SERV_GP,SERV_GP,2023-02-01 00:00:00
Lemond Composites,TN991813,TN991813SERV_GP,SERV_GP,2023-05-10 00:00:00
Lems Shoes,CN992278,CN992278SERV_GP,SERV_GP,2025-09-01 00:00:00
"Len Riegler Blacktop, Inc.",CN991934,CN991934SERV_GP,SERV_GP,2025-10-01 00:00:00
"Lennox Industries, Inc.",LENNOX,LENNOXMECH_GP,MECH_GP,2024-01-01 00:00:00
Lennox Industry Inc - Warranty Dept,NV00088,NV00088SERV_GP,SERV_GP,2022-06-24 00:00:00
"Leopardo Companies, Inc.",LEOPARDO,LEOPARDOMECH_GP,MECH_GP,2026-01-01 00:00:00
Le'S Nails And Spa,NV00139,NV00139SERV_GP,SERV_GP,2022-12-14 00:00:00
Leslie'S Salon,CN991646,CN991646SERV_GP,SERV_GP,2021-03-01 00:00:00
Let'S Play Sports,CN990947,CN990947SERV_GP,SERV_GP,2025-12-04 00:00:00
Level Up Games & Hobbies,TN991708,TN991708SERV_GP,SERV_GP,2021-01-14 00:00:00
Levi Strauss & Company,CN960242,CN960242SERV_GP,SERV_GP,2022-07-01 00:00:00
Lewis Thomason,TN991448,TN991448SERV_GP,SERV_GP,2021-05-01 00:00:00
Lexington Green Partners Llc,LX990077,LX990077SERV_GP,SERV_GP,2025-12-30 00:00:00
"Lexington Professional Management, Llcl",LX990154,LX990154SERV_GP,SERV_GP,2025-07-25 00:00:00
Lhp Telematic,IN990151,IN990151SERV_GP,SERV_GP,2025-04-15 00:00:00
Liberty Dialysis Of Norwood,CN991889,CN991889SERV_GP,SERV_GP,2025-11-01 00:00:00
Liberty Marking Systems,CN970064,CN970064SERV_GP,SERV_GP,2026-01-01 00:00:00
Liberty Station Health Campus,CN992322,CN992322SERV_GP,SERV_GP,2025-11-01 00:00:00
"Lichtenberg Constuction, Inc",LICH,LICHMECH_GP,MECH_GP,2007-04-01 00:00:00
Lifetime Products Inc,TN992035,TN992035SERV_GP,SERV_GP,2025-11-03 00:00:00
"Light Source, Ltd","LIGHT SOURCE, L","LIGHT SOURCE, LMECH_GP",MECH_GP,2009-11-01 00:00:00
Lillibrdige Healthcare Services Inc,DY990919,DY990919SERV_GP,SERV_GP,2023-01-30 00:00:00
Lillibridge Healthcare,IN990300,IN990300SERV_GP,SERV_GP,2025-06-11 00:00:00
Lillibridge Healthcare Services Inc - Riverside Campus,DY990903,DY990903SERV_GP,SERV_GP,2022-02-23 00:00:00
Lima Usa Inc,TN991989,TN991989SERV_GP,SERV_GP,2023-08-01 00:00:00
Lindy-Dayton Towers Llc,DY991004,DY991004SERV_GP,SERV_GP,2020-12-02 00:00:00
Link Belt Cranes,LX990464,LX990464SERV_GP,SERV_GP,2024-04-01 00:00:00
Link Logistics,DY991149,DY991149SERV_GP,SERV_GP,2025-12-29 00:00:00
Links Unlimited,CN992107,CN992107SERV_GP,SERV_GP,2025-12-12 00:00:00
"Lippert Components, Inc.",LIPPERT COMPON.,LIPPERT COMPON.MECH_GP,MECH_GP,2019-09-01 00:00:00
Lipps & Son Construction Co,LIPPS&SON,LIPPS&SONMECH_GP,MECH_GP,2017-06-01 00:00:00
Liquidity Services Inc,IN990191,IN990191SERV_GP,SERV_GP,2024-03-01 00:00:00
Lithko Contracting Llc,CN992077,CN992077SERV_GP,SERV_GP,2025-09-01 00:00:00
Living Hope Baptist Church,NV00138,NV00138SERV_GP,SERV_GP,2025-12-02 00:00:00
Logan Memorial Hospital,NV00144,NV00144SERV_GP,SERV_GP,2022-04-30 00:00:00
L'Oreal Usa,CN991201,CN991201SERV_GP,SERV_GP,2025-11-01 00:00:00
Louisville Bedding,LV950012,LV950012SERV_GP,SERV_GP,2024-11-26 00:00:00
Louisville Central Community Center Inc,LV990528,LV990528SERV_GP,SERV_GP,2025-08-13 00:00:00
Louisville Endoscopy Center,LV990484,LV990484SERV_GP,SERV_GP,2025-06-01 00:00:00
Louisville Il-Al Operations Llc Dba Harmony At Tucker Station,LV990475,LV990475SERV_GP,SERV_GP,2023-07-05 00:00:00
Louisville Publc Warehouse Dba America Place,LV990497,LV990497SERV_GP,SERV_GP,2024-03-19 00:00:00
Louisville Seminary,LV990533,LV990533SERV_GP,SERV_GP,2025-12-18 00:00:00
Louisville Tower Properties Llc,LV990468,LV990468SERV_GP,SERV_GP,2025-11-01 00:00:00
Louisville Vegan Jerky Company,LV990460,LV990460SERV_GP,SERV_GP,2025-11-01 00:00:00
Lowes 3311,NV15116,NV15116SERV_GP,SERV_GP,2025-12-17 00:00:00
Luapa Apostolic Church,TN992052,TN992052SERV_GP,SERV_GP,2021-06-18 00:00:00
Lucas Oil Late Model Dirt Series,CN992086,CN992086SERV_GP,SERV_GP,2021-07-06 00:00:00
Lululemon,DY991056,DY991056SERV_GP,SERV_GP,2024-07-31 00:00:00
Lululemon Usa Inc.,LULULEMON,LULULEMONMECH_GP,MECH_GP,2025-08-01 00:00:00
Lutheran High School,IN980021,IN980021SERV_GP,SERV_GP,2025-12-26 00:00:00
Luxottica Retail,CN991339,CN991339SERV_GP,SERV_GP,2026-01-05 00:00:00
Lw Office Furniture Warehouse,CN992244,CN992244SERV_GP,SERV_GP,2025-11-01 00:00:00
M&H Cabinets,LV990420,LV990420SERV_GP,SERV_GP,2025-10-21 00:00:00
M.E. Lyons Ymca,ME LYONS,ME LYONSMECH_GP,MECH_GP,2011-01-01 00:00:00
Ma Folkes Company,MA FOLKES,MA FOLKESMECH_GP,MECH_GP,2011-04-01 00:00:00
Mac Papers Nashville,NV00079,NV00079SERV_GP,SERV_GP,2025-11-11 00:00:00
Macys Backstage Distribution Center,DY991161,DY991161SERV_GP,SERV_GP,2025-12-03 00:00:00
Madison Academy,NV15003,NV15003SERV_GP,SERV_GP,2023-08-01 00:00:00
Madison County Board Of Education,LX990506,LX990506SERV_GP,SERV_GP,2025-12-23 00:00:00
Madison County Fiscal Court,LX990310,LX990310SERV_GP,SERV_GP,2025-09-16 00:00:00
Madison County Fiscal Court,MADISON COUNTY,MADISON COUNTYMECH_GP,MECH_GP,2025-12-01 00:00:00
Madison St Apartments Llc,TN992120,TN992120SERV_GP,SERV_GP,2023-06-12 00:00:00
Madison/Champaign Educational Service Center,DY991074,DY991074SERV_GP,SERV_GP,2025-11-10 00:00:00
Mag Construction,TN992185,TN992185SERV_GP,SERV_GP,2026-01-01 00:00:00
Magna Properties,CN992197,CN992197SERV_GP,SERV_GP,2025-09-04 00:00:00
Magna Properties Ltd,CN992195,CN992195SERV_GP,SERV_GP,2022-08-01 00:00:00
Magnolia Capital Investments,NV00081,NV00081SERV_GP,SERV_GP,2025-09-01 00:00:00
Magnolia Cherokee Mills Lp,TN992152,TN992152SERV_GP,SERV_GP,2025-07-01 00:00:00
Magnolia Hillsboro Lp,NV15024,NV15024SERV_GP,SERV_GP,2024-04-05 00:00:00
"Magnum Piering , Inc.",MAGNUM,MAGNUMMECH_GP,MECH_GP,2009-04-01 00:00:00
Malibu Boats,TN991918,TN991918SERV_GP,SERV_GP,2025-06-01 00:00:00
Mantis Innovation,CN992305,CN992305SERV_GP,SERV_GP,2025-07-01 00:00:00
Manufacturing Science Corporation,TN200308,TN200308SERV_GP,SERV_GP,2025-12-30 00:00:00
Maranatha Haitian Sda Church,IN990460,IN990460SERV_GP,SERV_GP,2024-06-26 00:00:00
Marble Products International,IN990092,IN990092SERV_GP,SERV_GP,2021-07-01 00:00:00
Mark Laughner,LV990444,LV990444SERV_GP,SERV_GP,2022-07-15 00:00:00
Mark Spaulding Construction,CN992212,CN992212SERV_GP,SERV_GP,2023-05-02 00:00:00
Mark Spaulding Construction Company,MARK SPAULD,MARK SPAULDMECH_GP,MECH_GP,2025-12-01 00:00:00
Marksbury Farm,LX990410,LX990410SERV_GP,SERV_GP,2022-08-02 00:00:00
Mars Chocolate,CN992033,CN992033SERV_GP,SERV_GP,2024-02-01 00:00:00
Marshall Health Network Arena,WV990296,WV990296SERV_GP,SERV_GP,2025-02-11 00:00:00
Marshall Recreation Center,WV990224,WV990224SERV_GP,SERV_GP,2025-12-04 00:00:00
"Martinrea Heavy Stamping, Inc.",LV990057,LV990057SERV_GP,SERV_GP,2025-11-10 00:00:00
Mary K. Briggs,TN992110,TN992110SERV_GP,SERV_GP,2023-07-06 00:00:00
Mary Queen Of Heaven Parish,CN992190,CN992190SERV_GP,SERV_GP,2025-10-01 00:00:00
Mary Queen Of The Holy Rosary,LX000005,LX000005SERV_GP,SERV_GP,2025-11-30 00:00:00
Mary Rutan Hospital,DY990877,DY990877SERV_GP,SERV_GP,2024-06-06 00:00:00
Maryann Straley,MARYANNSTRAYLEY,MARYANNSTRAYLEYMECH_GP,MECH_GP,2021-11-01 00:00:00
Maryville College Facilities Dept,TN992140,TN992140SERV_GP,SERV_GP,2023-10-06 00:00:00
Masonite Corporation,NV00098,NV00098SERV_GP,SERV_GP,2021-11-15 00:00:00
Mass Marketing Inc.,CN890003,CN890003SERV_GP,SERV_GP,2024-12-13 00:00:00
"Massey Construction Inc, Dba Massey Mechanical",TN992215,TN992215SERV_GP,SERV_GP,2026-01-01 00:00:00
Massey Services Inc,TN992108,TN992108SERV_GP,SERV_GP,2024-01-08 00:00:00
Masters Pharmaceuticals,MASTERS PHARM,MASTERS PHARMMECH_GP,MECH_GP,2018-09-01 00:00:00
Mastronardi Berea Llc,LX990507,LX990507SERV_GP,SERV_GP,2025-12-17 00:00:00
Matandy Realty Ltd,MATANDY REALTY,MATANDY REALTYMECH_GP,MECH_GP,2011-04-01 00:00:00
Matandy Steel & Metal Products,CN991256,CN991256SERV_GP,SERV_GP,2025-09-22 00:00:00
Matandy Steel & Metals,MATANDY,MATANDYMECH_GP,MECH_GP,2011-01-01 00:00:00
Matilda Development Llc,DY991037,DY991037SERV_GP,SERV_GP,2022-01-27 00:00:00
Matrix Technologies,LV990441,LV990441SERV_GP,SERV_GP,2025-02-01 00:00:00
Matt Warren Rental,NV00161,NV00161SERV_GP,SERV_GP,2021-08-13 00:00:00
Matt Williams Residence,NV15010,NV15010SERV_GP,SERV_GP,2022-05-27 00:00:00
Mattar Electic,MATTAR,MATTARMECH_GP,MECH_GP,2009-03-01 00:00:00
Max Technical Training,CN991814,CN991814SERV_GP,SERV_GP,2023-10-20 00:00:00
Mayday Brewery,NV00156,NV00156SERV_GP,SERV_GP,2024-09-05 00:00:00
Mayers Construction,MAYE,MAYEMECH_GP,MECH_GP,2007-08-01 00:00:00
"Mayerson Company, The",MAYERSON,MAYERSONMECH_GP,MECH_GP,2007-12-01 00:00:00
Mayerson Jcc,MAYERSON JCC,MAYERSON JCCMECH_GP,MECH_GP,2011-08-01 00:00:00
Mayfield Clinic,MAYFIELD,MAYFIELDMECH_GP,MECH_GP,2016-07-01 00:00:00
Mayfield Medical Llc C/O Crown Medrealty,CN992277,CN992277SERV_GP,SERV_GP,2025-10-01 00:00:00
"Maywest, Llc",CN992044,CN992044SERV_GP,SERV_GP,2024-02-21 00:00:00
Mazak,CN992125,CN992125SERV_GP,SERV_GP,2022-02-01 00:00:00
Mazak Corporation,MAZAK CORPORATI,MAZAK CORPORATIMECH_GP,MECH_GP,2015-10-01 00:00:00
Mbm Refrigeration,LX200421,LX200421SERV_GP,SERV_GP,2026-01-01 00:00:00
Mbx Biosciences Inc,IN990521,IN990521SERV_GP,SERV_GP,2025-12-01 00:00:00
Mch Corporation,TN991457,TN991457SERV_GP,SERV_GP,2025-09-30 00:00:00
"Mclane Company, Inc.",MCLANE,MCLANEMECH_GP,MECH_GP,2025-07-01 00:00:00
Mclane Distribution,LX990395,LX990395SERV_GP,SERV_GP,2025-12-11 00:00:00
Mclane Foodservice Distribution,MCLANE FOOD,MCLANE FOODMECH_GP,MECH_GP,2006-05-01 00:00:00
Mclean County Fiscal Court,LV990508,LV990508SERV_GP,SERV_GP,2025-12-03 00:00:00
Mclean County Fiscal Court,MCLEAN,MCLEANMECH_GP,MECH_GP,2026-01-01 00:00:00
Mcquay International,MCQUAY INT,MCQUAY INTMECH_GP,MECH_GP,2009-11-01 00:00:00
Mcscrooge'S Wines & Spirits,TN991428,TN991428SERV_GP,SERV_GP,2024-09-12 00:00:00
Means Adult Primary Care Clinic,LX990365,LX990365SERV_GP,SERV_GP,2025-11-01 00:00:00
Mechanical Systems Of Dayton,MECHANICAL SYS,MECHANICAL SYSMECH_GP,MECH_GP,2016-02-01 00:00:00
