CUSTOMER_NUMBER,CUSTOMER_KEY,CUSTOMER_NAME,CUSTOMER_CLASS,ADDRESS1,ADDRESS2,COUNTRY,CITY,STATE,ZIP,PHONE1,PAYMENT_TERM,CREATED,UPDATED
CN990693,CN990693SERV_GP,GREYHOUND TAVERN,CINCINNATI     ,2500 DIXIE HIGHWAY,,,FORT MITCHELL,KY,41017,85933137670000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
GREYHOUND,GREYHOUNDMECH_GP,Greyhound Tavern,COMMERCIAL     ,2500 Dixie Highway,,,Ft. Mitchell,KY,41017,85933137670000,Net 10               ,5/5/2000 0:00,3/13/2008 0:00
105,105SERV_QUAD,Griffin Elite Sports & Wellness,,,,,,,,,,,
CN992281,CN992281SERV_GP,GRIFFIN ELITE SPORTS & WELLNESS,CINCINNATI     ,700 DOLWICK DR,,,ERLANGER,KY,41018,85933109793020,Net 30               ,3/15/2024 0:00,3/15/2024 0:00
LX98007,LX98007SERV_GP,GRIFFIN GATE COMMUNITYU ASSOC.,LEXINGTON      ,1470 SUGAR MAPLE LANE,,,LEXINGTON,KY,40511,85922690870000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV990331,LV990331SERV_GP,GRIFFIN POWELL PROPERTIES,LOUISVILLE     ,5171 MARITIME RD,,,JEFFERSONVILLE,IN,471308452,81220631150000,Net 30               ,6/28/2016 0:00,1/27/2021 0:00
CN991935,CN991935SERV_GP,"GRIFFITH GROUP, LLC",CINCINNATI     ,5363 ROLLINGWOOD DR,,,MILFORD,OH,45150,51383103910000,Net 30               ,3/20/2018 0:00,3/26/2025 0:00
TN991432,TN991432SERV_GP,GRIGORES HARDWOOD FLOORING,KNOXVILLE      ,421 PARK VILLAGE DRIVE,SUITE L,,KNOXVILLE,TN,37923,86577194340000,Net 30               ,3/27/2013 0:00,1/30/2023 0:00
DY990103,DY990103SERV_GP,GRIMES AEROSPACE,DAYTON         ,P.O. BOX 22351,ATTN:  ACCOUNTS PAYABLE,,TEMPE,AZ,,48059890710000,                     ,10/6/2004 0:00,1/26/2021 0:00
CN990103,CN990103SERV_GP,GRIMES AEROSPACE,CINCINNATI     ,SUBSIDIARY OF HONEYWELL INTN'L,550 STATE ROUTE 55,,URBANA,OH,43078,93748420000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
GRIMES HONEYWEL,GRIMES HONEYWELMECH_GP,"Grimes Honeywell, Inc.",COMMERCIAL     ,550 Rt 55,,,Urbana,OH,43078,93748420160000,Net 10               ,10/9/2002 0:00,10/9/2002 0:00
CN990739,CN990739SERV_GP,GRISMER TIRE COMPANY,CINCINNATI     ,5301 DIXIE HIGHWAY,,,FAIRFILED,OH,45014,93760491870000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN950025,CN950025SERV_GP,"GROOM, JAMES",CINCINNATI     ,245 COMPTON RIDGE,,,CINCINNATI,OH,45215,51394887280000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX950222,LX950222SERV_GP,GROT INC.,LEXINGTON      ,2197 NICHOLASVILLE ROAD,,,"LEXINGTON,",KY,,85927653530000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
GROUND MASTERS,GROUND MASTERSMECH_GP,Ground Masters,COMMERCIAL     ,7685 Fields Ertle Rd.,,,Cincinnati,OH,45241,51358238560000,Net 10               ,10/25/2001 0:00,10/25/2001 0:00
CN992052,CN992052SERV_GP,GROVE TRANSPORTATION,CINCINNATI     ,1365 AVIATION BLVD,SUITE 100,,HEBRON,KY,41048,85928240820000,Net 30               ,12/20/2019 0:00,1/26/2021 0:00
GRUBB & ELLIS,GRUBB & ELLISMECH_GP,GRUBB & ELLIS MANAGEMENT SERVICES,COMMERCIAL     ,"600 VINE ST., SUITE 2700",,,CINCINNATI,OH,45202,51324160060000,Net 10               ,3/30/2005 0:00,3/30/2005 0:00
IN990067,IN990067SERV_GP,GRUBB ELLIS HARDING DAHM & COMPANY,INDIANAPOLIS   ,500 E. 96TH STREET,SUITE 400,,INDIANPOLIS,IN,46240,31784427000000,Net 30               ,1/30/2008 0:00,1/26/2021 0:00
IN030013,IN030013SERV_GP,"GSA, FINANCE DIV. 7BCP",INDIANAPOLIS   ,PO BOX 17181,,,FORT WORTH,TX,,00000000000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991800,TN991800SERV_GP,GSB CONTRACTORS INC,KNOXVILLE      ,PO BOX 10047,,,KNOXVILLE,TN,37939,86530080070000,Net 30               ,7/20/2016 0:00,1/30/2023 0:00
TN991414,TN991414SERV_GP,"GSB CONTRACTORS, INC",KNOXVILLE      ,4614 CHAMBLISS AVE,,,KNOXVILLE,TN,37919,86521299000000,Net 30               ,8/9/2012 0:00,1/30/2023 0:00
CN991402,CN991402SERV_GP,GSS,CINCINNATI     ,400 SOUTH PIONEER BLVD.,,,SPRINGBORO,OH,45066,93774607080000,Net 30               ,12/20/2011 0:00,1/26/2021 0:00
LX990062,LX990062SERV_GP,GTE SUPPLY,LEXINGTON      ,P.O. BOX 152092,,,IRVINE,TX,,97271850000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX950181,LX950181SERV_GP,GUARANTEE MOTEL,LEXINGTON      ,P. O. BOX 181,,,MARTIN,KY,41649,85988598890000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX990011,LX990011SERV_GP,GUARDIAN AUTOMOTIVE,LEXINGTON      ,,,,,,,00000000000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
300,300SERV_QUAD,Guardian Savings Bank,,,,,,,,,,,
CN990729,CN990729SERV_GP,GUENTHER'S STEAK AND SEAFOOD HOUSE,CINCINNATI     ,7886 CINCINNATI / DAYTON ROAD,,,WESTCHESTER,OH,45069,51387414830000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
286,286SERV_QUAD,GW Admin Building,,,,,,,,,,,
313,313SERV_QUAD,GW IN New Jeffersonville,,,,,,,,,,,
TF990002,TF990002SERV_GP,GW RICHMOND EXCEL LLC,CFS            ,8112 WOODLAND DRIVE,,,INDIANAPOLIS,IN,46278,31725974470000,Net 30               ,8/30/2024 0:00,4/3/2025 0:00
262,262SERV_QUAD,GW Somerset Superstore,,,,,,,,,,,
225,225SERV_QUAD,GWKY - BG Opp,,,,,,,,,,,
224,224SERV_QUAD,GWKY - BG Scottsville Rd,,,,,,,,,,,
226,226SERV_QUAD,GWKY - Campbellsville,,,,,,,,,,,
227,227SERV_QUAD,GWKY - Columbia,,,,,,,,,,,
229,229SERV_QUAD,GWKY - Etown Dixie,,,,,,,,,,,
228,228SERV_QUAD,GWKY - Etown Opp,,,,,,,,,,,
230,230SERV_QUAD,GWKY - Etown Ring Rd,,,,,,,,,,,
223,223SERV_QUAD,GWKY - Fairview,,,,,,,,,,,
DY991174,DY991174SERV_GP,GXO LOGISTICS SUPPLY CHAIN INC,DAYTON         ,4043 PIEDMONT PARKWAY,,,HIGH POINT,NC,27265-9402,74050615620000,                     ,9/5/2025 0:00,10/23/2025 0:00
DY990594,DY990594SERV_GP,H & M INVESTMENTS,DAYTON         ,PO BOX 295,,,WEST CARROLLTON,OH,,93745698540000,                     ,10/6/2004 0:00,1/26/2021 0:00
CN970069,CN970069SERV_GP,H & O DISTRIBUTION,CINCINNATI     ,325 OSBORNE DRIVE,,,FAIRFIELD,OH,45014,51387420900000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX950185,LX950185SERV_GP,H & S (ARBY'S),LEXINGTON      ,P O BOX 4177,,,LEXINGTON,KY,40544,85925313730000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX990252,LX990252SERV_GP,H & W MANAGEMENT,LEXINGTON      ,1021 MAJESTIC DR,,,LEXINGTON,KY,40513,85926301060000,Net 30               ,11/6/2012 0:00,11/6/2012 0:00
LV990509,LV990509SERV_GP,H&H DESIGN-BUILD,LOUISVILLE     ,135 WEST MARKET ST,,,NEW ALBANY,IN,47150,50263119280000,Net 30               ,7/26/2024 0:00,12/19/2024 0:00
TN992085,TN992085SERV_GP,H&H PROPERTIES,KNOXVILLE      ,1713 HENRY G LANE ST,,,MARYVILLE,TN,37801,86538885950000,Net 30               ,4/14/2022 0:00,1/30/2023 0:00
LX990475,LX990475SERV_GP,H&H SYSTEMS AND DESIGN BDA/H&H DESIGN-BUILD,LOUISVILLE     ,135 W MARKET STREET,,,NEW ALBANY,IN,47150,50277339520000,Net 30               ,7/16/2024 0:00,7/16/2024 0:00
TN991762,TN991762SERV_GP,H&R BLOCK,KNOXVILLE      ,4841 KINGSTON PIKE,,,KNOXVILLE,TN,37919,42397209180000,Net 30               ,12/4/2015 0:00,1/30/2023 0:00
LX990466,LX990466SERV_GP,H&W MANAGEMENT,LEXINGTON      ,300 WEST VINE STREET,,,LEXINGTON,KY,40507,85926301062020,Net 30               ,3/19/2024 0:00,3/19/2024 0:00
DY990811,DY990811SERV_GP,H.A. DORSTEN,DAYTON         ,146 N MAIN STREET,,,MINSTER,OH,,41962823270000,                     ,10/6/2004 0:00,1/26/2021 0:00
LV980042,LV980042SERV_GP,H.B. ZACHRY COMPANY,LOUISVILLE     ,PO BOX 1598,,,CAYCE,SC,29033,80392670400000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN950041,CN950041SERV_GP,H.C. NUDTING,CINCINNATI     ,11785 HIGHWAY DRIVE,,,CINCINNATI,OH,45241,51332159160000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX990320,LX990320SERV_GP,H.T. HACKNEY,LEXINGTON      ,32 LAKEVIEW LANE,,,HAROLD,KY,41635,60647895910000,Net 30               ,2/11/2016 0:00,2/11/2016 0:00
TN991736,TN991736SERV_GP,H.T. HACKNEY CO.,KNOXVILLE      ,P.O. BOX 238,PO BOX 238,,KNOXVILLE,TN,37901,86554612910000,Net 30               ,7/16/2015 0:00,1/30/2023 0:00
CN990698,CN990698SERV_GP,"H2C, INC.",CINCINNATI     ,P.O. BOX 4337,,,WARREN,NJ,,73276405110000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991156,CN991156SERV_GP,"HAAS, BRAD",CINCINNATI     ,5940 TURPIN VALLEY LANE,,,CINCINNATI,OH,45244,51397734820000,Net 30               ,1/7/2009 0:00,1/26/2021 0:00
LV980021,LV980021SERV_GP,HABEGGER COMMERICAL GROUP,LOUISVILLE     ,11413 ENTERPRISE PARK DRIVE,,,CINCINNATI,OH,45241,51361247110000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
HABE,HABEMECH_GP,HABEGGER CORP - CAC,COMMERCIAL     ,11413 ENTERPRISE PARK DR,,,CINCINNATI,OH,45241,51361247080000,Net 10               ,1/5/2000 0:00,2/25/2020 0:00
FL00040,FL00040SERV_GP,HABEGGER CORPORATION,FLORIDA        ,11413 ENTERPRISE PARK DRIVE,,,CINCINNATI,OH,45241,51361247080000,Net 30               ,8/22/2017 0:00,8/22/2017 0:00
CN991779,CN991779SERV_GP,HABEGGER FABRICATION DEPARTMENT,CINCINNATI     ,925 REDNA TERRACE,,,CINCINNATI,OH,45215,51376103830000,Net 30               ,10/7/2015 0:00,1/26/2021 0:00
HABILITATION,HABILITATIONMECH_GP,Habilitation Services,COMMERCIAL     ,4841 Business Center Way,,,"Cincinnati,",OH,45246,,Net 10               ,1/6/2005 0:00,1/6/2005 0:00
WV990146,WV990146SERV_GP,HABITAT FOR HUMANITY,WEST VIRGINIA  ,815 COURT ST,,,CHARLESTON,WV,25301,30472076360000,Net 30               ,4/14/2014 0:00,1/26/2021 0:00
CN990457,CN990457SERV_GP,HABITAT FOR HUMANITY,CINCINNATI     ,201 WEST 8TH STREET,,,CINCINNATI,OH,45202,51362141470000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN992013,TN992013SERV_GP,HABITAT FOR HUMANITY KNOXVILLE,KNOXVILLE      ,ATTN ANNA ENGELSTAD,PO BOX 27478,,KNOXVILLE,TN,37927,86569042140000,Net 30               ,8/27/2020 0:00,1/30/2023 0:00
LX970012,LX970012SERV_GP,HABITAT HOUSE,LEXINGTON      ,1001 WOODSPOINT WAY,,,WILMORE,KY,40356,00000000000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN991936,CN991936SERV_GP,HACKLE CONSTRUCTION,CINCINNATI     ,848 BEACH ST,,,CINCINNATI,OH,45205,51395417440000,Net 30               ,4/4/2018 0:00,1/26/2021 0:00
LX200212,LX200212SERV_GP,HACO CONSTRUCTION,LEXINGTON      ,PO BOX 247,,,NICHOLASVILLE,KY,,85988576420000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990194,CN990194SERV_GP,HAGLAGE CONSTRUCTION,CINCINNATI     ,2880 COOPER ROAD,,,CINCINNATI,OH,45241,00000000000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991344,CN991344SERV_GP,HAHN AUTOMATION,CINCINNATI     ,3012 KUSTOM DRIVE,,,HEBRON,KY,41048,85928318201090,Net 30               ,12/16/2010 0:00,1/26/2021 0:00
LX200507,LX200507SERV_GP,"HAIL, DARRELL",LEXINGTON      ,312 TULANE DRIVE,,,LEXINGTON,KY,40517,85994814110000,Net 30               ,3/21/2005 0:00,4/14/2009 0:00
CN991360,CN991360SERV_GP,HAIR LUCKY BEAUTY SUPPLY,CINCINNATI     ,3851 IVANHOE AVENUE,,,NORWOOD,OH,45212,51331251500000,Net 30               ,3/11/2011 0:00,1/26/2021 0:00
CN940184,CN940184SERV_GP,HAIR STATION COMPANY,CINCINNATI     ,8188 MALL ROAD,,,FLORENCE,KY,41042,85952567000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
IN990337,IN990337SERV_GP,"HALAKAR, INC.",INDIANAPOLIS   ,9245 N MERIDIAN ST,SUITE 333,,INDIANAPOLIS,IN,46260,31750845360000,Net 30               ,7/23/2019 0:00,1/26/2021 0:00
TN991780,TN991780SERV_GP,HALE CONSTRUCTION INC,KNOXVILLE      ,1990 SOUTH ECONOMY RD,PO BOX 1674,,MORRISTOWN,TN,37813,42358726120000,Net 30               ,4/11/2016 0:00,1/30/2023 0:00
LV200006,LV200006SERV_GP,"HALFACRE, MICHAEL",LOUISVILLE     ,9401 WHIPPS MILL RD,,,LOUISVILLE,KY,40242,50239499310000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN991462,CN991462SERV_GP,HALL OF FAME PROPERTIES,CINCINNATI     ,6526 IRWIN-SIMPSON ROAD,,,MASON,OH,45040,5139101417CELL,Net 30               ,10/2/2012 0:00,1/26/2021 0:00
WV950707,WV950707SERV_GP,HALLIBURTON ENERGY,WEST VIRGINIA  ,208 WOOD COUNTY IND. PARK,,,PARKERSBURG,WV,26101,30446452000000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
LV960002,LV960002SERV_GP,HALLS COLLISION CENTER,LOUISVILLE     ,3947 BARDSTOWN ROAD,,,LOUISVILLE,KY,40218,50249990400000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN950077,TN950077SERV_GP,HALLS MOTOR PRODUCTS,KNOXVILLE      ,7415 MAYNARDVILLE HWY.,,,KNOXVILLE,TN,37938,61592274160000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
IN990014,IN990014SERV_GP,HALO INDUSTRIES,INDIANAPOLIS   ,5980 WEST TOUHY AVENUE,,,NILES,IL,,84764723000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
HAL-PE DESIGN,HAL-PE DESIGNMECH_GP,"HAL-PE DESIGN-BUILD, INC.",COMMERCIAL     ,823 SCOTT ST,,,COVINGTON,KY,41011,85943169560000,Net 10               ,7/29/2011 0:00,7/29/2011 0:00
CN950370,CN950370SERV_GP,HAM CTY DEPT HUMAN SERVICES,CINCINNATI     ,222 EAST CENTRAL PARKWAY,,,CINCINNATI,OH,45202,51394622320000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX990079,LX990079SERV_GP,HAMBURG HEALTH CARE,LEXINGTON      ,2770 PALUMBO DRIVE,,,LEXINGTON,KY,40509,85926324100000,Net 30               ,3/12/2007 0:00,4/14/2009 0:00
CN990843,CN990843SERV_GP,HAMILTON COUNTY MENTAL HEALTH,CINCINNATI     ,801-B W. EIGHTH STREET,SUITE 524,,CINCINNATI,OH,45203,51394686530000,Net 30               ,10/22/2004 0:00,1/26/2021 0:00
CN991490,CN991490SERV_GP,"HAMILTON COUNTY, OHIO",CINCINNATI     ,100 MAIN STREET,RM B-95,,CINCINNATI,OH,45202,51339218580000,Net 30               ,1/29/2013 0:00,1/26/2021 0:00
IN990473,IN990473SERV_GP,HAMILTON EXHIBITS,INDIANAPOLIS   ,9150 E 33RD ST,,,INDIANAPOLIS,IN,46235,31728149350000,Net 30               ,7/18/2024 0:00,7/18/2024 0:00
CN991073,CN991073SERV_GP,HAMILTON FIXTURE,CINCINNATI     ,3550 SYMMES RD,,,HAMILTON,OH,45015,51387087000000,Net 30               ,11/27/2007 0:00,1/26/2021 0:00
TN991985,TN991985SERV_GP,HAMILTON HEALTH CARE SYSTEM C/O REALTY TRUST GROUP,KNOXVILLE      ,PO BOX 10868,,,KNOXVILLE,TN,37939,86525023130000,Net 30               ,1/30/2020 0:00,1/30/2023 0:00
CN992265,CN992265SERV_GP,HAMILTON SAFE,CINCINNATI     ,1030 ROUND BOTTOM ROAD,,,MILFORD,OH,45150,51384606720000,Net 30               ,11/29/2023 0:00,12/4/2024 0:00
HAMILTON SAFE,HAMILTON SAFEMECH_GP,HAMILTON SAFE,COMMERCIAL     ,1030 ROUND BOTTOM RD,,,MILFORD,OH,45150,51381284640000,Net 30               ,11/18/2021 0:00,11/18/2021 0:00
CN991467,CN991467SERV_GP,HAMILTON TOWNSHIP,CINCINNATI     ,HAMILTON ADMINISTRATOR,HAMILTON TOWNSHIP,,MAINEVILLE,OH,45039,51368385200000,Net 30               ,10/29/2012 0:00,1/26/2021 0:00
HAMILTON TWSP,HAMILTON TWSPMECH_GP,HAMILTON TOWNSHIP TRUSTEES,COMMERCIAL     ,PO BOX 699,7780 SOUTH STATE ROUTE 48,,MAINEVILLE,OH,45039,51368385200000,Net 10               ,7/17/2012 0:00,8/1/2012 0:00
CN990618,CN990618SERV_GP,"HAMILTON, ANN",CINCINNATI     ,4097 CRYSTAL VIEW,,,CINCINNATI,OH,45241,51373383990000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN992066,CN992066SERV_GP,HAMMACHER SCHLEMMER,CINCINNATI     ,9180 LESAINT DR,,,FAIRFIELD,OH,45014,51386052630000,Net 30               ,4/20/2020 0:00,3/22/2022 0:00
LX990267,LX990267SERV_GP,HAMPTON INN,LEXINGTON      ,1310US HIGHWAY 127 SOUTH,,,FRANKFORT,KY,40601,50239509100000,Net 30               ,9/19/2013 0:00,7/11/2024 0:00
CN991128,CN991128SERV_GP,HAMPTON INN,CINCINNATI     ,5056 COLLEGE CORNER PIKE,,,OXFORD,OH,45056,51352401140000,Net 30               ,8/1/2008 0:00,1/26/2021 0:00
WV970078,WV970078SERV_GP,HAMPTON INN,WEST VIRGINIA  ,RT. 4 BOX 1,,,MINERAL WELLS,WV,26150,30448932930000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
HAMPTON INN,HAMPTON INNMECH_GP,Hampton Inn Louisville,COMMERCIAL     ,800 PHillips Lane,,,Louisville,KY,40209,50236681000000,Net 10               ,1/4/2002 0:00,1/4/2002 0:00
IN990511,IN990511SERV_GP,HAMPTON LUMBER SALES,INDIANAPOLIS   ,9600 SW BARNES RD,SUITE 200,,PORTLAND,OR,97225-6666,31773715220000,Net 30               ,7/9/2025 0:00,10/29/2025 0:00
LV960007,LV960007SERV_GP,HANES DANIEL,LOUISVILLE     ,7805 BARBOUR MANOR,,,LOUISVILLE,KY,40222,00000000000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX950190,LX950190SERV_GP,HANES JUDY,LEXINGTON      ,331 SCOTT LANE,,,BOWLING GREEN,KY,42262,50284208520000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN991172,CN991172SERV_GP,HANGER,CINCINNATI     ,2135 DANA AVE,,,CINCINNATI,OH,45207,51342156530013,Net 30               ,3/31/2009 0:00,11/30/2023 0:00
CN991223,CN991223SERV_GP,"HANGER ORTHOPEDIC GROUP, INC.",CINCINNATI     ,8178 BEECHMONT AVENUE,,,CINCINNATI,OH,45255,51342156530013,Net 30               ,11/16/2009 0:00,1/26/2021 0:00
CN990465,CN990465SERV_GP,HANNOSH,CINCINNATI     ,4601 EASTGATE BLVD,,,CINCINNATI,OH,45245,51375264000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991398,CN991398SERV_GP,HANNOUSH JEWELERS,CINCINNATI     ,11700 PRINCETON PIKE,,,CINCINNATI,OH,45256,51367112210000,Net 30               ,12/1/2011 0:00,1/26/2021 0:00
CN991017,CN991017SERV_GP,HANNOUSH JEWELERS - KENWOOD MALL,CINCINNATI     ,7575 MONTGOMERY ROAD,,,CINCINNATI,OH,45236,51379361610000,Net 30               ,12/19/2006 0:00,1/26/2021 0:00
CN990481,CN990481SERV_GP,HANOSH #53,CINCINNATI     ,7875 MONTGOMERY ROAD,,,CINCINNATI,OH,45236,51379361610000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX990223,LX990223SERV_GP,HANOVER TOWERS CONDOMINIUMS,LEXINGTON      ,101 SOUTH HANOVER AVENUE,,,LEXINGTON,KY,40502,85926615150000,Net 30               ,9/26/2011 0:00,9/26/2011 0:00
IN980046,IN980046SERV_GP,HANSEN CORPORATION,INDIANAPOLIS   ,901 S. FIRST STREET,,,PRINCETON,IN,,81238514810000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN970055,CN970055SERV_GP,"HANSEN, LINDA",CINCINNATI     ,4408 HANNAH DRIVE,,,MIDDLETOWN,OH,45044,51342457630000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
HANS,HANSMECH_GP,Hanson Millay,COMMERCIAL     ,2519 Ritchie Road,,,Crescent Springs,KY,41017,60633183020000,Net 10               ,12/3/1999 0:00,3/28/2001 0:00
DY990713,DY990713SERV_GP,HAP JONES DISTRIBUTION CO. EAST,DAYTON         ,6258 EXECUTIVE BLVD,,,HUBER HEIGHTS,OH,,93723387030000,                     ,10/6/2004 0:00,1/26/2021 0:00
385,385SERV_QUAD,Happy Hollow,,,,,,,,,,,
CN940035,CN940035SERV_GP,HARBISON WALKER REFACTORY,CINCINNATI     ,3101 EXON AVENUE,,,CINCINNATI,OH,45241,51356343700000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990680,CN990680SERV_GP,HARBOR COVE APARTMENTS,CINCINNATI     ,500 ANCHOR DRIVE,,,CINCINNATI,OH,45255,51375244470000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN99149,CN99149SERV_GP,HARCO,CINCINNATI     ,365 CARR ROAD,,,BROOKVILLE,OH,45309,93783301320000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991670,TN991670SERV_GP,HARD KNOX PIZZA,KNOXVILLE      ,4437 KINGSTON PIKE,,,KNOXVILLE,TN,37914,86560222140000,Net 30               ,6/13/2014 0:00,1/30/2023 0:00
TN010119,TN010119SERV_GP,HARD ROCK CAFE,KNOXVILLE      ,515 PARKWAY,,,GATLINBURG,TN,37738,00000000000000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LX990309,LX990309SERV_GP,HARDEN CONSTRUCTION & REMODELING LLC,LEXINGTON      ,1723 PINHOOL ROAD,,,WEST HARRISON,IN,47060,81265684410000,Net 30               ,7/13/2015 0:00,7/13/2015 0:00
LX950182,LX950182SERV_GP,HARDIE BP,LEXINGTON      ,P O BOX 507,,,IRVINE,KY,40336,60672336640000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV200209,LV200209SERV_GP,HARDIN COUNTY MEMORIAL HOSPITAL,LOUISVILLE     ,913 NORTH DIXIE,,,ELIZABETHTOWN,KY,42701,27070615710000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990050,CN990050SERV_GP,"HARDOERFER, GARY",CINCINNATI     ,P.O. BOX 486,,,MILFORD,OH,45150,51375282220000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
IN020027,IN020027SERV_GP,HARLAN BAKERIES,INDIANAPOLIS   ,7597 EAST US HIGHWAY 36,,,AVON,IN,,31720925120000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
HARLAN COUNTY,HARLAN COUNTYMECH_GP,HARLAN COUNTY FISCAL COURT,COMMERCIAL     ,PO BOX 956,,NO LOCAL PAYROLL TAX,HARLAN,KY,40831,60657326000000,Net 10               ,3/4/2020 0:00,3/4/2020 0:00
IN200071,IN200071SERV_GP,HARLAN DEVELOPMENT,INDIANAPOLIS   ,298 SOUTH CARROLL RD,,,INDIANAPOLIS,INDIANA,,31769651670000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
1,1SERV_QUAD,Harmon Construction,,,,,,,,,,,
IN990442,IN990442SERV_GP,HARMON CONSTRUCTION,INDIANAPOLIS   ,5602 ELMWOOD AVE,SUITE 114,,INDIANAPOLIS,IN,46203,31739743380000,Net 30               ,5/18/2023 0:00,5/18/2023 0:00
LV990482,LV990482SERV_GP,HARMONY AT TUCKER STATION,LOUISVILLE     ,12523 TAYLORSVILLE RD,,,LOUISVILLE,KY,40299,50288540760000,Net 30               ,11/20/2023 0:00,11/20/2023 0:00
LX990161,LX990161SERV_GP,HARMONY CHRISTIAN CHURCH,LEXINGTON      ,170 SOUTHGATE DRIVE,,,GEORGETOWN,KY,40324,50286398300000,Net 30               ,1/21/2010 0:00,1/21/2010 0:00
CN992020,CN992020SERV_GP,HARMONY COURT REHAB AND NURSING,CINCINNATI     ,6969 GLENMEADOW LANE,,,CINCINNATI,OH,45237,51335170070000,Net 30               ,6/19/2019 0:00,1/26/2021 0:00
DY980106,DY980106SERV_GP,"HAROLD J. BECKER CO, INC",DAYTON         ,P.O. BOX 340970,,,DAYTON,OH,,93742649510000,                     ,10/6/2004 0:00,1/26/2021 0:00
LX990008,LX990008SERV_GP,HARP ENTERPRISES INC,LEXINGTON      ,2400 MERCHANT ST.,,,LEXINGTON,KY,40510,85925326010000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN992101,TN992101SERV_GP,HARPER,KNOXVILLE      ,3043 LOIS LN,,,ALCOA,TN,37701,86577616140000,Net 30               ,7/8/2022 0:00,1/30/2023 0:00
TN992154,TN992154SERV_GP,HARPER ACURA,KNOXVILLE      ,9739 KINGSTON PIKE,,,KNOXVILLE,TN,37922,86554850670000,Net 30               ,1/18/2024 0:00,1/18/2024 0:00
CN990244,CN990244SERV_GP,HARPER COMPANY,CINCINNATI     ,1648 PETERSBURG ROAD,,,HEBRON,KY,41048,60658688900000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
101,101SERV_QUAD,Harper Green House,,,,,,,,,,,
TN992158,TN992158SERV_GP,HARPER GREEN HOUSE,KNOXVILLE      ,140 HAYFIELD RD,,,KNOXVILLE,TN,37922,86569128340000,Net 30               ,2/15/2024 0:00,2/15/2024 0:00
TN992147,TN992147SERV_GP,HARPER INFINITI,KNOXVILLE      ,9737 KINGSTON PIKE,,,KNOXVILLE,TN,37922,86569019700000,Net 30               ,12/8/2023 0:00,12/8/2023 0:00
TN992160,TN992160SERV_GP,HARPER JAGUAR,KNOXVILLE      ,10045 PARKSIDE DRIVE,,,KNOXVILLE,TN,37922,86524332200000,Net 30               ,3/4/2024 0:00,3/4/2024 0:00
107,107SERV_QUAD,Harper Jeep,,,,,,,,,,,
