Source.Name,Building,EquipmentType,Area Served,Unit ID,QTY,"Operational
 Status",Make,ModelNumber,SerialNumber,KnownManufactureYear,KnownCapacityTons,"Cooling Capacity 
(Unit)","Cooling Efficiency
(Value)","Cooling Efficiency 
(Rating)","Heating Capacity 
(Input)","Heating Capacity 
(Unit)","Heating Efficiency
(Value)","Heating Efficiency 
(Rating)",Heating Fuel,Extras / Accessories / Configuration,"Fan 
(HP)","Fan Flow
(CFM)","Fan Static 
Pressure
(in. wc)",Extras / Accessories / Configuration2,"Pump 
(HP)","Pump Flow
(GPM)","Head
(Ft Head)","System Pressure
(PSI)",Extras / Accessories / Configuration3,"DHW 
Heating Capacity
(Value)","DHW 
Heating Capacity
(Unit)","DHW Efficiency
(Value)","DHW Efficiency 
(Rating)","DHW Storage Capacity
(Gallons)",Extras / Accessories / Configuration4,Refrigerant,"Voltage 
(Volt-Phase)",Amp,"Unit 
Weight
(lbs)",Column1
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA060C300A0,K01289961,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA060C300A0,K01289935,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA060C300A0,K01289943,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Ductless Split System,School,,1,Operational,Daikin,RX36NMVJUA,E003502,2021,3,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-410A,208V/230V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272919,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272922,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272913,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272924,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272921,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272898,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Ductless Split System,School,,1,Operational,Trane,MUZ-GE12NA2,5005752T,,1,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-410A,208V/230V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Heat Pump Condensing Unit,MEDIA CENTER,,1,Operational,Trane,TWA060C300A1,K211MKUFF,1995,5,Ton,,,57500,,,,Electric,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Heat Pump Condensing Unit,MEDIA CENTER,,1,Operational,Trane,TWA060C300A1,K203UCKFF,1995,5,Ton,,,57500,,,,Electric,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272914,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272905,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA060C300A0,D02221704,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA060C300A0,D02221701,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Ductless Split System,School,,1,Operational,MARS,A-VMH12SU,0850560362160130009,2008,1,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-410A,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA060C300A0,D02221712,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA060C300A0,D02221780,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA060C300A0,D02221791,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048C300A0,K19238103,1995,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA060C300A0,K01289925,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTP048D300A0,P233P8M2F,1999,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTP048D300A0,P193RAD2F,1999,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048C300A0,K19238102,1995,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272918,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08272924,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Cooling Condensing Unit,School,,1,Operational,Trane,TTA048A300A0,D08282870,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Boiler,School,,1,Operational,WELL MClAIN/POWER FLAME BURNER,WCR3-G-25B,69570899,,,,,,4763000,BTU/hr,,,,,3,,,,,,,,,,,,,,,,480V - Three Phase,5,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Boiler,School,MOTOR,1,Operational,baldor,VM3158,P1094,,,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,,480V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Domestic Water Heater,School,,1,Operational,BRADFORD WHITE,DM80T1993N,PE30430832,,,,,,,,,,Natural Gas,,,,,,,,,,,199999,BTU/hr,,,80,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Domestic Water Heater,School,,1,Operational,BRADFORD WHITE,DM80T1993N,SA40828801,,,,,,,,,,,,,,,,,,,,,199999,BTU/hr,,,80,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Pump,School,,1,Operational,Marathon Electric,1VM213TTDR70260P L,H125,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,480V - Three Phase,24,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Pump,School,,1,Operational,Marathon Electric,2VA213TTDR7026GP L,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,480V - Three Phase,24,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,316C,,1,Operational,Trane,TUVA15HF1CS3AG114G11,S89C19905,1989,4,Ton,,,,,,,,,44930,,,,,,,,,,,,,,,R-22,120 V - Single Phase,3.2,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,315,,1,Operational,Trane,TUVA20HF1DS3AG14G11,,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,313,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19969,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,307,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19967,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,310,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19919,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,305,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19968,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,308,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19911,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,300,,1,Operational,Trane,unit has a HWC in unit vent,,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,301,,1,Operational,Trane,unit has a HWC in unit vent,,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,303,,1,Operational,Trane,unit has a HWC in unit vent,,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,302,,1,Operational,Trane,unit has a HWC in unit vent,,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,304,,1,Operational,Trane,unit has a HWC in unit vent,,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,PTAC,202,,1,Operational,GE,AZ65H15DBMW6,LS040836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,PTAC,203,,1,Operational,GE,AZ65H15DBMW6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,PTAC,201,,1,Operational,MCQUAY,NE1 5C5E,7 UD75695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,206A,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19916,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,208,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19915,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,226,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19950,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,221,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19929,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,224,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C199??,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,221,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19926,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,222,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19951,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,217,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19921,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,220,,1,Operational,Trane,TUVA20HF1DS3AG14G11,,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,215,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19913,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,213,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19914,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,214,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19920,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,MEDICA CENTER,HP-1,1,,Trane,TWH060P15,,,5,Ton,,,57500,,,,Electric,,,1950,,,,,,,,,,,,,,,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,MEDICA CENTER,HP-1,1,,Trane,TWH060P15,,,5,Ton,,,57500,,,,Electric,,,1950,,,,,,,,,,,,,,,208V/230V - Three Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,115,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19946,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,113,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19947,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,112,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19922,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,111,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19960,1989,5,Ton,,,,,,,,,0.333333333,,,,,,,,,,,,,,,R-22,120 V - Single Phase,6.4,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,110,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19917,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,109,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19965,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,108,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19927,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,107,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19962,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,106,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19928,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,105,,1,Operational,Trane,TUVA20HF1DS3AG14G11,S89C19963,1989,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,104,,1,Operational,Trane,TUVA15HF1CS3AG14G11,S89C19924,1989,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,103,,1,Operational,Trane,unit has a HWC in unit vent,,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,102,,1,Operational,Trane,unit has a HWC in unit vent,,1995,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,101,,1,Operational,Trane,unit has a HWC in unit vent,,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Air Handling Unit,100,,1,Operational,Trane,unit has a HWC in unit vent,,1995,4,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Exhaust Fan,KINDERGARDEN WING,EF-1,4,,GREENHECK,SP-6,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Exhaust Fan,GUIDENCE AREA,EF-1,3,,GREENHECK,SP-6,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Exhaust Fan,CDC AREA,EF-1,1,,GREENHECK,SP-6,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,120 V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Unit Heater,SCHOOL,UH-1,1,,TRANE,186-S,,,,,,,,,,,,,,2808,,,,12.8,,,,,,,,,,,208V/230V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Unit Heater,School,UH-2,6,,TRANE,146-P,,,,,,,,,,,,,,2220,,,,9.9,,,,,,,,,,,208V/230V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Unit Heater,School,UH-3,5,,TRANE,250=2C,,,,,,,,,,,,,,1150,,,,7.4,,,,,,,,,,,208V/230V - Single Phase,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,A,2,,TRANE,58,,,,,,,56870,,,,,HOT WATER COILS,,,,,,5.7,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,B,5,,TRANE,58,,,,,,,53240,,,,,HOT WATER COILS,,,,,,5.3,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,C,7,,TRANE,58,,,,,,,50820,,,,,HOT WATER COILS,,,,,,5.1,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,D,4,,TRANE,58,,,,,,,45980,,,,,HOT WATER COILS,,,,,,4.6,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,E,10,,TRANE,58,,,,,,,58080,,,,,HOT WATER COILS,,,,,,5.8,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,F,1,,TRANE,58,,,,,,,58080,,,,,HOT WATER COILS,,,,,,5.8,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,G,1,,TRANE,58,,,,,,,25410,,,,,HOT WATER COILS,,,,,,2.4,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,H,1,,TRANE,58,,,,,,,36960,,,,,HOT WATER COILS,,,,,,3.7,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,I,1,,TRANE,58,,,,,,,23100,,,,,HOT WATER COILS,,,,,,2.3,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,J,1,,TRANE,50,,,,,,,13040,,,,,HOT WATER COILS,,,,,,1.3,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Jefferson Elementary School,Radiant Heater,School,K,1,,TRANE,50,,,,,,,1150,,,,,HOT WATER COILS,,,,,,1,,,,,,,,,,,,,,
Survey_Detail&Info_v1.1-Jefferson County Schools - For Andrew - Trane.xlsm,Dandridge Elementary School,Cooling Condensing Unit,school,,1,Operational,Trane,TTA060C400A0,K202KYKFF,1995,5,Ton,,,,,,,,,,,,,,,,,,,,,,,,R-22,480V - Three Phase,20,,
