BrandNormalized,EquipmentType,AttributeName,RuleModelRegex,RuleStartPos,RuleEndPos,Code,SupportN,MostCommonTons,MostCommonTonsN,PurityPct,UniqueTruthTonsN,TruthTonsValuesJson
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,300,5,25,5,100.0,1,"{""25"": 5}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:DC|TC|TF|WC|WF|YC|YF)",4,6,330,1,27.5,1,100.0,1,"{""27.5"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,036,24,3,24,100.0,1,"{""3"": 24}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,048,16,4,15,93.8,2,"{""3"": 1, ""4"": 15}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,060,21,5,21,100.0,1,"{""5"": 21}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,063,3,5,3,100.0,1,"{""5"": 3}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,072,7,6,7,100.0,1,"{""6"": 7}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,090,8,7.5,8,100.0,1,"{""7.5"": 8}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,092,1,6.25,1,100.0,1,"{""6.25"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,102,1,8.5,1,100.0,1,"{""8.5"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,120,8,10,8,100.0,1,"{""10"": 8}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,240,14,20,14,100.0,1,"{""20"": 14}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,300,1,25,1,100.0,1,"{""25"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,"^(?=.{6,}$)(?:E|G|T|W|Y)",4,6,836,1,3,1,100.0,1,"{""3"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,018,3,1.5,3,100.0,1,"{""1.5"": 3}"
TRANE,Packaged Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,024,1,2,1,100.0,1,"{""2"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,030,6,2.5,6,100.0,1,"{""2.5"": 6}"
TRANE,Packaged Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,6,8,036,1,3,1,100.0,1,"{""3"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:S)",6,7,20,1,20,1,100.0,1,"{""20"": 1}"
TRANE,Packaged Unit,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:S)",6,7,30,3,30,3,100.0,1,"{""30"": 3}"
TRANE,Packaged Unit,HVACExport_CoolingTonCode,"^(?=.{7,}$)(?:S)",6,7,66,1,55,1,100.0,1,"{""55"": 1}"
TRANE,Packaged Unit,HVACExport_TonsCFMCode,^[A-Z0-9-]{15}$,11,11,0,11,2.5,6,54.5,4,"{""1.5"": 3, ""2"": 1, ""2.5"": 6, ""3"": 1}"
TRANE,WSHP,HVACExport_CoolingCode,"^(?=.{7,}$)(?:DXH|DXV|EXH|EXV|EXW|GEH|GEV)",5,7,036,1,3,1,100.0,1,"{""3"": 1}"
TRANE,WSHP,HVACExport_CoolingCode,"^(?=.{7,}$)(?:DXH|DXV|EXH|EXV|EXW|GEH|GEV)",5,7,120,2,10,2,100.0,1,"{""10"": 2}"
TRANE,WSHP,HVACExport_CoolingCode,"^(?=.{7,}$)(?:DXH|DXV|EXH|EXV|EXW|GEH|GEV)",5,7,150,1,12.5,1,100.0,1,"{""12.5"": 1}"
TRANE,WSHP,HVACExport_CoolingCode,"^(?=.{7,}$)(?:DXH|DXV|EXH|EXV|EXW|GEH|GEV)",5,7,180,4,15,4,100.0,1,"{""15"": 4}"
TRANE,WSHP,HVACExport_TonsCFMCode,^[A-Z0-9-]{15}$,11,11,0,1,3,1,100.0,1,"{""3"": 1}"
YORK/JCI,Air Handling Unit,HVACExport_CFMTonsCode,^[A-Z0-9-]{15}$,9,10,16,4,3.5,4,100.0,1,"{""3.5"": 4}"
YORK/JCI,Air Handling Unit,HVACExport_CFMTonsCode,^[A-Z0-9-]{15}$,9,10,20,1,5,1,100.0,1,"{""5"": 1}"
YORK/JCI,Air Handling Unit,HVACExport_CoolingCode,"^(?=.{5,}$)(?:B|D|N|U|Z)",3,5,180,1,15,1,100.0,1,"{""15"": 1}"
YORK/JCI,Air Handling Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,5,6,08,4,3.5,4,100.0,1,"{""3.5"": 4}"
YORK/JCI,Air Handling Unit,HVACExport_CoolingCode,^[A-Z0-9-]{15}$,5,6,12,1,5,1,100.0,1,"{""5"": 1}"
YORK/JCI,Chiller,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,001,1,19,1,100.0,1,"{""19"": 1}"
YORK/JCI,Chiller,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,002,1,28,1,100.0,1,"{""28"": 1}"
YORK/JCI,Chiller,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,010,1,101,1,100.0,1,"{""101"": 1}"
YORK/JCI,Chiller,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,016,1,165,1,100.0,1,"{""165"": 1}"
YORK/JCI,Chiller,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,019,1,198,1,100.0,1,"{""198"": 1}"
YORK/JCI,Chiller,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,028,1,28,1,100.0,1,"{""28"": 1}"
YORK/JCI,Cooling Condensing Unit,HVACExport_CFMTonsCode,^[A-Z0-9-]{12}$,6,7,48,1,4,1,100.0,1,"{""4"": 1}"
YORK/JCI,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,005,1,55,1,100.0,1,"{""55"": 1}"
YORK/JCI,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,048,2,4,2,100.0,1,"{""4"": 2}"
YORK/JCI,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,060,1,5,1,100.0,1,"{""5"": 1}"
YORK/JCI,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,090,1,7.5,1,100.0,1,"{""7.5"": 1}"
YORK/JCI,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,120,1,10,1,100.0,1,"{""10"": 1}"
YORK/JCI,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,240,1,20,1,100.0,1,"{""20"": 1}"
YORK/JCI,Cooling Condensing Unit,HVACExport_CoolingCode,"^(?=.{7,}$)(?:C|E|H|Y)",5,7,282,1,3.5,1,100.0,1,"{""3.5"": 1}"
YORK/JCI,Packaged Unit,HVACExport_CoolingCode,"^(?=.{5,}$)(?:B|D|N|U|Z)",3,5,036,2,3,2,100.0,1,"{""3"": 2}"
YORK/JCI,Packaged Unit,HVACExport_CoolingCode,"^(?=.{5,}$)(?:B|D|N|U|Z)",3,5,048,1,4,1,100.0,1,"{""4"": 1}"
YORK/JCI,Packaged Unit,HVACExport_CoolingCode,"^(?=.{5,}$)(?:B|D|N|U|Z)",3,5,060,1,5,1,100.0,1,"{""5"": 1}"
YORK/JCI,Packaged Unit,HVACExport_CoolingCode,"^(?=.{5,}$)(?:B|D|N|U|Z)",3,5,090,1,7.5,1,100.0,1,"{""7.5"": 1}"
