Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Support Category,Company Website,Notes
INTELLIGRATED,Manufacturing,Material Handling & Automation Systems,333,AI Analyst Research,Final,,https://www.intelligrated.com,Imported from Batch_20260118_Batch15.md
INTERNATIONAL PAPER,Manufacturing,Paper & Packaging Manufacturing,322,AI Analyst Research,Final,,https://www.internationalpaper.com,Imported from Batch_20260118_Batch15.md
INTERNATIONAL TRUCK,Manufacturing,Heavy-Duty Truck Manufacturing & Sales,336,AI Analyst Research,Final,,https://www.internationaltrucks.com,Imported from Batch_20260118_Batch15.md
INTERPLASTIC,Manufacturing,Composite Resins & Plastics Manufacturing,325,AI Analyst Research,Final,,https://interplastic.com,Imported from Batch_20260118_Batch15.md
INTERRA SKY WATERFRONT,Commercial Real Estate,Property/community,5311,Heuristic,Final,,,Imported from Batch4.md
INTERTECH MECHANICAL SERVICES,Construction,Mechanical / HVAC Contracting,2382,AI Analyst Research,Final,,https://www.intertechmechanical.com,Imported from Batch_20260118_Batch15.md
INTRALOT,Commercial Services,Lottery Systems & Gaming Technology,5415,AI Analyst Research,Final,,https://www.intralot.com,Imported from Batch_20260118_Batch15.md
INX INTERNATIONAL,Manufacturing,Printing Inks & Coatings Manufacturing,325,AI Analyst Research,Final,,https://www.inxinternational.com,Imported from Batch_20260118_Batch15.md
IRG BATAVIA 1,Commercial Real Estate,Industrial property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
ISLAMIC ASSOCIATION OF CINCINNATI,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,,,Imported from Batch4.md
ITW,Manufacturing,Diversified Industrial Manufacturing,332,AI Analyst Research,Final,,https://www.itw.com,Imported from Batch_20260118_Batch15.md
ITW FOOD EQUIPMENT GROUP,Manufacturing,Commercial Foodservice Equipment Manufacturing,333,AI Analyst Research,Final,,https://www.itwfoodequipment.com,Imported from Batch_20260118_Batch15.md
IVAX PHARMACEUTICALS,Manufacturing,Pharmaceutical Manufacturing,3254,Trade keyword + Entity,Final,,https://www.ivax.com,Imported from Batch_20260118_Batch16.md
IVEY MECHANICAL,Construction,Mechanical / HVAC Contracting,2382,Trade keyword,Final,,https://www.iveymechanical.com,Imported from Batch_20260118_Batch16.md
J AND F MECHANICAL,Construction,Mechanical / HVAC Contracting,2382,Trade keyword,Final,,,Imported from Batch_20260118_Batch16.md
J AND J GENERAL MAINTENANCE,Commercial Services,Building Maintenance & Repair Services,5617,Trade keyword,Final,,,Imported from Batch_20260118_Batch16.md
J AND N DISTRIBUTION AND DESIGN,Commercial Services,Distribution & Commercial Design Services,423,Trade keywords,Final,,,Imported from Batch_20260118_Batch16.md
JABIL CIRCUIT,Manufacturing,Electronics Manufacturing Services,3344,Known manufacturer,Final,,https://www.jabil.com,Imported from Batch_20260118_Batch16.md
JACKSON CONTROL,Commercial Services,HVAC Controls & Building Automation Services,5415,Trade keyword,Final,,https://www.jacksoncontrol.com,Imported from Batch_20260118_Batch16.md
JAGUAR LAND ROVER CINCINNATI,Commercial Services,Automotive Dealership,4411,Explicit brand,Final,,https://www.jaguarcincinnatioh.com,Imported from Batch_20260118_Batch16.md
JANELL CONCRETE,Construction,Concrete Construction & Foundations,2381,Trade keyword,Final,,https://www.janell.com,Imported from Batch_20260118_Batch16.md
JAYCO CLEANING TECHNOLOGIES,Manufacturing,Industrial Cleaning & Sanitation Equipment,3333,Trade keyword,Final,,https://www.jaycocleaning.com,Imported from Batch_20260118_Batch16.md
JEFFERSONVILLE ANIMAL SHELTER,Municipal / Local Government,Municipal Animal Control & Shelter,8129,Explicit public entity,Final,,https://www.jeffersonville.in.us/animal-shelter,Imported from Batch_20260118_Batch16.md
JENNIFER HAWKINS STATE FARM,Financial Services,Insurance Agency,5242,Explicit brand,Final,,https://www.statefarm.com/agent/us/ky/nicholasville/jennifer-hawkins,Imported from Batch_20260118_Batch16.md
JERRY R SMITH ARCHITECT,Commercial Services,Architectural Design Services,5413,Licensed profession keyword,Final,,,Imported from Batch_20260118_Batch16.md
JM SMUCKER,Manufacturing,Branded Food Manufacturing,311,Known manufacturer,Final,,https://www.jmsmucker.com,Imported from Batch_20260118_Batch16.md
JML CAPITAL,Commercial Real Estate,Industrial Real Estate Development & Property Management,5313,AI-Assisted Search + Local Context,Final,,,Imported from Batch_20260118_Batch16.md
KENTUCKY HIGH SCHOOL ATHLETIC ASSOCIATION,Non-Profit / Religious,Sports association,8134,Rule-Based,Final,,,Imported from Batch4.md
KENTUCKY SCIENCE CENTER,Non-Profit / Religious,Museum/education nonprofit,7121,Entity Inference,Final,,,Imported from Batch4.md
KENTUCKY VETERANS CEMETERY NORTH,Municipal / Local Government,Government cemetery,9211,Heuristic,Final,,,Imported from Batch4.md
KIM M ORTMAN,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
KIMBALL ELECTRONICS,Manufacturing,Electronics manufacturing,3344,Entity Inference,Final,,,Imported from Batch3.md
KINGS LOCAL SCHOOLS,Public Schools (K–12),Public school district,6111,Rule-Based,Final,,,Imported from Batch3.md
KINNECTION CHIROPRACTIC,Commercial Services,Chiropractic clinic,6213,Rule-Based,Final,,,Imported from Batch3.md
KKT CHILLERS,Commercial Services,HVAC equipment/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
KLH ENGINEERS,Commercial Services,Engineering services,5413,Rule-Based,Final,,,Imported from Batch3.md
KNAUF INSULATION,Manufacturing,Insulation manufacturing,3279,Entity Inference,Final,,,Imported from Batch3.md
KNOXVILLE DENTAL CARE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'KNOXVILLE DENTAL CARE'
KNOXVILLE EYE CARE ASSOCIATES,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'KNOXVILLE EYE CARE ASSOCIATES'
KNOXVILLE PROPERTIES PARTNERSHIPAPP,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'KNOXVILLE PROPERTIES PARTNERSHIPAPP'
KNOXVILLE TVA EMPLOYEES CREDIT UNION,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'KNOXVILLE TVA EMPLOYEES CREDIT UNION'
KOBE ALUMINUM AUTOMOTIVE PRODUCTS,Manufacturing,Automotive aluminum components,3363,Entity Inference,Final,,,Imported from Batch3.md
KOBELCO ALUMINUM,Manufacturing,Aluminum manufacturing,3313,Entity Inference,Final,,,Imported from Batch3.md
KOCH FOODS,Manufacturing,Poultry/food manufacturing,3116,Entity Inference,Final,,,Imported from Batch3.md
KODIAK CONSTRUCTORS,Construction,Contractor,2362,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
KOHRS LONNEMANN HEIL ENGINEERS,Commercial Services,Engineering services,5413,Rule-Based,Final,,,Imported from Batch3.md
KPA NIGHTINGALE LANE,Commercial Real Estate,Property entity (address/LP-style),5311,Rule-Based,Final,,,Imported from Batch3.md
KT DESIGN GROUP,Commercial Services,Design/architecture (unclear),5414,Heuristic,Final,,,Imported from Batch3.md
KY CHAMBER OF COMMERCE,Non-Profit / Religious,Business association,8139,Rule-Based,Final,,,Imported from Batch4.md
L3 FUZING AND ORDNANCE SYSTEMS,Manufacturing,Defense manufacturing,3329,Entity Inference,Final,,,Imported from Batch3.md
L3 HARRIS TECHNOLOGIES,Manufacturing,Defense/aerospace,3364,Entity Inference,Final,,,Imported from Batch3.md
LA COMEDIA ENTERPRISES,Commercial Services,Performing arts/venue,7111,Heuristic,Final,,,Imported from Batch3.md
LABOR WORKS,Construction,Trades/labor services,5613,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
LAME INVESTMENTS,Commercial Real Estate,Investment/property entity,5311,Heuristic,Final,,,Imported from Batch3.md
LANCE CUNNINGHAM FORD,Commercial Services,Auto dealership,4411,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LAND OAK 2,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LAND ROVER OF KNOXVILLE,Commercial Services,Auto dealership,4411,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LANDEN SQUARE 3,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LANDMARK CENTER,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LANDMARK SPRINKLER,Construction,Fire sprinkler contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
LAST STOP BREWING,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LATHAM MECHANICAL,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
LAW OFFICE OF C M WATSON,Commercial Services,Legal services,5411,Rule-Based,Final,,,Imported from Batch3.md
LAZARUS PARTNERSHIP NMP,Commercial Real Estate,Partnership/property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LBMC KNOXVILLE CPA ADVISORS AND CONSULTANTS,Commercial Services,Accounting/consulting,5412,Rule-Based,Final,,,Imported from Batch3.md
LCNB,Commercial Services,Banking/financial services,5221,Entity Inference,Final,,,Imported from Batch3.md
LEE,Commercial Services,Legal services (verify names),5411,Heuristic,Final,,,Imported from Batch3.md
LEE LELLYETT AND ROGERS LEWIS THOMASON,Commercial Services,Legal services (verify names),5411,Heuristic,Final,,,Imported from Batch3.md
LELLYETT AND ROGERS,Commercial Services,Legal services (verify names),5411,Heuristic,Final,,,Imported from Batch3.md
LEMON D BIKES LEMOND BIKES,Commercial Services,Retail/brand (verify),,AI-Assisted Search,Final,Hospitality,,Imported from Batch3.md
LEMOND BIKES,Commercial Services,Retail/brand (verify),,AI Analyst Research,Queued,Hospitality,,Imported from Batch3.md
LEMS SHOES,Commercial Services,Footwear retail/brand,4482,Heuristic,Final,Hospitality,,Imported from Batch3.md
LEN RIEGLER BLACKTOP,Construction,Paving/asphalt,2373,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
LENNOX INDUSTRIES,Manufacturing,HVAC equipment manufacturing,3334,Entity Inference,Final,,,Imported from Batch3.md
LEOPARDO COMPANIES,Commercial Services,Property/contracting (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
LES NAILS AND SPA,Commercial Services,Nail salon,8121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LESLIES SALON,Commercial Services,Salon,8121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LETS PLAY SPORTS,Commercial Services,Recreation/retail (unclear),7139,Heuristic,Final,Hospitality,,Imported from Batch3.md
LEVEL UP GAMES AND HOBBIES,Commercial Services,(also retail; kept retail above),4511,Rule-Based,Final,,,Imported from Batch3.md
LEWIS THOMASON,Commercial Services,Legal services (verify names),5411,Heuristic,Final,,,Imported from Batch3.md
LIBERTY DIALYSIS OF NORWOOD,Healthcare / Senior Living,Dialysis clinic,6214,Rule-Based,Final,,,Imported from Batch3.md
LIBERTY MARKING SYSTEMS,Commercial Services,Industrial marking equipment/services,3339,Heuristic,Final,,,Imported from Batch3.md
LICHTENBERG CONSTUCTION,Construction,Contractor,2362,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md; resolved 'LICHTENBERG CONSTRUCTION' -> 'LICHTENBERG CONSTUCTION'
LINDYDAYTON TOWERS,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LINK BELT CRANES,Manufacturing,Crane manufacturing,3331,Entity Inference,Final,,,Imported from Batch3.md
LINK LOGISTICS,Commercial Real Estate,Logistics real estate (industrial),5311,Entity Inference,Final,,,Imported from Batch3.md
LINKS UNLIMITED,Commercial Services,Promotional products/services,5418,Heuristic,Final,,,Imported from Batch3.md
LIPPERT COMPONENTS,Manufacturing,RV/transport components,3363,Entity Inference,Final,,,Imported from Batch3.md
LIQUIDITY SERVICES,Commercial Services,Asset recovery/auctions,5619,Entity Inference,Final,,,Imported from Batch3.md
LITHKO CONTRACTING,Construction,Concrete contractor,2381,Entity Inference,Final,Mechanical Contractor,,Imported from Batch3.md
LOREAL USA,Manufacturing,Consumer products manufacturing,3256,Entity Inference,Final,,,Imported from Batch3.md
LOUISVILLE BEDDING,Manufacturing,Bedding manufacturing,3379,Heuristic,Final,,,Imported from Batch3.md
LOUISVILLE CENTRAL COMMUNITY CENTER,Non-Profit / Religious,Community nonprofit,8133,Rule-Based,Final,,,Imported from Batch3.md
LOUISVILLE ENDOSCOPY CENTER,Healthcare / Senior Living,Outpatient endoscopy,6214,Rule-Based,Final,,,Imported from Batch3.md
LOUISVILLE PUBLC WAREHOUSE DBA AMERICA PLACE,Commercial Real Estate,Warehouse property/operations (verify owner/operator),4931,Heuristic,Final,,,"Imported from Batch3.md; expanded tokens ['AMERICA', 'PLACE'] -> 'LOUISVILLE PUBLC WAREHOUSE DBA AMERICA PLACE'"
LOWES,Commercial Services,Home improvement retail,4441,Entity Inference,Final,Hospitality,,Imported from Batch3.md
LUCAS OIL LATE MODEL DIRT SERIES,Commercial Services,Sports/entertainment,7113,Heuristic,Final,Hospitality,,Imported from Batch3.md
LULULEMON,Commercial Services,Apparel retail,4481,Entity Inference,Final,Hospitality,,Imported from Batch3.md
LULULEMON USA,Commercial Services,Apparel retail,4481,Entity Inference,Final,Hospitality,,Imported from Batch3.md
LUXOTTICA RETAIL,Commercial Services,Optical retail,4461,Entity Inference,Final,Hospitality,,Imported from Batch3.md
LW OFFICE FURNITURE WAREHOUSE,Commercial Services,Office furniture distribution,4232,Rule-Based,Final,,,Imported from Batch3.md
M AND H CABINETS,Manufacturing,Millwork/cabinets manufacturing,3371,Heuristic,Final,,,Imported from Batch3.md
MAC PAPERS NASHVILLE,Commercial Services,Paper distribution,4241,Rule-Based,Final,,,Imported from Batch3.md
MACOMB GROUP,Commercial Services,Industrial supply distribution,4238,Heuristic,Final,,,Imported from Batch3.md
MACYS BACKSTAGE DISTRIBUTION CENTER,Commercial Services,Retail distribution,4931,Entity Inference,Final,Hospitality,,Imported from Batch3.md
MAGNOLIA CAPITAL INVESTMENTS,Commercial Real Estate,Investment/property entity,5311,Heuristic,Final,,,Imported from Batch3.md
MAGNOLIA CHEROKEE MILLS LP,Commercial Real Estate,Property LP,5311,Rule-Based,Final,,,Imported from Batch3.md
MAGNOLIA HILLSBORO LP,Commercial Real Estate,Property LP,5311,Rule-Based,Final,,,Imported from Batch3.md
MAGNUM PIERING,Commercial Services,Body art services,8121,Rule-Based,Final,Hospitality,,Imported from Batch3.md; resolved 'MAGNUM PIERCING' -> 'MAGNUM PIERING'
MALIBU BOATS,Manufacturing,Boat manufacturing,3366,Entity Inference,Final,,,Imported from Batch3.md
MARBLE PRODUCTS INTERNATIONAL,Manufacturing,Stone products,3279,Heuristic,Final,,,Imported from Batch3.md
MARK LAUGHNER,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
MARS CHOCOLATE,Manufacturing,Confectionery manufacturing,3113,Entity Inference,Final,,,Imported from Batch3.md
MARTINREA HEAVY STAMPING,Manufacturing,Automotive stamping,3363,Entity Inference,Final,,,Imported from Batch3.md
MARY K BRIGGS,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
MARYANN STRALEY,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
MASONITE,Manufacturing,Doors manufacturing,3219,Entity Inference,Final,,,Imported from Batch3.md
MATT WARREN RENTAL,Commercial Real Estate,Property rental entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MATT WILLIAMS RESIDENCE,Commercial Real Estate,Residential entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MATTAR ELECTIC,Construction,Electrical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
MAYDAY BREWERY,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
MAYERSON JCC,Non-Profit / Religious,Community center nonprofit,8134,Heuristic,Final,,,Imported from Batch3.md
MAZAK,Manufacturing,Machine tools manufacturing,3335,Entity Inference,Final,,,Imported from Batch3.md
MBX BIOSCIENCES,Manufacturing,Biotech (verify mfg vs R&D),3254,Heuristic,Final,,,Imported from Batch3.md
MCLANE,Commercial Services,Wholesale distribution,4244,Entity Inference,Final,,,Imported from Batch3.md
MCLANE DISTRIBUTION,Commercial Services,Wholesale distribution,4244,Entity Inference,Final,,,Imported from Batch3.md
MCLANE FOODSERVICE DISTRIBUTION,Commercial Services,Wholesale distribution,4244,Entity Inference,Final,,,Imported from Batch3.md
MCSCROOGES WINES AND SPIRITS,Commercial Services,Alcohol retail,4453,Rule-Based,Final,Hospitality,,Imported from Batch3.md
ME LYONS YMCA,Non-Profit / Religious,YMCA nonprofit,8134,Rule-Based,Final,,,Imported from Batch3.md
MECHANICAL SYSTEMS OF DAYTON,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
MECO,Commercial Services,Services/manufacturing (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MEDIC DBA MEDIC REGIONAL BLOOD CENTER,Commercial Services,Blood center,6219,Rule-Based,Final,,,"Imported from Batch3.md; expanded tokens ['MEDIC', 'REGIONAL', 'BLOOD', 'CENTER'] -> 'MEDIC DBA MEDIC REGIONAL BLOOD CENTER'"
MEDPACE,Healthcare / Senior Living,Clinical research organization,5417,Entity Inference,Final,,,Imported from Batch3.md
MEGACITY OF CINCINNATI,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
MEGAN CARTY,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
MELALEUCA,Commercial Services,Consumer products (direct sales),4543,Heuristic,Final,,,Imported from Batch3.md
MELINK,Commercial Services,Energy efficiency services,5413,Heuristic,Final,,,Imported from Batch3.md
MELINK SOLAR,Commercial Services,Energy efficiency services,5413,Heuristic,Final,,,Imported from Batch3.md
MELROSE PLACE GP,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md; unresolved master canonical 'MELROSE PLACE GP'
MELROSE PLACE GP DBA MELROSE PLACE,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MELROSE PLACE TENNESSEE GENERAL PARTNERSHIP DBA MELROSE PLACE,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md; resolved 'MELROSE PLACE' -> 'MELROSE PLACE TENNESSEE GENERAL PARTNERSHIP DBA MELROSE PLACE'
MERLIN KING,Individual / Misc,Individual (verify),,Heuristic,Final,,,Imported from Batch3.md
METAL IMPROVEMENT,Commercial Services,Metal fabrication/services,3323,Heuristic,Final,,,Imported from Batch3.md
METAL TECH BUILDING SPECIALISTS,Construction,Metal building contractor,2362,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
METALKRAFT COACHWERKES,Commercial Services,Vehicle upfitting,3363,Heuristic,Final,,,Imported from Batch3.md
METZCOR,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
MIAMI VALLEY GAMING AND RACING,Commercial Services,Gaming/casino,7132,Entity Inference,Final,Hospitality,,Imported from Batch3.md
MIDAMERICA MGMTWEST CRESCENTVILLE,Commercial Real Estate,Property mgmt/entity,5313,Heuristic,Final,,,Imported from Batch3.md
MIDPARK KNOXVILLE,Commercial Services,Business entity (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MIDSOUTH BUILDING III REIT,Commercial Real Estate,REIT/property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MIDWEST EYE INSTITUTE,Healthcare / Senior Living,Eye care / clinic,6213,Rule-Based,Final,,,Imported from Batch3.md
MIDWEST FINISHING SYSTEMS,Commercial Services,Industrial finishing services,3328,Heuristic,Final,,,Imported from Batch3.md
MIDWEST MOLD AND TEXTURE,Commercial Services,Mold/texturing services,3335,Heuristic,Final,,,Imported from Batch3.md
MIDWEST SEA SALT,Commercial Services,Food/wholesale (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MIKE ALBERT,Commercial Services,Fleet/leasing services,5321,Entity Inference,Final,,,Imported from Batch3.md
MILACRON,Manufacturing,Plastics machinery,3332,Entity Inference,Final,,,Imported from Batch3.md
MILACRON PLASTICS TECHNOLOGY GROUP,Manufacturing,Plastics machinery,3332,Entity Inference,Final,,,Imported from Batch3.md
MILESTONE CONTRACTORS,Construction,Civil contractor,2373,Entity Inference,Final,Mechanical Contractor,,Imported from Batch3.md
MILLAN ENTERPRISES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
MILLAN ENTERPRISES BILLING,Commercial Services,Ambiguous,,AI-Assisted Search,Final,,,Imported from Batch3.md; auto-expanded 'MILLAN ENTERPRISES INCL BILLING' -> 'MILLAN ENTERPRISES BILLING'
MILLAT INDUSTRIES,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MILLER VALENTINE GROUP,Commercial Services,Real estate development/services,5313,Entity Inference,Final,,,Imported from Batch3.md
MILLERS TEXTILE SERVICES,Commercial Services,Textile rental services,8123,Entity Inference,Final,,,Imported from Batch3.md
MITSUI KINZOKU CATALYSTS AMERICA,Manufacturing,Chemical catalysts,325,Entity Inference,Final,,,Imported from Batch3.md
MOELLER PRECISION TOOL,Manufacturing,Precision machining,3327,Entity Inference,Final,,,Imported from Batch3.md
MOMENTUM,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
MONAIRE,Commercial Services,HVAC services (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MONDELEZ GLOBAL,Manufacturing,Food manufacturing,311,Entity Inference,Final,,,Imported from Batch3.md
MONOPRICE,Commercial Services,E-commerce retail,4541,Entity Inference,Final,Hospitality,,Imported from Batch3.md
MONSTER GOLF,Commercial Services,Recreation/entertainment,7139,Rule-Based,Final,Hospitality,,Imported from Batch3.md
MOONSHINE MOUNTAIN COOKIE,Commercial Services,Food service/retail,7225,Heuristic,Final,Hospitality,,Imported from Batch3.md
MORE THAN A BAKERY,Commercial Services,Bakery/food service,7225,Rule-Based,Final,Hospitality,,Imported from Batch3.md
MORGAN FOODS,Manufacturing,Food manufacturing,311,Entity Inference,Final,,,Imported from Batch3.md
MORNING POINTE,Healthcare / Senior Living,Senior living,6233,Entity Inference,Final,,,Imported from Batch3.md
MOTION INDUSTRIES,Commercial Services,Industrial parts distribution,4238,Entity Inference,Final,,,Imported from Batch3.md
MOUNT VERNON DEVELOPMENTAL CENTER,Commercial Real Estate,Govt/health (ambiguous),,AI Analyst Research,Queued,,,Imported from Batch3.md
MOUNTAIN LINEN SERVICE,Commercial Services,Linen services,8123,Rule-Based,Final,,,Imported from Batch3.md
MOUNTAIN VALLEY PIPELINE,Commercial Services,Pipeline operator,4862,Entity Inference,Final,,,Imported from Batch3.md
MQ BUILDING,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MSD OF GREATER CINCINNATI,Public Schools (K–12),Public school district,6111,Rule-Based,Final,,,Imported from Batch3.md
MTM MOLDED PRODUCTS,Manufacturing,Plastics manufacturing,3261,Heuristic,Final,,,Imported from Batch3.md
MUBEA,Manufacturing,Automotive components,3363,Entity Inference,Final,,,Imported from Batch3.md
MUELLER,Commercial Services,Manufacturing/distribution (too broad),,AI Analyst Research,Queued,,,Imported from Batch3.md
MULTICOLOR,Manufacturing,Labels/packaging printing,3231,Entity Inference,Final,,,Imported from Batch3.md
MUNDET TENNESSEE,Manufacturing,Plastics/packaging (verify),3261,Heuristic,Final,,,Imported from Batch3.md
MURAKAMI USA,Manufacturing,Automotive components,3363,Heuristic,Final,,,Imported from Batch3.md
MURPHY RESIDENCE,Commercial Real Estate,Residential entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MURPHY TRACTOR AND EQUIPMENT,Commercial Services,Heavy equipment dealer,4238,Rule-Based,Final,,,Imported from Batch3.md
MYRIAD GENETICS,Healthcare / Senior Living,Clinical/genetic testing,6215,Entity Inference,Final,,,Imported from Batch3.md
N SALON,Commercial Services,Salon,8121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
NAILS DESIRE,Commercial Services,Nail salon,8121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
NASCO,Commercial Services,Distribution/education supplies (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
NASHVILLE OFFICE 1,Commercial Real Estate,Office property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
NASHVILLE SHEET METAL,Construction,Sheet metal/HVAC,2381,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
NATIONAL CITY EQUIPMENT FINANCE,Commercial Services,Equipment finance,5222,Rule-Based,Final,,,Imported from Batch3.md
NATIONAL INDOOR RV CENTER,Commercial Services,RV sales/service,4412,Rule-Based,Final,,,Imported from Batch3.md
NDH REIT OP LP,Commercial Real Estate,REIT property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
NEHEMIAH,Commercial Services,Nonprofit/education (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
NEOGEN,Commercial Services,Life sciences/testing,5417,Entity Inference,Final,,,Imported from Batch3.md
NEPTUNE EYE,Healthcare / Senior Living,Eye care (verify),6213,Heuristic,Final,,,Imported from Batch3.md
NESTLE USA,Manufacturing,Food manufacturing,311,Entity Inference,Final,,,Imported from Batch3.md
NETFOR,Commercial Services,Staffing/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
NEW HOPE OF INDIANA,Non-Profit / Religious,Social services nonprofit,8133,Heuristic,Final,,,Imported from Batch3.md
NEWLY WEDS FOODS,Manufacturing,Food manufacturing,311,Entity Inference,Final,,,Imported from Batch3.md
NEWPAGE,Manufacturing,Paper manufacturing,3221,Entity Inference,Final,,,Imported from Batch3.md
NEXT GENERATION CHILDCARE,Commercial Services,Childcare,6244,Rule-Based,Final,,,Imported from Batch3.md
NIAGARA BOTTLING,Manufacturing,Beverage manufacturing,3121,Entity Inference,Final,,,Imported from Batch3.md
NITTO,Manufacturing,Industrial materials (verify entity),325,Heuristic,Final,,,Imported from Batch3.md
NLIGN ANALYTICS ETEGENT,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
NNODUM PHARMACEUTICALS,Commercial Services,Pharma (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
NORITAKE USA,Manufacturing,Ceramics/industrial materials,327,Entity Inference,Final,,,Imported from Batch3.md
NORTH AMERICAN STAINLESS,Manufacturing,Steel manufacturing,3311,Entity Inference,Final,,,Imported from Batch3.md
NORTHERN KENTUCKY ASSOCIATION OF REALTORS,Commercial Services,Trade association,8139,Rule-Based,Final,,,Imported from Batch3.md
NORTHERN KENTUCKY EYECARE,Healthcare / Senior Living,Eye care,6213,Rule-Based,Final,,,Imported from Batch3.md
NORTHERN KY ORTHOPAEDICS,Healthcare / Senior Living,Orthopedics practice,6211,Rule-Based,Final,,,Imported from Batch3.md
NORTHROP GRUMMAN,Manufacturing,Defense/aerospace,3364,Entity Inference,Final,,,Imported from Batch3.md
NORTHROPGRUMMANXETRON,Manufacturing,Defense/aerospace (sub-entity),3364,Entity Inference,Final,,,Imported from Batch3.md
NP DAYON BUILDING VIII,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch3.md
NP DAYON BUILDING VIII NP DWBA NP FTC LLL,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch3.md
NP DWBA,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch3.md
NP FTC LLL,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch3.md
