Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Support Category,Company Website,Notes
ELEMENT MATERIALS TECHNOLOGY,Commercial Services,Materials Testing Labs,541380,AI Analyst Research,Final,,element.com,Imported from Batch_20260118_Batch6.md
ELITAIRE,Commercial Services,HVAC Equipment Rep,423730,AI Analyst Research,Final,,elitaire.com,Imported from Batch_20260118_Batch6.md
ELLISON TECHNOLOGIES,Commercial Services,Machine Tool Distributor,423830,AI Analyst Research,Final,,ellisontechnologies.com,Imported from Batch_20260118_Batch6.md
ELMINGTON CAPITAL GROUP,Commercial Real Estate,Real Estate Investment,531110,AI Analyst Research,Final,,elmington.com,Imported from Batch_20260118_Batch6.md
EMBASSY SUITES CHARLESTON,Commercial Services,Hotel,721110,AI Analyst Research,Final,,hilton.com,Imported from Batch_20260118_Batch6.md
EMBRAER AIRCRAFT MAINTENANCE,Commercial Services,Aircraft MRO,488190,AI Analyst Research,Final,,embraer.com,Imported from Batch_20260118_Batch6.md
EMCOR FACILITY SERVICES,Commercial Services,Facility Management,561210,AI Analyst Research,Final,,emcorfacilities.com,Imported from Batch_20260118_Batch6.md
EMERGENCY RADIO SERVICES,Commercial Services,Comm Systems,517312,AI Analyst Research,Final,,erswireless.com,Imported from Batch_20260118_Batch6.md
EMERSON HERMETIC MOTOR,Manufacturing,Electric Motor Mfg,335312,AI Analyst Research,Final,,emerson.com,Imported from Batch_20260118_Batch6.md
EMJ,Manufacturing,Metals Service Center,423510,AI Analyst Research,Final,,emjmetals.com,Imported from Batch_20260118_Batch6.md
EMPLOYERS RESOURCE ASSOCIATION,Non-Profit / Religious,HR Association,813910,AI Analyst Research,Final,,hrxperts.org,Imported from Batch_20260118_Batch6.md
ENABLE INJECTIONS,Manufacturing,Medical Device Mfg,339112,AI Analyst Research,Final,,enableinjections.com,Imported from Batch_20260118_Batch6.md
ENGINEERS CLUB OF DAYTON,Non-Profit / Religious,Membership org,8134,Rule-Based,Final,,,Imported from Batch4.md
ENGINEERS OF TOMORROW KY 2783,Non-Profit / Religious,Youth/education nonprofit,8134,Heuristic,Final,,,Imported from Batch4.md
EPISCOPAL SCHOOL OF KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'EPISCOPAL SCHOOL OF KNOXVILLE'
ESPACES KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'ESPACES KNOXVILLE'
EXCHANGE RIGHT NET LEASED PORTFOLIO 29 DST,Commercial Real Estate,Net lease DST portfolio,5311,Rule-Based,Final,,,Imported from Batch4.md
EXECUTIVE HOTEL MANAGEMENT DBA CROWNE PLAZA KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'EXECUTIVE HOTEL MANAGEMENT DBA CROWNE PLAZA KNOXVILLE'
EXETER 1415 COLLINS LP,Commercial Real Estate,Property LP,5311,Rule-Based,Final,,,Imported from Batch4.md
EXETER 55015599 WEST 74TH ST IN,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
EXETER 7555 WOODLAND,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
FITHIAN ETOWAH SPE,Commercial Real Estate,Property SPE,5311,Rule-Based,Final,,,Imported from Batch4.md
FLEX N GATE,Manufacturing,Automotive plastics,326199,Entity Inference,Final,,,Imported from Batch Process 1.md; resolved 'FLEXNGATE' -> 'FLEX N GATE'
FLOWERS BAKING OF KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'FLOWERS BAKING OF KNOXVILLE'
FORREST BURDETTE UMC,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,,,Imported from Batch4.md
FORUM AT THE CROSSING,Commercial Real Estate,Property/site entity,5311,Heuristic,Final,,,Imported from Batch4.md
FOUNDATION DENTAL PARTNERS MANAGEMENT DBA KNOXVILLE DENTAL,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'FOUNDATION DENTAL PARTNERS MANAGEMENT DBA KNOXVILLE DENTAL'
FURLONG BUILDING,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
FURLONG BUILDING ENTERPRISES,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
GASLIGHT COURT,Commercial Real Estate,Property entity,5311,Heuristic,Final,,,Imported from Batch4.md
GATE OF HEAVEN CEMETERY,Non-Profit / Religious,Cemetery,8122,Rule-Based,Final,,,Imported from Batch4.md
GENTRY AT HURSTBORNE,Commercial Real Estate,Property/community,5311,Heuristic,Final,,,Imported from Batch4.md
GGC PARTNERSHIP,Commercial Real Estate,Partnership/property entity,5311,Heuristic,Final,,,Imported from Batch4.md
GIDEONS INTERNATIONAL,Non-Profit / Religious,Religious nonprofit,8131,Entity Inference,Final,,,Imported from Batch4.md
GIRL SCOUTS OF INDIANA,Non-Profit / Religious,Youth nonprofit,8134,Entity Inference,Final,,,Imported from Batch4.md
GIRL SCOUTS OF KY WILDERNESS ROAD COUNCIL,Non-Profit / Religious,Youth nonprofit,8134,Rule-Based,Final,,,Imported from Batch4.md
GLASGOW CITY HALL,Municipal / Local Government,Municipal government,9211,Rule-Based,Final,,,Imported from Batch4.md
GOOD SHEPHERD HOME,Non-Profit / Religious,Social services (often nonprofit),8133,Heuristic,Final,,,Imported from Batch4.md
GOODWILL INDUSTRIES OF KY,Non-Profit / Religious,Workforce nonprofit,8133,Entity Inference,Final,,,Imported from Batch4.md
GOODWILL SOUTHERN INDIANA,Non-Profit / Religious,Workforce nonprofit,8133,Entity Inference,Final,,,Imported from Batch4.md
GRAYSON BMWMINI OF KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'GRAYSON BMWMINI OF KNOXVILLE'
GREEN TREE MALL,Commercial Real Estate,Mall property,5311,Rule-Based,Final,,,Imported from Batch4.md
GREENE CROSSINGS,Commercial Real Estate,Property/site entity,5311,Heuristic,Final,,,Imported from Batch4.md
HABITAT FOR HUMANITY KNOXVILLE,Non-Profit / Religious,Housing nonprofit,8133,Entity Inference,Final,,,Imported from Batch4.md
HATCHER HILL INVESTMENT GROUP IV,Commercial Real Estate,Investment/property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
HAYES ENDOCRINE AND DIABETES CENTER,Healthcare / Senior Living,Specialty clinic,6211,Rule-Based,Final,,,Imported from Batch4.md
HEALTHSOURCE OF OHIO,Healthcare / Senior Living,Community health center,6214,Entity Inference,Final,,,Imported from Batch4.md
HEARING AND SPEECH CENTER,Healthcare / Senior Living,Audiology/speech services,6213,Heuristic,Final,,,Imported from Batch4.md
HH PARKSIDE,Commercial Real Estate,Property entity (HH prefix),5311,Heuristic,Final,,,Imported from Batch4.md
HIMARK BUILDING GROUP,Commercial Real Estate,Developer/GC or property entity,5311,Heuristic,Final,,,Imported from Batch4.md
HINES,Commercial Real Estate,Real estate developer,5311,Entity Inference,Final,,,Imported from Batch4.md
HOLROB SCHAFFLER PARTNERSHIP,Commercial Real Estate,Partnership/property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
HOMEPLACE AT MIDWAY,Commercial Real Estate,Property/community,5311,Heuristic,Final,,,Imported from Batch4.md
I3 INVESTORS,Commercial Real Estate,Investment/property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
IDI GAZELEY,Commercial Real Estate,Industrial real estate/logistics,5311,Entity Inference,Final,,,Imported from Batch4.md
IMAGINE SCHOOLS,Public Schools (K–12),Charter school network,6111,Entity Inference,Final,,,Imported from Batch4.md
INDYLEX,Commercial Services,Testing services,6117,Entity Inference,Final,,,Imported from Batch3.md; unresolved master canonical 'INDYLEX'
INNOVATION RE,Commercial Real Estate,Real estate entity,5311,Rule-Based,Final,,,Imported from Batch4.md
INTERRA SKY WATERFRONT,Commercial Real Estate,Property/community,5311,Heuristic,Final,,,Imported from Batch4.md
IRG BATAVIA 1,Commercial Real Estate,Industrial property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
ISLAMIC ASSOCIATION OF CINCINNATI,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,,,Imported from Batch4.md
KENTUCKY HIGH SCHOOL ATHLETIC ASSOCIATION,Non-Profit / Religious,Sports association,8134,Rule-Based,Final,,,Imported from Batch4.md
KENTUCKY SCIENCE CENTER,Non-Profit / Religious,Museum/education nonprofit,7121,Entity Inference,Final,,,Imported from Batch4.md
KENTUCKY VETERANS CEMETERY NORTH,Municipal / Local Government,Government cemetery,9211,Heuristic,Final,,,Imported from Batch4.md
KIM M ORTMAN,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
KIMBALL ELECTRONICS,Manufacturing,Electronics manufacturing,3344,Entity Inference,Final,,,Imported from Batch3.md
KINGS LOCAL SCHOOLS,Public Schools (K–12),Public school district,6111,Rule-Based,Final,,,Imported from Batch3.md
KINNECTION CHIROPRACTIC,Commercial Services,Chiropractic clinic,6213,Rule-Based,Final,,,Imported from Batch3.md
KKT CHILLERS,Commercial Services,HVAC equipment/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
KLH ENGINEERS,Commercial Services,Engineering services,5413,Rule-Based,Final,,,Imported from Batch3.md
KNAUF INSULATION,Manufacturing,Insulation manufacturing,3279,Entity Inference,Final,,,Imported from Batch3.md
KNOXVILLE DENTAL CARE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'KNOXVILLE DENTAL CARE'
KNOXVILLE EYE CARE ASSOCIATES,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'KNOXVILLE EYE CARE ASSOCIATES'
KNOXVILLE PROPERTIES PARTNERSHIPAPP,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'KNOXVILLE PROPERTIES PARTNERSHIPAPP'
KNOXVILLE TVA EMPLOYEES CREDIT UNION,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'KNOXVILLE TVA EMPLOYEES CREDIT UNION'
KOBE ALUMINUM AUTOMOTIVE PRODUCTS,Manufacturing,Automotive aluminum components,3363,Entity Inference,Final,,,Imported from Batch3.md
KOBELCO ALUMINUM,Manufacturing,Aluminum manufacturing,3313,Entity Inference,Final,,,Imported from Batch3.md
KOCH FOODS,Manufacturing,Poultry/food manufacturing,3116,Entity Inference,Final,,,Imported from Batch3.md
KODIAK CONSTRUCTORS,Construction,Contractor,2362,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
KOHRS LONNEMANN HEIL ENGINEERS,Commercial Services,Engineering services,5413,Rule-Based,Final,,,Imported from Batch3.md
KPA NIGHTINGALE LANE,Commercial Real Estate,Property entity (address/LP-style),5311,Rule-Based,Final,,,Imported from Batch3.md
KT DESIGN GROUP,Commercial Services,Design/architecture (unclear),5414,Heuristic,Final,,,Imported from Batch3.md
KY CHAMBER OF COMMERCE,Non-Profit / Religious,Business association,8139,Rule-Based,Final,,,Imported from Batch4.md
L3 FUZING AND ORDNANCE SYSTEMS,Manufacturing,Defense manufacturing,3329,Entity Inference,Final,,,Imported from Batch3.md
L3 HARRIS TECHNOLOGIES,Manufacturing,Defense/aerospace,3364,Entity Inference,Final,,,Imported from Batch3.md
LA COMEDIA ENTERPRISES,Commercial Services,Performing arts/venue,7111,Heuristic,Final,,,Imported from Batch3.md
LABOR WORKS,Construction,Trades/labor services,5613,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
LAME INVESTMENTS,Commercial Real Estate,Investment/property entity,5311,Heuristic,Final,,,Imported from Batch3.md
LANCE CUNNINGHAM FORD,Commercial Services,Auto dealership,4411,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LAND OAK 2,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LAND ROVER OF KNOXVILLE,Commercial Services,Auto dealership,4411,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LANDEN SQUARE 3,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LANDMARK CENTER,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LANDMARK SPRINKLER,Construction,Fire sprinkler contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
LAST STOP BREWING,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LATHAM MECHANICAL,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
LAW OFFICE OF C M WATSON,Commercial Services,Legal services,5411,Rule-Based,Final,,,Imported from Batch3.md
LAZARUS PARTNERSHIP NMP,Commercial Real Estate,Partnership/property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LBMC KNOXVILLE CPA ADVISORS AND CONSULTANTS,Commercial Services,Accounting/consulting,5412,Rule-Based,Final,,,Imported from Batch3.md
LCNB,Commercial Services,Banking/financial services,5221,Entity Inference,Final,,,Imported from Batch3.md
LEE,Commercial Services,Legal services (verify names),5411,Heuristic,Final,,,Imported from Batch3.md
LEE LELLYETT AND ROGERS LEWIS THOMASON,Commercial Services,Legal services (verify names),5411,Heuristic,Final,,,Imported from Batch3.md
LELLYETT AND ROGERS,Commercial Services,Legal services (verify names),5411,Heuristic,Final,,,Imported from Batch3.md
LEMON D BIKES LEMOND BIKES,Commercial Services,Retail/brand (verify),,AI Analyst Research,Final,Hospitality,,Imported from Batch3.md
LEMOND BIKES,Commercial Services,Retail/brand (verify),,AI Analyst Research,Queued,Hospitality,,Imported from Batch3.md
LEMS SHOES,Commercial Services,Footwear retail/brand,4482,Heuristic,Final,Hospitality,,Imported from Batch3.md
LEN RIEGLER BLACKTOP,Construction,Paving/asphalt,2373,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
LENNOX INDUSTRIES,Manufacturing,HVAC equipment manufacturing,3334,Entity Inference,Final,,,Imported from Batch3.md
LEOPARDO COMPANIES,Commercial Services,Property/contracting (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
LES NAILS AND SPA,Commercial Services,Nail salon,8121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LESLIES SALON,Commercial Services,Salon,8121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
LETS PLAY SPORTS,Commercial Services,Recreation/retail (unclear),7139,Heuristic,Final,Hospitality,,Imported from Batch3.md
LEVEL UP GAMES AND HOBBIES,Commercial Services,(also retail; kept retail above),4511,Rule-Based,Final,,,Imported from Batch3.md
LEWIS THOMASON,Commercial Services,Legal services (verify names),5411,Heuristic,Final,,,Imported from Batch3.md
LIBERTY DIALYSIS OF NORWOOD,Healthcare / Senior Living,Dialysis clinic,6214,Rule-Based,Final,,,Imported from Batch3.md
LIBERTY MARKING SYSTEMS,Commercial Services,Industrial marking equipment/services,3339,Heuristic,Final,,,Imported from Batch3.md
LICHTENBERG CONSTUCTION,Construction,Contractor,2362,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md; resolved 'LICHTENBERG CONSTRUCTION' -> 'LICHTENBERG CONSTUCTION'
LINDYDAYTON TOWERS,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
LINK BELT CRANES,Manufacturing,Crane manufacturing,3331,Entity Inference,Final,,,Imported from Batch3.md
LINK LOGISTICS,Commercial Real Estate,Logistics real estate (industrial),5311,Entity Inference,Final,,,Imported from Batch3.md
LINKS UNLIMITED,Commercial Services,Promotional products/services,5418,Heuristic,Final,,,Imported from Batch3.md
LIPPERT COMPONENTS,Manufacturing,RV/transport components,3363,Entity Inference,Final,,,Imported from Batch3.md
LIQUIDITY SERVICES,Commercial Services,Asset recovery/auctions,5619,Entity Inference,Final,,,Imported from Batch3.md
LITHKO CONTRACTING,Construction,Concrete contractor,2381,Entity Inference,Final,Mechanical Contractor,,Imported from Batch3.md
LOREAL USA,Manufacturing,Consumer products manufacturing,3256,Entity Inference,Final,,,Imported from Batch3.md
LOUISVILLE BEDDING,Manufacturing,Bedding manufacturing,3379,Heuristic,Final,,,Imported from Batch3.md
LOUISVILLE CENTRAL COMMUNITY CENTER,Non-Profit / Religious,Community nonprofit,8133,Rule-Based,Final,,,Imported from Batch3.md
LOUISVILLE ENDOSCOPY CENTER,Healthcare / Senior Living,Outpatient endoscopy,6214,Rule-Based,Final,,,Imported from Batch3.md
LOUISVILLE PUBLC WAREHOUSE DBA AMERICA PLACE,Commercial Real Estate,Warehouse property/operations (verify owner/operator),4931,Heuristic,Final,,,"Imported from Batch3.md; expanded tokens ['AMERICA', 'PLACE'] -> 'LOUISVILLE PUBLC WAREHOUSE DBA AMERICA PLACE'"
LOWES,Commercial Services,Home improvement retail,4441,Entity Inference,Final,Hospitality,,Imported from Batch3.md
LUCAS OIL LATE MODEL DIRT SERIES,Commercial Services,Sports/entertainment,7113,Heuristic,Final,Hospitality,,Imported from Batch3.md
LULULEMON,Commercial Services,Apparel retail,4481,Entity Inference,Final,Hospitality,,Imported from Batch3.md
LULULEMON USA,Commercial Services,Apparel retail,4481,Entity Inference,Final,Hospitality,,Imported from Batch3.md
LUXOTTICA RETAIL,Commercial Services,Optical retail,4461,Entity Inference,Final,Hospitality,,Imported from Batch3.md
LW OFFICE FURNITURE WAREHOUSE,Commercial Services,Office furniture distribution,4232,Rule-Based,Final,,,Imported from Batch3.md
M AND H CABINETS,Manufacturing,Millwork/cabinets manufacturing,3371,Heuristic,Final,,,Imported from Batch3.md
MAC PAPERS NASHVILLE,Commercial Services,Paper distribution,4241,Rule-Based,Final,,,Imported from Batch3.md
MACOMB GROUP,Commercial Services,Industrial supply distribution,4238,Heuristic,Final,,,Imported from Batch3.md
MACYS BACKSTAGE DISTRIBUTION CENTER,Commercial Services,Retail distribution,4931,Entity Inference,Final,Hospitality,,Imported from Batch3.md
MAGNOLIA CAPITAL INVESTMENTS,Commercial Real Estate,Investment/property entity,5311,Heuristic,Final,,,Imported from Batch3.md
MAGNOLIA CHEROKEE MILLS LP,Commercial Real Estate,Property LP,5311,Rule-Based,Final,,,Imported from Batch3.md
MAGNOLIA HILLSBORO LP,Commercial Real Estate,Property LP,5311,Rule-Based,Final,,,Imported from Batch3.md
MAGNUM PIERING,Commercial Services,Body art services,8121,Rule-Based,Final,Hospitality,,Imported from Batch3.md; resolved 'MAGNUM PIERCING' -> 'MAGNUM PIERING'
MALIBU BOATS,Manufacturing,Boat manufacturing,3366,Entity Inference,Final,,,Imported from Batch3.md
MARBLE PRODUCTS INTERNATIONAL,Manufacturing,Stone products,3279,Heuristic,Final,,,Imported from Batch3.md
MARK LAUGHNER,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
MARS CHOCOLATE,Manufacturing,Confectionery manufacturing,3113,Entity Inference,Final,,,Imported from Batch3.md
MARTINREA HEAVY STAMPING,Manufacturing,Automotive stamping,3363,Entity Inference,Final,,,Imported from Batch3.md
MARY K BRIGGS,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
MARYANN STRALEY,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
MASONITE,Manufacturing,Doors manufacturing,3219,Entity Inference,Final,,,Imported from Batch3.md
MATT WARREN RENTAL,Commercial Real Estate,Property rental entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MATT WILLIAMS RESIDENCE,Commercial Real Estate,Residential entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MATTAR ELECTIC,Construction,Electrical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
MAYDAY BREWERY,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,Hospitality,,Imported from Batch3.md
MAYERSON JCC,Non-Profit / Religious,Community center nonprofit,8134,Heuristic,Final,,,Imported from Batch3.md
MAZAK,Manufacturing,Machine tools manufacturing,3335,Entity Inference,Final,,,Imported from Batch3.md
MBX BIOSCIENCES,Manufacturing,Biotech (verify mfg vs R&D),3254,Heuristic,Final,,,Imported from Batch3.md
MCLANE,Commercial Services,Wholesale distribution,4244,Entity Inference,Final,,,Imported from Batch3.md
MCLANE DISTRIBUTION,Commercial Services,Wholesale distribution,4244,Entity Inference,Final,,,Imported from Batch3.md
MCLANE FOODSERVICE DISTRIBUTION,Commercial Services,Wholesale distribution,4244,Entity Inference,Final,,,Imported from Batch3.md
MCSCROOGES WINES AND SPIRITS,Commercial Services,Alcohol retail,4453,Rule-Based,Final,Hospitality,,Imported from Batch3.md
ME LYONS YMCA,Non-Profit / Religious,YMCA nonprofit,8134,Rule-Based,Final,,,Imported from Batch3.md
MECHANICAL SYSTEMS OF DAYTON,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
MECO,Commercial Services,Services/manufacturing (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MEDIC DBA MEDIC REGIONAL BLOOD CENTER,Commercial Services,Blood center,6219,Rule-Based,Final,,,"Imported from Batch3.md; expanded tokens ['MEDIC', 'REGIONAL', 'BLOOD', 'CENTER'] -> 'MEDIC DBA MEDIC REGIONAL BLOOD CENTER'"
MEDPACE,Healthcare / Senior Living,Clinical research organization,5417,Entity Inference,Final,,,Imported from Batch3.md
MEGACITY OF CINCINNATI,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
MEGAN CARTY,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch3.md
MELALEUCA,Commercial Services,Consumer products (direct sales),4543,Heuristic,Final,,,Imported from Batch3.md
MELINK,Commercial Services,Energy efficiency services,5413,Heuristic,Final,,,Imported from Batch3.md
MELINK SOLAR,Commercial Services,Energy efficiency services,5413,Heuristic,Final,,,Imported from Batch3.md
MELROSE PLACE GP,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md; unresolved master canonical 'MELROSE PLACE GP'
MELROSE PLACE GP DBA MELROSE PLACE,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MELROSE PLACE TENNESSEE GENERAL PARTNERSHIP DBA MELROSE PLACE,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md; resolved 'MELROSE PLACE' -> 'MELROSE PLACE TENNESSEE GENERAL PARTNERSHIP DBA MELROSE PLACE'
MERLIN KING,Individual / Misc,Individual (verify),,Heuristic,Final,,,Imported from Batch3.md
METAL IMPROVEMENT,Commercial Services,Metal fabrication/services,3323,Heuristic,Final,,,Imported from Batch3.md
METAL TECH BUILDING SPECIALISTS,Construction,Metal building contractor,2362,Rule-Based,Final,Mechanical Contractor,,Imported from Batch3.md
METALKRAFT COACHWERKES,Commercial Services,Vehicle upfitting,3363,Heuristic,Final,,,Imported from Batch3.md
METZCOR,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
MIAMI VALLEY GAMING AND RACING,Commercial Services,Gaming/casino,7132,Entity Inference,Final,Hospitality,,Imported from Batch3.md
MIDAMERICA MGMTWEST CRESCENTVILLE,Commercial Real Estate,Property mgmt/entity,5313,Heuristic,Final,,,Imported from Batch3.md
MIDPARK KNOXVILLE,Commercial Services,Business entity (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MIDSOUTH BUILDING III REIT,Commercial Real Estate,REIT/property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MIDWEST EYE INSTITUTE,Healthcare / Senior Living,Eye care / clinic,6213,Rule-Based,Final,,,Imported from Batch3.md
MIDWEST FINISHING SYSTEMS,Commercial Services,Industrial finishing services,3328,Heuristic,Final,,,Imported from Batch3.md
MIDWEST MOLD AND TEXTURE,Commercial Services,Mold/texturing services,3335,Heuristic,Final,,,Imported from Batch3.md
MIDWEST SEA SALT,Commercial Services,Food/wholesale (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MIKE ALBERT,Commercial Services,Fleet/leasing services,5321,Entity Inference,Final,,,Imported from Batch3.md
MILACRON,Manufacturing,Plastics machinery,3332,Entity Inference,Final,,,Imported from Batch3.md
MILACRON PLASTICS TECHNOLOGY GROUP,Manufacturing,Plastics machinery,3332,Entity Inference,Final,,,Imported from Batch3.md
MILESTONE CONTRACTORS,Construction,Civil contractor,2373,Entity Inference,Final,Mechanical Contractor,,Imported from Batch3.md
MILLAN ENTERPRISES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
MILLAN ENTERPRISES BILLING,Commercial Services,Ambiguous,,AI Analyst Research,Final,,,Imported from Batch3.md; auto-expanded 'MILLAN ENTERPRISES INCL BILLING' -> 'MILLAN ENTERPRISES BILLING'
MILLAT INDUSTRIES,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MILLER VALENTINE GROUP,Commercial Services,Real estate development/services,5313,Entity Inference,Final,,,Imported from Batch3.md
MILLERS TEXTILE SERVICES,Commercial Services,Textile rental services,8123,Entity Inference,Final,,,Imported from Batch3.md
MITSUI KINZOKU CATALYSTS AMERICA,Manufacturing,Chemical catalysts,325,Entity Inference,Final,,,Imported from Batch3.md
MOELLER PRECISION TOOL,Manufacturing,Precision machining,3327,Entity Inference,Final,,,Imported from Batch3.md
MOMENTUM,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch3.md
MONAIRE,Commercial Services,HVAC services (unclear),,AI Analyst Research,Queued,,,Imported from Batch3.md
MONDELEZ GLOBAL,Manufacturing,Food manufacturing,311,Entity Inference,Final,,,Imported from Batch3.md
MONOPRICE,Commercial Services,E-commerce retail,4541,Entity Inference,Final,Hospitality,,Imported from Batch3.md
MONSTER GOLF,Commercial Services,Recreation/entertainment,7139,Rule-Based,Final,Hospitality,,Imported from Batch3.md
MOONSHINE MOUNTAIN COOKIE,Commercial Services,Food service/retail,7225,Heuristic,Final,Hospitality,,Imported from Batch3.md
MORE THAN A BAKERY,Commercial Services,Bakery/food service,7225,Rule-Based,Final,Hospitality,,Imported from Batch3.md
MORGAN FOODS,Manufacturing,Food manufacturing,311,Entity Inference,Final,,,Imported from Batch3.md
MORNING POINTE,Healthcare / Senior Living,Senior living,6233,Entity Inference,Final,,,Imported from Batch3.md
MOTION INDUSTRIES,Commercial Services,Industrial parts distribution,4238,Entity Inference,Final,,,Imported from Batch3.md
MOUNT VERNON DEVELOPMENTAL CENTER,Commercial Real Estate,Govt/health (ambiguous),,AI Analyst Research,Queued,,,Imported from Batch3.md
MOUNTAIN LINEN SERVICE,Commercial Services,Linen services,8123,Rule-Based,Final,,,Imported from Batch3.md
MOUNTAIN VALLEY PIPELINE,Commercial Services,Pipeline operator,4862,Entity Inference,Final,,,Imported from Batch3.md
MQ BUILDING,Commercial Real Estate,Property entity,5311,Rule-Based,Final,,,Imported from Batch3.md
MSD OF GREATER CINCINNATI,Public Schools (K–12),Public school district,6111,Rule-Based,Final,,,Imported from Batch3.md
MTM MOLDED PRODUCTS,Manufacturing,Plastics manufacturing,3261,Heuristic,Final,,,Imported from Batch3.md
MUBEA,Manufacturing,Automotive components,3363,Entity Inference,Final,,,Imported from Batch3.md
MUELLER,Commercial Services,Manufacturing/distribution (too broad),,AI Analyst Research,Queued,,,Imported from Batch3.md
MULTICOLOR,Manufacturing,Labels/packaging printing,3231,Entity Inference,Final,,,Imported from Batch3.md
