Customer Key,Original Name,Master Customer Name,Segment,Source
LX950130SERV_GP,J.M. Smucker Company,JM SMUCKER,Other,SERV_GP
JM SMUCKERSMECH_GP,"Jm Smucker Company, Llc",JM SMUCKER,Other,MECH_GP
CN992258SERV_GP,Jml Capital Llc,JML CAPITAL,Other,SERV_GP
CN991967SERV_GP,J.N. Linrose,JN LINROSE,Other,SERV_GP
JOHANNPLUMBINGMECH_GP,Johann Plumbing,JOHANN PLUMBING,Other,MECH_GP
TN332133SERV_GP,"Johnson & Galyon, Inc.",JOHNSON AND GALYON,Other,SERV_GP
JOHNSON CNTYMECH_GP,Johnson County Ky Fiscal Court,JOHNSON COUNTY KY FISCAL COURT,Municipal,MECH_GP
NV15019SERV_GP,Johnson Electric,JOHNSON ELECTRIC,Other,SERV_GP
CN992071SERV_GP,Johnson Electric Supply,JOHNSON ELECTRIC SUPPLY,Other,SERV_GP
WV990261SERV_GP,"Johnson-Northwest, Inc",JOHNSONNORTHWEST,Other,SERV_GP
JONES LANG LASAMECH_GP,"Jones Lang Lasalle Americas, Inc",JONES LANG LASALLE AMERICAS,Other,MECH_GP
WV990268SERV_GP,Jones Lang Lasalle - Jll Amazon,JONES LANG LASALLE JLL AMAZON,Office,SERV_GP
NV00073SERV_GP,Joseph Grenvicz,JOSEPH GRENVICZ,Other,SERV_GP
LX990454SERV_GP,Joy Global Underground Mining Llc,JOY GLOBAL UNDERGROUND MINING,Other,SERV_GP
NV15061SERV_GP,Jr Manufacturing,JR MANUFACTURING,Industrial,SERV_GP
CN992282SERV_GP,Js Held Llc,JS HELD,Other,SERV_GP
TN992182SERV_GP,Jtekt North America,JTEKT NORTH AMERICA,Other,SERV_GP
JTF CONSTRUCTIOMECH_GP,Jtf Construction Inc,JTF CONSTRUCTION,Industrial,MECH_GP
JW HARRISMECH_GP,"Jw Harris Co., Inc.",JW HARRIS,Other,MECH_GP
NV00175SERV_GP,J.W. Marriot,JW MARRIOT,Other,SERV_GP
CN992239SERV_GP,Jw Property Inspection Llc,JW PROPERTY INSPECTION,Other,SERV_GP
CN991846SERV_GP,Jwf Technologies,JWF TECHNOLOGIES,Other,SERV_GP
DY990962SERV_GP,K&L Allstar Investments Llc C/O Equity,K AND L ALLSTAR INVESTMENTS,Office,SERV_GP
K4 ARCHITECTMECH_GP,K4 Architecture,K4 ARCHITECTURE,Other,MECH_GP
CN991890SERV_GP,Kaeser & Blair,KAESER AND BLAIR,Other,SERV_GP
KBDMECH_GP,"Kajima Building & Design Group, Inc",KAJIMA BUILDING AND DESIGN GROUP,Other,MECH_GP
KAJIMECH_GP,"Kajima Building & Design Group, Inc.",KAJIMA BUILDING AND DESIGN GROUP,Other,MECH_GP
KAOMECH_GP,Kao Brands,KAO BRANDS,Other,MECH_GP
LX990373SERV_GP,Karen Harbin,KAREN HARBIN,Other,SERV_GP
CN950451SERV_GP,Karla Ricking,KARLA RICKING,Other,SERV_GP
DY991054SERV_GP,Kay Robinson,KAY ROBINSON,Other,SERV_GP
CN992366SERV_GP,Kbc Buyer Inc Dba Klosterman Baking Company,KBC BUYER DBA KLOSTERMAN BAKING,Other,SERV_GP
LV990498SERV_GP,Kbd Group Inc,KBD GROUP,Other,SERV_GP
DY991064SERV_GP,Kdc One,KDC ONE,Other,SERV_GP
TN992127SERV_GP,Keenland Heights Llc,KEENLAND HEIGHTS,Other,SERV_GP
KEIDEL SUPPLYMECH_GP,Keidel Supply Company,KEIDEL SUPPLY,Other,MECH_GP
CN992233SERV_GP,Keller Warehousing & Co-Packing,KELLER WAREHOUSING AND PACKING,Other,SERV_GP
LV990423SERV_GP,Kelley Construction Inc,KELLEY CONSTRUCTION,Industrial,SERV_GP
KENNMECH_GP,Ken Neyer Plumbing,KEN NEYER PLUMBING,Other,MECH_GP
KENCOMECH_GP,"Kenco Logistic Services, Llc",KENCO LOGISTIC SERVICES,Other,MECH_GP
DY990942SERV_GP,Kenco Logistics,KENCO LOGISTICS,Industrial,SERV_GP
DY991053SERV_GP,Kenco Logistics,KENCO LOGISTICS,Industrial,SERV_GP
"WOOD, KENNETHMECH_GP",Kenneth C. Wood,KENNETH C WOOD,Other,MECH_GP
LX990488SERV_GP,Kentucky Blood Center Inc,KENTUCKY BLOOD CENTER,Other,SERV_GP
LX990098SERV_GP,Kentucky High School Athletic Association,KENTUCKY HIGH SCHOOL ATHLETIC ASSOCIATION,Private Schools,SERV_GP
LV990340SERV_GP,Kentucky Science Center,KENTUCKY SCIENCE CENTER,Other,SERV_GP
LX990314SERV_GP,Kentucky State Police,KENTUCKY STATE POLICE,Municipal,SERV_GP
LX950108SERV_GP,Kentucky Underground Storage Inc,KENTUCKY UNDERGROUND STORAGE,Other,SERV_GP
KY VETERANS CEMMECH_GP,Kentucky Veterans Cemetery North,KENTUCKY VETERANS CEMETERY NORTH,Other,MECH_GP
IN990403SERV_GP,Kentwood Office Furniture,KENTWOOD OFFICE FURNITURE,Other,SERV_GP
KENWOOD SURGERYMECH_GP,Kenwood Surgery,KENWOOD SURGERY,Medical,MECH_GP
CN992206SERV_GP,Kevin Wilson,KEVIN WILSON,Other,SERV_GP
CN992095SERV_GP,Keyme Llc,KEYME,Other,SERV_GP
CN991900SERV_GP,"Khd-Ar, Llc C/O Neyer Management",KHDAR,Other,SERV_GP
LX990492SERV_GP,Ki Usa,KI USA,Other,SERV_GP
NV15096SERV_GP,Kid City Usa Franklin,KID CITY USA FRANKLIN,Other,SERV_GP
KIESMECH_GP,Kiesland Inc.,KIESLAND,Other,MECH_GP
CN992290SERV_GP,Kim M Ortman,KIM M ORTMAN,Other,SERV_GP
IN990121SERV_GP,Kimball Electronics,KIMBALL ELECTRONICS,Other,SERV_GP
CN992333SERV_GP,Kimco Realty,KIMCO REALTY,Office,SERV_GP
LX990473SERV_GP,Kindeva,KINDEVA,Other,SERV_GP
CN950045SERV_GP,"King, Gary",KING GARY,Other,SERV_GP
KINGSELECTRICSEMECH_GP,Kings Electric Services,KINGS ELECTRIC SERVICES,Other,MECH_GP
CN992063SERV_GP,Kings Local Schools,KINGS LOCAL SCHOOLS,Public Schools,SERV_GP
NV15032SERV_GP,Kinnection Chiropractic,KINNECTION CHIROPRACTIC,Other,SERV_GP
NV15002SERV_GP,Kkt Chillers,KKT CHILLERS,Other,SERV_GP
KLHMECH_GP,Klh Engineers,KLH ENGINEERS,Other,MECH_GP
IN990477SERV_GP,Knauf Insulation Inc,KNAUF INSULATION,Other,SERV_GP
TN992124SERV_GP,Knoxville Dental Care,KNOXVILLE DENTAL CARE,Medical,SERV_GP
TN992010SERV_GP,Knoxville Eye Care Associates C/O Realty Trust Group,KNOXVILLE EYE CARE ASSOCIATES,Medical,SERV_GP
TN992031SERV_GP,Knoxville Properties Partnership-App C/O Avison Young,KNOXVILLE PROPERTIES PARTNERSHIPAPP,Office,SERV_GP
TN200027SERV_GP,Knoxville Tva Employees Credit Union,KNOXVILLE TVA EMPLOYEES CREDIT UNION,Other,SERV_GP
NV15022SERV_GP,Kobe Aluminum Automotive Products,KOBE ALUMINUM AUTOMOTIVE PRODUCTS,Industrial,SERV_GP
NV15006SERV_GP,Kobelco Aluminum,KOBELCO ALUMINUM,Other,SERV_GP
TN991206SERV_GP,Koch Foods Inc,KOCH FOODS,Other,SERV_GP
KODIAKMECH_GP,"Kodiak Constructors, Inc.",KODIAK CONSTRUCTORS,Other,MECH_GP
KOETTER GROUPMECH_GP,"Koetter Construction, Inc",KOETTER CONSTRUCTION,Industrial,MECH_GP
KOHRS LONNEMANNMECH_GP,Kohrs Lonnemann Heil Engineers,KOHRS LONNEMANN HEIL ENGINEERS,Other,MECH_GP
TN992242SERV_GP,"Kpa Nightingale  Lane, Llc",KPA NIGHTINGALE LANE,Other,SERV_GP
KPPEMECH_GP,K.P.P.E.,KPPE,Other,MECH_GP
CN992257SERV_GP,Kroger Logistics,KROGER,Other,SERV_GP
KT DESIGN GROUPMECH_GP,Kt Design Group,KT DESIGN GROUP,Other,MECH_GP
LX000012SERV_GP,Ky Chamber Of Commerce,KY CHAMBER OF COMMERCE,Other,SERV_GP
LX990129SERV_GP,Ky Smelting Technolgies,KY SMELTING TECHNOLGIES,Other,SERV_GP
L3 COMMUNICATIOMECH_GP,L3 Fuzing & Ordnance Systems,L3 FUZING AND ORDNANCE SYSTEMS,Industrial,MECH_GP
CN990672SERV_GP,L3 Harris Technologies,L3 HARRIS TECHNOLOGIES,Other,SERV_GP
LACOMEDIAMECH_GP,"La Comedia Enterprises, Inc",LA COMEDIA ENTERPRISES,Other,MECH_GP
LA QUINTA CORPMECH_GP,La Quinta Management L.L.C,LA QUINTA MANAGEMENT LLC,Other,MECH_GP
LV990435SERV_GP,Labor Works,LABOR WORKS,Industrial,SERV_GP
TN992072SERV_GP,Lakeside Centre Realty Partners Llc,LAKESIDE CENTRE REALTY PARTNERS,Office,SERV_GP
TN992136SERV_GP,"Lame Investments, Llc",LAME INVESTMENTS,Other,SERV_GP
TN991248SERV_GP,Lance Cunningham Ford,LANCE CUNNINGHAM FORD,Other,SERV_GP
TN992206SERV_GP,Land Oak 2 C/O Nai,LAND OAK 2,Office,SERV_GP
TN200518SERV_GP,Land Rover Of Knoxville,LAND ROVER OF KNOXVILLE,Other,SERV_GP
CN992371SERV_GP,Landen Square 3 Llc Co Integris Ventures,LANDEN SQUARE 3,Other,SERV_GP
LANDFORMMECH_GP,Landform,LANDFORM,Other,MECH_GP
LV990465SERV_GP,Landmark Center Llc,LANDMARK CENTER,Other,SERV_GP
LX990463SERV_GP,Landmark Sprinkler,LANDMARK SPRINKLER,Other,SERV_GP
DY991050SERV_GP,Lasership Dba Ontrac,LASERSHIP DBA ONTRAC,Other,SERV_GP
LV990515SERV_GP,Last Stop Brewing Llc,LAST STOP BREWING,Other,SERV_GP
TN992068SERV_GP,Latham Mechanical Llc,LATHAM MECHANICAL,Other,SERV_GP
CN992299SERV_GP,Latonia Bulk Llc,LATONIA BULK,Other,SERV_GP
CN992102SERV_GP,Latonia Christian Church,LATONIA CHRISTIAN CHURCH,Religious,SERV_GP
TN992166SERV_GP,Law Office Of C M Watson,LAW OFFICE OF C M WATSON,Office,SERV_GP
WV990277SERV_GP,Lawrence Brothers,LAWRENCE BROTHERS,Other,SERV_GP
LAWRENCE CTYMECH_GP,Lawrence County Commissioners,LAWRENCE COUNTY COMMISSIONERS,Municipal,MECH_GP
WV990090SERV_GP,Lawrence County Courthouse,LAWRENCE COUNTY COURTHOUSE,Municipal,SERV_GP
WV990103SERV_GP,Lawrence County Department Of Jobs And Family Services,LAWRENCE COUNTY DEPARTMENT OF JOBS AND FAMILY SERVICES,Municipal,SERV_GP
LAWRENCE DJFSMECH_GP,Lawrence County Djfs,LAWRENCE COUNTY DJFS,Municipal,MECH_GP
WV990125SERV_GP,Lawrence County Municipal Building,LAWRENCE COUNTY MUNICIPAL BUILDING,Municipal,SERV_GP
TN992033SERV_GP,Lazarus Partnership - Nmp C/O Avison Young,LAZARUS PARTNERSHIP NMP,Office,SERV_GP
TN992040SERV_GP,Lbmc Knoxville Cpa Advisors & Consultants,LBMC KNOXVILLE CPA ADVISORS AND CONSULTANTS,Other,SERV_GP
LX990441SERV_GP,Lcg Fitness And Performance,LCG FITNESS AND PERFORMANCE,Other,SERV_GP
CN991864SERV_GP,Lcnb,LCNB,Other,SERV_GP
LV990354SERV_GP,The Leasing Group,LEASING GROUP,Other,SERV_GP
IN990435SERV_GP,Lebanon Utilities,LEBANON UTILITIES,Other,SERV_GP
TN950610SERV_GP,Lee Company,LEE,Other,SERV_GP
LEHMANDAMANCONSMECH_GP,"Lehman Daman Construction Service, Inc",LEHMAN DAMAN CONSTRUCTION SERVICE,Industrial,MECH_GP
LEL001SERV_GP,Lellyett & Rogers,LELLYETT AND ROGERS,Other,SERV_GP
TN992037SERV_GP,Lemond Bikes,LEMOND BIKES,Other,SERV_GP
TN991813SERV_GP,Lemond Composites,LEMOND COMPOSITES,Other,SERV_GP
CN992278SERV_GP,Lems Shoes,LEMS SHOES,Other,SERV_GP
CN991934SERV_GP,"Len Riegler Blacktop, Inc.",LEN RIEGLER BLACKTOP,Other,SERV_GP
LENNOXMECH_GP,"Lennox Industries, Inc.",LENNOX INDUSTRIES,Other,MECH_GP
NV00088SERV_GP,Lennox Industry Inc - Warranty Dept,LENNOX INDUSTRY WARRANTY DEPT,Other,SERV_GP
LEOPARDOMECH_GP,"Leopardo Companies, Inc.",LEOPARDO COMPANIES,Other,MECH_GP
NV00139SERV_GP,Le'S Nails And Spa,LES NAILS AND SPA,Other,SERV_GP
CN991646SERV_GP,Leslie'S Salon,LESLIES SALON,Other,SERV_GP
CN990947SERV_GP,Let'S Play Sports,LETS PLAY SPORTS,Other,SERV_GP
TN991708SERV_GP,Level Up Games & Hobbies,LEVEL UP GAMES AND HOBBIES,Other,SERV_GP
CN960242SERV_GP,Levi Strauss & Company,LEVI STRAUSS AND,Other,SERV_GP
TN991448SERV_GP,Lewis Thomason,LEWIS THOMASON,Other,SERV_GP
LX990077SERV_GP,Lexington Green Partners Llc,LEXINGTON GREEN PARTNERS,Office,SERV_GP
LX990154SERV_GP,"Lexington Professional Management, Llcl",LEXINGTON PROFESSIONAL MANAGEMENT LLCL,Other,SERV_GP
IN990151SERV_GP,Lhp Telematic,LHP TELEMATIC,Other,SERV_GP
CN991889SERV_GP,Liberty Dialysis Of Norwood,LIBERTY DIALYSIS OF NORWOOD,Other,SERV_GP
CN970064SERV_GP,Liberty Marking Systems,LIBERTY MARKING SYSTEMS,Industrial,SERV_GP
CN992322SERV_GP,Liberty Station Health Campus,LIBERTY STATION HEALTH CAMPUS,Medical,SERV_GP
LICHMECH_GP,"Lichtenberg Constuction, Inc",LICHTENBERG CONSTUCTION,Other,MECH_GP
TN992035SERV_GP,Lifetime Products Inc,LIFETIME PRODUCTS,Other,SERV_GP
"LIGHT SOURCE, LMECH_GP","Light Source, Ltd",LIGHT SOURCE,Other,MECH_GP
DY990919SERV_GP,Lillibrdige Healthcare Services Inc,LILLIBRDIGE HEALTHCARE SERVICES,Medical,SERV_GP
IN990300SERV_GP,Lillibridge Healthcare,LILLIBRIDGE HEALTHCARE,Medical,SERV_GP
DY990903SERV_GP,Lillibridge Healthcare Services Inc - Riverside Campus,LILLIBRIDGE HEALTHCARE SERVICES RIVERSIDE CAMPUS,Medical,SERV_GP
TN991989SERV_GP,Lima Usa Inc,LIMA USA,Other,SERV_GP
DY991004SERV_GP,Lindy-Dayton Towers Llc,LINDYDAYTON TOWERS,Other,SERV_GP
LX990464SERV_GP,Link Belt Cranes,LINK BELT CRANES,Other,SERV_GP
DY991149SERV_GP,Link Logistics,LINK LOGISTICS,Industrial,SERV_GP
CN992107SERV_GP,Links Unlimited,LINKS UNLIMITED,Other,SERV_GP
LIPPERT COMPON.MECH_GP,"Lippert Components, Inc.",LIPPERT COMPONENTS,Other,MECH_GP
LIPPS&SONMECH_GP,Lipps & Son Construction Co,LIPPS AND SON CONSTRUCTION,Industrial,MECH_GP
IN990191SERV_GP,Liquidity Services Inc,LIQUIDITY SERVICES,Other,SERV_GP
CN992077SERV_GP,Lithko Contracting Llc,LITHKO CONTRACTING,Other,SERV_GP
NV00138SERV_GP,Living Hope Baptist Church,LIVING HOPE BAPTIST CHURCH,Religious,SERV_GP
NV00144SERV_GP,Logan Memorial Hospital,LOGAN MEMORIAL HOSPITAL,Medical,SERV_GP
CN991201SERV_GP,L'Oreal Usa,LOREAL USA,Other,SERV_GP
LV950012SERV_GP,Louisville Bedding,LOUISVILLE BEDDING,Other,SERV_GP
LV990528SERV_GP,Louisville Central Community Center Inc,LOUISVILLE CENTRAL COMMUNITY CENTER,Other,SERV_GP
LV990484SERV_GP,Louisville Endoscopy Center,LOUISVILLE ENDOSCOPY CENTER,Other,SERV_GP
LV990475SERV_GP,Louisville Il-Al Operations Llc Dba Harmony At Tucker Station,LOUISVILLE ILAL OPERATIONS DBA HARMONY AT TUCKER STATION,Other,SERV_GP
LV990497SERV_GP,Louisville Publc Warehouse Dba America Place,LOUISVILLE PUBLC WAREHOUSE DBA AMERICA PLACE,Industrial,SERV_GP
LV990533SERV_GP,Louisville Seminary,LOUISVILLE SEMINARY,Private Schools,SERV_GP
LV990468SERV_GP,Louisville Tower Properties Llc,LOUISVILLE TOWER PROPERTIES,Office,SERV_GP
LV990460SERV_GP,Louisville Vegan Jerky Company,LOUISVILLE VEGAN JERKY,Other,SERV_GP
NV15116SERV_GP,Lowes 3311,LOWES,Other,SERV_GP
TN992052SERV_GP,Luapa Apostolic Church,LUAPA APOSTOLIC CHURCH,Religious,SERV_GP
CN992086SERV_GP,Lucas Oil Late Model Dirt Series,LUCAS OIL LATE MODEL DIRT SERIES,Other,SERV_GP
DY991056SERV_GP,Lululemon,LULULEMON,Other,SERV_GP
LULULEMONMECH_GP,Lululemon Usa Inc.,LULULEMON USA,Other,MECH_GP
IN980021SERV_GP,Lutheran High School,LUTHERAN HIGH SCHOOL,Private Schools,SERV_GP
CN991339SERV_GP,Luxottica Retail,LUXOTTICA RETAIL,Other,SERV_GP
CN992244SERV_GP,Lw Office Furniture Warehouse,LW OFFICE FURNITURE WAREHOUSE,Industrial,SERV_GP
LV990420SERV_GP,M&H Cabinets,M AND H CABINETS,Other,SERV_GP
MA FOLKESMECH_GP,Ma Folkes Company,MA FOLKES,Other,MECH_GP
NV00079SERV_GP,Mac Papers Nashville,MAC PAPERS NASHVILLE,Other,SERV_GP
CN992319SERV_GP,The Macomb Group,MACOMB GROUP,Other,SERV_GP
DY991161SERV_GP,Macys Backstage Distribution Center,MACYS BACKSTAGE DISTRIBUTION CENTER,Industrial,SERV_GP
NV15003SERV_GP,Madison Academy,MADISON ACADEMY,Private Schools,SERV_GP
LX990506SERV_GP,Madison County Board Of Education,MADISON COUNTY BOARD OF EDUCATION,Municipal,SERV_GP
LX990310SERV_GP,Madison County Fiscal Court,MADISON COUNTY FISCAL COURT,Municipal,SERV_GP
MADISON COUNTYMECH_GP,Madison County Fiscal Court,MADISON COUNTY FISCAL COURT,Municipal,MECH_GP
NV15031SERV_GP,The Madison Farm,MADISON FARM,Other,SERV_GP
TN992120SERV_GP,Madison St Apartments Llc,MADISON ST APARTMENTS,Other,SERV_GP
DY991074SERV_GP,Madison/Champaign Educational Service Center,MADISONCHAMPAIGN EDUCATIONAL SERVICE CENTER,Other,SERV_GP
TN992185SERV_GP,Mag Construction,MAG CONSTRUCTION,Industrial,SERV_GP
CN992197SERV_GP,Magna Properties,MAGNA PROPERTIES,Office,SERV_GP
CN992195SERV_GP,Magna Properties Ltd,MAGNA PROPERTIES,Office,SERV_GP
NV00081SERV_GP,Magnolia Capital Investments,MAGNOLIA CAPITAL INVESTMENTS,Other,SERV_GP
TN992152SERV_GP,Magnolia Cherokee Mills Lp,MAGNOLIA CHEROKEE MILLS LP,Other,SERV_GP
NV15024SERV_GP,Magnolia Hillsboro Lp,MAGNOLIA HILLSBORO LP,Other,SERV_GP
MAGNUMMECH_GP,"Magnum Piering , Inc.",MAGNUM PIERING,Other,MECH_GP
TN991918SERV_GP,Malibu Boats,MALIBU BOATS,Other,SERV_GP
CN992305SERV_GP,Mantis Innovation,MANTIS INNOVATION,Other,SERV_GP
TN200308SERV_GP,Manufacturing Science Corporation,MANUFACTURING SCIENCE,Industrial,SERV_GP
IN990460SERV_GP,Maranatha Haitian Sda Church,MARANATHA HAITIAN SDA CHURCH,Religious,SERV_GP
IN990092SERV_GP,Marble Products International,MARBLE PRODUCTS INTERNATIONAL,Other,SERV_GP
LV990444SERV_GP,Mark Laughner,MARK LAUGHNER,Other,SERV_GP
CN992212SERV_GP,Mark Spaulding Construction,MARK SPAULDING CONSTRUCTION,Industrial,SERV_GP
MARK SPAULDMECH_GP,Mark Spaulding Construction Company,MARK SPAULDING CONSTRUCTION,Industrial,MECH_GP
LX990410SERV_GP,Marksbury Farm,MARKSBURY FARM,Other,SERV_GP
CN992033SERV_GP,Mars Chocolate,MARS CHOCOLATE,Other,SERV_GP
WV990296SERV_GP,Marshall Health Network Arena,MARSHALL HEALTH NETWORK ARENA,Medical,SERV_GP
WV990224SERV_GP,Marshall Recreation Center,MARSHALL RECREATION CENTER,Other,SERV_GP
NV15026SERV_GP,The Martin Brower Company Llc,MARTIN BROWER,Other,SERV_GP
LV990057SERV_GP,"Martinrea Heavy Stamping, Inc.",MARTINREA HEAVY STAMPING,Other,SERV_GP
TN992110SERV_GP,Mary K. Briggs,MARY K BRIGGS,Other,SERV_GP
CN992190SERV_GP,Mary Queen Of Heaven Parish,MARY QUEEN OF HEAVEN PARISH,Other,SERV_GP
LX000005SERV_GP,Mary Queen Of The Holy Rosary,MARY QUEEN OF THE HOLY ROSARY,Religious,SERV_GP
DY990877SERV_GP,Mary Rutan Hospital,MARY RUTAN HOSPITAL,Medical,SERV_GP
MARYANNSTRAYLEYMECH_GP,Maryann Straley,MARYANN STRALEY,Other,MECH_GP
TN992140SERV_GP,Maryville College Facilities Dept,MARYVILLE COLLEGE FACILITIES DEPT,College/University,SERV_GP
NV00098SERV_GP,Masonite Corporation,MASONITE,Other,SERV_GP
CN890003SERV_GP,Mass Marketing Inc.,MASS MARKETING,Other,SERV_GP
TN992215SERV_GP,"Massey Construction Inc, Dba Massey Mechanical",MASSEY CONSTRUCTION DBA MASSEY MECHANICAL,Industrial,SERV_GP
TN992108SERV_GP,Massey Services Inc,MASSEY SERVICES,Other,SERV_GP
MASTERS PHARMMECH_GP,Masters Pharmaceuticals,MASTERS PHARMACEUTICALS,Other,MECH_GP
LX990507SERV_GP,Mastronardi Berea Llc,MASTRONARDI BEREA,Other,SERV_GP
MATANDY REALTYMECH_GP,Matandy Realty Ltd,MATANDY REALTY,Office,MECH_GP
CN991256SERV_GP,Matandy Steel & Metal Products,MATANDY STEEL AND METAL PRODUCTS,Industrial,SERV_GP
MATANDYMECH_GP,Matandy Steel & Metals,MATANDY STEEL AND METALS,Industrial,MECH_GP
DY991037SERV_GP,Matilda Development Llc,MATILDA DEVELOPMENT,Other,SERV_GP
LV990441SERV_GP,Matrix Technologies,MATRIX TECHNOLOGIES,Other,SERV_GP
NV00161SERV_GP,Matt Warren Rental,MATT WARREN RENTAL,Other,SERV_GP
NV15010SERV_GP,Matt Williams Residence,MATT WILLIAMS RESIDENCE,Other,SERV_GP
MATTARMECH_GP,Mattar Electic,MATTAR ELECTIC,Other,MECH_GP
CN991814SERV_GP,Max Technical Training,MAX TECHNICAL TRAINING,Other,SERV_GP
NV00156SERV_GP,Mayday Brewery,MAYDAY BREWERY,Other,SERV_GP
MAYEMECH_GP,Mayers Construction,MAYERS CONSTRUCTION,Industrial,MECH_GP
MAYERSON JCCMECH_GP,Mayerson Jcc,MAYERSON JCC,Other,MECH_GP
MAYERSONMECH_GP,"Mayerson Company, The",MAYERSON THE,Other,MECH_GP
MAYFIELDMECH_GP,Mayfield Clinic,MAYFIELD CLINIC,Medical,MECH_GP
CN992277SERV_GP,Mayfield Medical Llc C/O Crown Medrealty,MAYFIELD MEDICAL,Medical,SERV_GP
CN992044SERV_GP,"Maywest, Llc",MAYWEST,Other,SERV_GP
CN992125SERV_GP,Mazak,MAZAK,Other,SERV_GP
MAZAK CORPORATIMECH_GP,Mazak Corporation,MAZAK,Other,MECH_GP
LX200421SERV_GP,Mbm Refrigeration,MBM REFRIGERATION,Other,SERV_GP
IN990521SERV_GP,Mbx Biosciences Inc,MBX BIOSCIENCES,Other,SERV_GP
TN991457SERV_GP,Mch Corporation,MCH,Other,SERV_GP
MCLANEMECH_GP,"Mclane Company, Inc.",MCLANE,Other,MECH_GP
LX990395SERV_GP,Mclane Distribution,MCLANE DISTRIBUTION,Industrial,SERV_GP
MCLANE FOODMECH_GP,Mclane Foodservice Distribution,MCLANE FOODSERVICE DISTRIBUTION,Industrial,MECH_GP
LV990508SERV_GP,Mclean County Fiscal Court,MCLEAN COUNTY FISCAL COURT,Municipal,SERV_GP
MCLEANMECH_GP,Mclean County Fiscal Court,MCLEAN COUNTY FISCAL COURT,Municipal,MECH_GP
MCQUAY INTMECH_GP,Mcquay International,MCQUAY INTERNATIONAL,Other,MECH_GP
TN991428SERV_GP,Mcscrooge'S Wines & Spirits,MCSCROOGES WINES AND SPIRITS,Other,SERV_GP
ME LYONSMECH_GP,M.E. Lyons Ymca,ME LYONS YMCA,Other,MECH_GP
LX990365SERV_GP,Means Adult Primary Care Clinic,MEANS ADULT PRIMARY CARE CLINIC,Private Schools,SERV_GP
MECHANICAL SYSMECH_GP,Mechanical Systems Of Dayton,MECHANICAL SYSTEMS OF DAYTON,Industrial,MECH_GP
TN991908SERV_GP,Meco Corporation,MECO,Other,SERV_GP
TN992122SERV_GP,Medic Inc Dba Medic Regional Blood Center,MEDIC DBA MEDIC REGIONAL BLOOD CENTER,Other,SERV_GP
CN992031SERV_GP,Medicount Management,MEDICOUNT MANAGEMENT,Other,SERV_GP
MEDPACEMECH_GP,Medpace,MEDPACE,Other,MECH_GP
DY991005SERV_GP,Megacity Of Cincinnati Llc,MEGACITY OF CINCINNATI,Other,SERV_GP
CN992193SERV_GP,Megan Carty,MEGAN CARTY,Other,SERV_GP
MEGENMECH_GP,Megen Construction Co.,MEGEN CONSTRUCTION,Industrial,MECH_GP
TN991223SERV_GP,"Melaleuca, Inc.",MELALEUCA,Other,SERV_GP
MELINKMECH_GP,Melink Corporation,MELINK,Other,MECH_GP
CN990952SERV_GP,Melink Solar Llc,MELINK SOLAR,Other,SERV_GP
LV990327SERV_GP,Mellow River Inc Dba Hh2Home,MELLOW RIVER DBA HH2HOME,Other,SERV_GP
TN991465SERV_GP,Melrose Place Tennessee General Partnership (Dba Melrose Place),MELROSE PLACE TENNESSEE GENERAL PARTNERSHIP DBA MELROSE PLACE,Other,SERV_GP
WV990300SERV_GP,Mercer County Board Of Education,MERCER COUNTY BOARD OF EDUCATION,Municipal,SERV_GP
LV990518SERV_GP,Mercy Academy,MERCY ACADEMY,Private Schools,SERV_GP
MERIMECH_GP,Meridian Management Corp.,MERIDIAN MANAGEMENT,Other,MECH_GP
IN990345SERV_GP,"Merlin King, Inc.",MERLIN KING,Other,SERV_GP
MESSERMECH_GP,Messer Construction Co,MESSER CONSTRUCTION,Industrial,MECH_GP
CN970192SERV_GP,Metal Improvement Company,METAL IMPROVEMENT,Industrial,SERV_GP
CN991498SERV_GP,Metal Tech Building Specialists,METAL TECH BUILDING SPECIALISTS,Industrial,SERV_GP
METALKRAFTMECH_GP,Metalkraft Coachwerkes,METALKRAFT COACHWERKES,Other,MECH_GP
LX990442SERV_GP,Metcalfe County Fiscal Court,METCALFE COUNTY FISCAL COURT,Municipal,SERV_GP
CN992227SERV_GP,Metzcor,METZCOR,Other,SERV_GP
CN992302SERV_GP,Miami Valley Gaming &  Racing Llc,MIAMI VALLEY GAMING AND RACING,Other,SERV_GP
CN992144SERV_GP,Mid-America Mgmt/West Crescentville,MIDAMERICA MGMTWEST CRESCENTVILLE,Other,SERV_GP
MIDDLE TENN UNIMECH_GP,Middle Tenneesse State University,MIDDLE TENNEESSE STATE UNIVERSITY,College/University,MECH_GP
NV00080SERV_GP,Middle Tennessee Christian School,MIDDLE TENNESSEE CHRISTIAN SCHOOL,Private Schools,SERV_GP
MIDDLETOWN MGMNMECH_GP,Middletown Management,MIDDLETOWN MANAGEMENT,Other,MECH_GP
TN992171SERV_GP,"Midpark Knoxville, Llc",MIDPARK KNOXVILLE,Other,SERV_GP
NV15056SERV_GP,Midsouth Building Iii Reit Llc C/O Foundry Commercial,MIDSOUTH BUILDING III REIT,Office,SERV_GP
CN992348SERV_GP,Mid-West Builders Inc,MIDWEST BUILDERS,Industrial,SERV_GP
