SnapshotId,RecordId,RecordOrdinal,BrandRaw,BrandNormalized,Category,CategoryEquipmentTypes,Length,SegCountDeclared,SegmentCountObserved,OptionCountObserved,ExtraFieldsJson
2026-01-24_v3.84_enriched1,r00388,388,Danfoss,DANFOSS,Compressor,[],11,9,9,26,{}
2026-01-24_v3.84_enriched1,r00389,389,Danfoss,DANFOSS,Compressor,[],12,8,8,18,{}
2026-01-24_v3.84_enriched1,r00390,390,Danfoss,DANFOSS,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",15,9,9,30,{}
2026-01-24_v3.84_enriched1,r00391,391,Desert Aire,DESERT AIRE,Dehumidifier,"[""Dehumidifer""]",15,10,10,47,{}
2026-01-24_v3.84_enriched1,r00392,392,Diamond Air,DIAMOND AIR,Package,"[""Packaged Unit""]",8,5,5,1,{}
2026-01-24_v3.84_enriched1,r00393,393,Dunham-Bush,DUNHAM-BUSH,Air Handler,"[""Air Handling Unit""]",19,11,11,10,{}
2026-01-24_v3.84_enriched1,r00394,394,Dunham-Bush,DUNHAM-BUSH,Air Handler,"[""Air Handling Unit""]",20,12,12,11,{}
2026-01-24_v3.84_enriched1,r00395,395,Dunham-Bush,DUNHAM-BUSH,Air Handler,"[""Air Handling Unit""]",20,12,12,13,{}
2026-01-24_v3.84_enriched1,r00396,396,Dunham-Bush,DUNHAM-BUSH,Air Handler,"[""Air Handling Unit""]",21,13,13,14,{}
2026-01-24_v3.84_enriched1,r00397,397,Dunham-Bush,DUNHAM-BUSH,Chiller,"[""Chiller""]",11,7,7,11,{}
2026-01-24_v3.84_enriched1,r00398,398,Dunham-Bush,DUNHAM-BUSH,Chiller,"[""Chiller""]",14,9,9,15,{}
2026-01-24_v3.84_enriched1,r00399,399,Dunham-Bush,DUNHAM-BUSH,Chiller,"[""Chiller""]",15,10,10,16,{}
2026-01-24_v3.84_enriched1,r00400,400,Dunham-Bush,DUNHAM-BUSH,Package Rooftop Unit,"[""Packaged Unit""]",14,9,9,20,{}
2026-01-24_v3.84_enriched1,r00401,401,Dunham-Bush,DUNHAM-BUSH,Package Rooftop Unit,"[""Packaged Unit""]",16,10,10,19,{}
2026-01-24_v3.84_enriched1,r00402,402,Durastar,DURASTAR,Furnace,"[""Furnace""]",17,11,11,2,{}
2026-01-24_v3.84_enriched1,r00403,403,Durastar,DURASTAR,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",14,10,10,3,{}
2026-01-24_v3.84_enriched1,r00404,404,Durastar,DURASTAR,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",15,11,11,3,{}
2026-01-24_v3.84_enriched1,r00405,405,ECR International,ECR INTERNATIONAL,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",11,9,9,13,{}
2026-01-24_v3.84_enriched1,r00406,406,ECR International,ECR INTERNATIONAL,Mini-Split,"[""Ductless Split System""]",8,7,7,6,{}
2026-01-24_v3.84_enriched1,r00407,407,ECR International,ECR INTERNATIONAL,Mini-Split,"[""Ductless Split System""]",8,7,7,8,{}
2026-01-24_v3.84_enriched1,r00408,408,ECR International,ECR INTERNATIONAL,Mini-Split,"[""Ductless Split System""]",9,6,6,12,{}
2026-01-24_v3.84_enriched1,r00409,409,ECR International,ECR INTERNATIONAL,Mini-Split,"[""Ductless Split System""]",9,6,6,11,{}
2026-01-24_v3.84_enriched1,r00410,410,ECR International,ECR INTERNATIONAL,Mini-Split,"[""Ductless Split System""]",15,14,14,50,{}
2026-01-24_v3.84_enriched1,r00411,411,Embraco,EMBRACO,Compressor,[],9,5,5,7,{}
2026-01-24_v3.84_enriched1,r00412,412,Enertech Global,ENERTECH GLOBAL,Water Source HP,"[""WSHP""]",15,12,12,20,{}
2026-01-24_v3.84_enriched1,r00413,413,Evapco,EVAPCO,Cooling Tower,"[""Cooling Tower""]",9,5,5,15,{}
2026-01-24_v3.84_enriched1,r00414,414,Evapco,EVAPCO,Cooling Tower,"[""Cooling Tower""]",9,7,7,19,{}
2026-01-24_v3.84_enriched1,r00415,415,Evapco,EVAPCO,Cooling Tower,"[""Cooling Tower""]",10,7,7,19,{}
2026-01-24_v3.84_enriched1,r00416,416,Evapco,EVAPCO,Evaporators,[],16,9,9,6,{}
2026-01-24_v3.84_enriched1,r00417,417,Evapco,EVAPCO,Evaporators,[],17,9,9,5,{}
2026-01-24_v3.84_enriched1,r00418,418,Fedders,FEDDERS,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,8,8,9,{}
2026-01-24_v3.84_enriched1,r00419,419,Fedders,FEDDERS,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",10,8,8,9,{}
2026-01-24_v3.84_enriched1,r00420,420,First Co,FIRST CO,Air Handler,"[""Air Handling Unit""]",7,4,4,9,{}
2026-01-24_v3.84_enriched1,r00421,421,First Co,FIRST CO,Air Handler,"[""Air Handling Unit""]",8,4,4,9,{}
2026-01-24_v3.84_enriched1,r00422,422,First Co,FIRST CO,Air Handler,"[""Air Handling Unit""]",10,5,5,7,{}
2026-01-24_v3.84_enriched1,r00423,423,First Co,FIRST CO,Package,"[""Packaged Unit""]",10,6,6,2,{}
2026-01-24_v3.84_enriched1,r00424,424,First Co,FIRST CO,Package,"[""Packaged Unit""]",9,5,5,2,{}
2026-01-24_v3.84_enriched1,r00425,425,First Co,FIRST CO,Package,"[""Packaged Unit""]",11,6,6,2,{}
2026-01-24_v3.84_enriched1,r00426,426,First Co,FIRST CO,Package,"[""Packaged Unit""]",13,10,10,22,{}
2026-01-24_v3.84_enriched1,r00427,427,First Co,FIRST CO,Water Source HP,"[""WSHP""]",12,6,6,7,{}
2026-01-24_v3.84_enriched1,r00428,428,Friedrich,FRIEDRICH,Mini-Split,"[""Ductless Split System""]",9,7,7,9,{}
2026-01-24_v3.84_enriched1,r00429,429,Friedrich,FRIEDRICH,Mini-Split,"[""Ductless Split System""]",9,8,8,13,{}
2026-01-24_v3.84_enriched1,r00430,430,Friedrich,FRIEDRICH,Mini-Split,"[""Ductless Split System""]",11,8,8,12,{}
2026-01-24_v3.84_enriched1,r00431,431,Friedrich,FRIEDRICH,Package,"[""Packaged Unit""]",8,7,7,8,{}
2026-01-24_v3.84_enriched1,r00432,432,Friedrich,FRIEDRICH,Package,"[""Packaged Unit""]",11,6,6,4,{}
2026-01-24_v3.84_enriched1,r00433,433,Friedrich,FRIEDRICH,PTAC,"[""PTAC""]",8,7,7,12,{}
2026-01-24_v3.84_enriched1,r00434,434,Friedrich,FRIEDRICH,PTAC,"[""PTAC""]",9,7,7,7,{}
2026-01-24_v3.84_enriched1,r00435,435,Friedrich,FRIEDRICH,PTAC,"[""PTAC""]",10,8,8,7,{}
2026-01-24_v3.84_enriched1,r00436,436,Fujitsu,FUJITSU,Air Handler,"[""Air Handling Unit""]",10,9,9,10,{}
2026-01-24_v3.84_enriched1,r00437,437,Fujitsu,FUJITSU,Air Handler,"[""Air Handling Unit""]",12,9,9,17,{}
2026-01-24_v3.84_enriched1,r00438,438,Fujitsu,FUJITSU,Air Handler,"[""Air Handling Unit""]",14,10,10,15,{}
2026-01-24_v3.84_enriched1,r00439,439,Fujitsu,FUJITSU,Coil,[],10,7,7,8,{}
2026-01-24_v3.84_enriched1,r00440,440,Fujitsu,FUJITSU,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,9,9,11,{}
2026-01-24_v3.84_enriched1,r00441,441,Fujitsu,FUJITSU,Furnace,"[""Furnace""]",12,8,8,8,{}
2026-01-24_v3.84_enriched1,r00442,442,Fujitsu,FUJITSU,Furnace,"[""Furnace""]",13,8,8,8,{}
2026-01-24_v3.84_enriched1,r00443,443,Fujitsu,FUJITSU,Mini-Split,"[""Ductless Split System""]",6,4,4,18,{}
2026-01-24_v3.84_enriched1,r00444,444,Fujitsu,FUJITSU,Mini-Split,"[""Ductless Split System""]",10,7,7,22,{}
2026-01-24_v3.84_enriched1,r00445,445,Fujitsu,FUJITSU,Mini-Split,"[""Ductless Split System""]",11,8,8,51,{}
2026-01-24_v3.84_enriched1,r00446,446,Fujitsu,FUJITSU,Mini-Split,"[""Ductless Split System""]",11,9,9,11,{}
2026-01-24_v3.84_enriched1,r00447,447,Fujitsu,FUJITSU,Mini-Split,"[""Ductless Split System""]",11,10,10,14,{}
2026-01-24_v3.84_enriched1,r00448,448,Eubank,EUBANK,Package,"[""Packaged Unit""]",13,10,10,23,{}
2026-01-24_v3.84_enriched1,r00449,449,Eubank,EUBANK,Package,"[""Packaged Unit""]",14,12,11,14,{}
2026-01-24_v3.84_enriched1,r00450,450,Eubank,EUBANK,Package,"[""Packaged Unit""]",15,13,13,24,{}
2026-01-24_v3.84_enriched1,r00451,451,Eubank,EUBANK,Package,"[""Packaged Unit""]",30,25,25,132,{}
2026-01-24_v3.84_enriched1,r00452,452,GE,GENERAL ELECTRIC,Air Handler,"[""Air Handling Unit""]",12,11,11,6,{}
2026-01-24_v3.84_enriched1,r00453,453,GE,GENERAL ELECTRIC,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",8,7,7,4,{}
2026-01-24_v3.84_enriched1,r00454,454,GE,GENERAL ELECTRIC,Multi,[],6,5,5,7,{}
2026-01-24_v3.84_enriched1,r00455,455,GE,GENERAL ELECTRIC,PTAC,"[""PTAC""]",10,7,7,33,{}
2026-01-24_v3.84_enriched1,r00456,456,Gree,GREE,Air Handler,"[""Air Handling Unit""]",16,7,7,5,{}
2026-01-24_v3.84_enriched1,r00457,457,Gree,GREE,Mini-Split,"[""Ductless Split System""]",11,10,10,23,{}
2026-01-24_v3.84_enriched1,r00458,458,Gree,GREE,Mini-Split,"[""Ductless Split System""]",14,7,7,15,{}
2026-01-24_v3.84_enriched1,r00459,459,Gree,GREE,Mini-Split,"[""Ductless Split System""]",15,7,7,15,{}
2026-01-24_v3.84_enriched1,r00460,460,Gree,GREE,Mini-Split,"[""Ductless Split System""]",16,7,7,14,{}
2026-01-24_v3.84_enriched1,r00461,461,Gree,GREE,Mini-Split,"[""Ductless Split System""]",17,8,8,20,{}
2026-01-24_v3.84_enriched1,r00462,462,Gree,GREE,Mini-Split,"[""Ductless Split System""]",17,12,12,34,{}
2026-01-24_v3.84_enriched1,r00463,463,Gree,GREE,Mini-Split,"[""Ductless Split System""]",17,13,13,16,{}
2026-01-24_v3.84_enriched1,r00464,464,Gree,GREE,Mini-Split,"[""Ductless Split System""]",18,13,13,16,{}
2026-01-24_v3.84_enriched1,r00465,465,Gree,GREE,PTAC,"[""PTAC""]",16,7,7,10,{}
2026-01-24_v3.84_enriched1,r00466,466,Greenheck,GREENHECK,Exhaust Fan,[],10,4,4,4,{}
2026-01-24_v3.84_enriched1,r00467,467,Greenheck,GREENHECK,Energy Recovery Ventilators,[],10,6,6,4,{}
2026-01-24_v3.84_enriched1,r00468,468,Greenheck,GREENHECK,Energy Recovery Ventilators,[],11,6,6,10,{}
2026-01-24_v3.84_enriched1,r00469,469,Greenheck,GREENHECK,Energy Recovery Ventilators,[],13,8,8,11,{}
2026-01-24_v3.84_enriched1,r00470,470,Haier,HAIER,Air Handler,"[""Air Handling Unit""]",12,9,9,8,{}
2026-01-24_v3.84_enriched1,r00471,471,Haier,HAIER,Multi,[],9,8,8,7,{}
2026-01-24_v3.84_enriched1,r00472,472,Hayward,HAYWARD,Pool Heater,[],9,5,5,11,{}
2026-01-24_v3.84_enriched1,r00473,473,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",7,4,4,4,{}
2026-01-24_v3.84_enriched1,r00474,474,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",8,6,6,3,{}
2026-01-24_v3.84_enriched1,r00475,475,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",9,5,5,9,{}
2026-01-24_v3.84_enriched1,r00476,476,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",9,6,6,4,{}
2026-01-24_v3.84_enriched1,r00477,477,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",10,8,8,3,{}
2026-01-24_v3.84_enriched1,r00478,478,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",10,8,8,1,{}
2026-01-24_v3.84_enriched1,r00479,479,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",10,8,8,2,{}
2026-01-24_v3.84_enriched1,r00480,480,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",10,8,8,3,{}
2026-01-24_v3.84_enriched1,r00481,481,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",11,8,8,4,{}
2026-01-24_v3.84_enriched1,r00482,482,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",11,9,9,4,{}
2026-01-24_v3.84_enriched1,r00483,483,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",12,11,11,9,{}
2026-01-24_v3.84_enriched1,r00484,484,ICP,CARRIER/ICP,Air Handler,"[""Air Handling Unit""]",13,11,11,10,{}
2026-01-24_v3.84_enriched1,r00485,485,ICP,CARRIER/ICP,Boiler,"[""Boiler""]",7,3,3,6,{}
2026-01-24_v3.84_enriched1,r00486,486,ICP,CARRIER/ICP,Boiler,"[""Boiler""]",8,4,4,6,{}
2026-01-24_v3.84_enriched1,r00487,487,ICP,CARRIER/ICP,Coil,[],7,4,4,2,{}
2026-01-24_v3.84_enriched1,r00488,488,ICP,CARRIER/ICP,Coil,[],8,6,6,7,{}
2026-01-24_v3.84_enriched1,r00489,489,ICP- Arcoaire-Heil-Tempstar,ICP- ARCOAIRE-HEIL-TEMPSTAR,Coil,[],10,6,6,12,{}
2026-01-24_v3.84_enriched1,r00490,490,ICP- Arcoaire-Heil-Tempstar,ICP- ARCOAIRE-HEIL-TEMPSTAR,Coil,[],10,7,7,21,{}
2026-01-24_v3.84_enriched1,r00491,491,ICP,CARRIER/ICP,Coil,[],10,8,8,8,{}
2026-01-24_v3.84_enriched1,r00492,492,ICP,CARRIER/ICP,Coil,[],10,9,9,18,{}
2026-01-24_v3.84_enriched1,r00493,493,ICP,CARRIER/ICP,Coil,[],11,9,9,10,{}
2026-01-24_v3.84_enriched1,r00494,494,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",7,5,5,8,{}
2026-01-24_v3.84_enriched1,r00495,495,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",8,6,6,3,{}
2026-01-24_v3.84_enriched1,r00496,496,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",8,6,6,5,{}
2026-01-24_v3.84_enriched1,r00497,497,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,7,7,4,{}
2026-01-24_v3.84_enriched1,r00498,498,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,7,7,3,{}
2026-01-24_v3.84_enriched1,r00499,499,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,7,7,4,{}
2026-01-24_v3.84_enriched1,r00500,500,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,7,7,6,{}
2026-01-24_v3.84_enriched1,r00501,501,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",9,8,8,10,{}
2026-01-24_v3.84_enriched1,r00502,502,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",10,5,5,2,{}
2026-01-24_v3.84_enriched1,r00503,503,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",10,6,6,1,{}
2026-01-24_v3.84_enriched1,r00504,504,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",10,8,8,6,{}
2026-01-24_v3.84_enriched1,r00505,505,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",11,7,7,0,{}
2026-01-24_v3.84_enriched1,r00506,506,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,9,9,11,{}
2026-01-24_v3.84_enriched1,r00507,507,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,11,11,7,{}
2026-01-24_v3.84_enriched1,r00508,508,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,11,11,7,{}
2026-01-24_v3.84_enriched1,r00509,509,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",13,9,9,6,{}
2026-01-24_v3.84_enriched1,r00510,510,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",14,9,10,7,{}
2026-01-24_v3.84_enriched1,r00511,511,ICP,CARRIER/ICP,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",14,11,12,19,{}
2026-01-24_v3.84_enriched1,r00512,512,ICP,CARRIER/ICP,Furnace,"[""Furnace""]",9,6,6,14,{}
2026-01-24_v3.84_enriched1,r00513,513,ICP,CARRIER/ICP,Furnace,"[""Furnace""]",9,7,7,33,{}
2026-01-24_v3.84_enriched1,r00514,514,ICP,CARRIER/ICP,Furnace,"[""Furnace""]",10,8,8,29,{}
2026-01-24_v3.84_enriched1,r00515,515,ICP,CARRIER/ICP,Furnace,"[""Furnace""]",11,7,7,17,{}
2026-01-24_v3.84_enriched1,r00516,516,ICP,CARRIER/ICP,Furnace,"[""Furnace""]",11,8,8,36,{}
2026-01-24_v3.84_enriched1,r00517,517,ICP,CARRIER/ICP,Furnace,"[""Furnace""]",11,8,8,5,{}
2026-01-24_v3.84_enriched1,r00518,518,ICP,CARRIER/ICP,Furnace,"[""Furnace""]",12,8,8,13,{}
2026-01-24_v3.84_enriched1,r00519,519,ICP,CARRIER/ICP,Furnace,"[""Furnace""]",13,9,9,16,{}
2026-01-24_v3.84_enriched1,r00520,520,ICP,CARRIER/ICP,Furnace,"[""Furnace""]",14,9,9,14,{}
2026-01-24_v3.84_enriched1,r00521,521,ICP,CARRIER/ICP,Heater Kit,[],9,6,6,6,{}
2026-01-24_v3.84_enriched1,r00522,522,ICP,CARRIER/ICP,Mini-Split,"[""Ductless Split System""]",11,7,8,23,{}
2026-01-24_v3.84_enriched1,r00523,523,ICP,CARRIER/ICP,Mini-Split,"[""Ductless Split System""]",12,9,9,23,{}
2026-01-24_v3.84_enriched1,r00524,524,ICP,CARRIER/ICP,Multi,[],13,10,10,32,{}
2026-01-24_v3.84_enriched1,r00525,525,ICP,CARRIER/ICP,Oil Furnace,[],10,7,7,20,{}
2026-01-24_v3.84_enriched1,r00526,526,ICP,CARRIER/ICP,Oil Furnace,[],11,8,8,20,{}
2026-01-24_v3.84_enriched1,r00527,527,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",6,5,5,10,{}
2026-01-24_v3.84_enriched1,r00528,528,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",8,7,7,3,{}
2026-01-24_v3.84_enriched1,r00529,529,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",9,7,7,7,{}
2026-01-24_v3.84_enriched1,r00530,530,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",9,7,7,9,{}
2026-01-24_v3.84_enriched1,r00531,531,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",9,8,8,15,{}
2026-01-24_v3.84_enriched1,r00532,532,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",10,6,6,26,{}
2026-01-24_v3.84_enriched1,r00533,533,ICP-Comfortmaker,ICP-COMFORTMAKER,Package,"[""Packaged Unit""]",10,6,6,8,{}
2026-01-24_v3.84_enriched1,r00534,534,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",10,7,7,32,{}
2026-01-24_v3.84_enriched1,r00535,535,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",10,8,8,7,{}
2026-01-24_v3.84_enriched1,r00536,536,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",10,9,9,12,{}
2026-01-24_v3.84_enriched1,r00537,537,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",10,9,9,8,{}
2026-01-24_v3.84_enriched1,r00538,538,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",11,7,7,3,{}
2026-01-24_v3.84_enriched1,r00539,539,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",11,8,8,2,{}
2026-01-24_v3.84_enriched1,r00540,540,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",11,9,9,11,{}
2026-01-24_v3.84_enriched1,r00541,541,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",13,9,9,18,{}
2026-01-24_v3.84_enriched1,r00542,542,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",14,9,9,15,{}
2026-01-24_v3.84_enriched1,r00543,543,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",14,10,10,14,{}
2026-01-24_v3.84_enriched1,r00544,544,ICP,CARRIER/ICP,Package,"[""Packaged Unit""]",14,11,11,48,{}
2026-01-24_v3.84_enriched1,r00545,545,ICP,CARRIER/ICP,Package Rooftop Unit,"[""Packaged Unit""]",14,11,11,59,{}
2026-01-24_v3.84_enriched1,r00546,546,IEC- International Environmental,IEC- INTERNATIONAL ENVIRONMENTAL,Air Handler,"[""Air Handling Unit""]",15,12,12,69,{}
2026-01-24_v3.84_enriched1,r00547,547,iFlow,IFLOW,Air Handler,"[""Air Handling Unit""]",11,6,6,8,{}
2026-01-24_v3.84_enriched1,r00548,548,Ingersoll Rand,INGERSOLL RAND,Air Handler,"[""Air Handling Unit""]",13,12,12,27,{}
2026-01-24_v3.84_enriched1,r00549,549,Ingersoll Rand,INGERSOLL RAND,Air Handler,"[""Air Handling Unit""]",14,10,10,3,{}
2026-01-24_v3.84_enriched1,r00550,550,Ingersoll Rand,INGERSOLL RAND,Air Handler,"[""Air Handling Unit""]",14,12,12,15,{}
2026-01-24_v3.84_enriched1,r00551,551,Ingersoll Rand,INGERSOLL RAND,Air Handler,"[""Air Handling Unit""]",14,13,13,29,{}
2026-01-24_v3.84_enriched1,r00552,552,Ingersoll Rand,INGERSOLL RAND,Air Handler,"[""Air Handling Unit""]",14,13,12,7,{}
2026-01-24_v3.84_enriched1,r00553,553,Ingersoll Rand,INGERSOLL RAND,Air Handler,"[""Air Handling Unit""]",15,8,8,0,{}
2026-01-24_v3.84_enriched1,r00554,554,Trane,TRANE,Air Handler,"[""Air Handling Unit""]",11,7,7,10,{}
2026-01-24_v3.84_enriched1,r00555,555,American Standard-Trane,AMERICAN STANDARD-TRANE,Air Handler,"[""Air Handling Unit""]",11,9,9,12,{}
2026-01-24_v3.84_enriched1,r00556,556,American Standard-Trane,AMERICAN STANDARD-TRANE,Air Handler,"[""Air Handling Unit""]",14,9,9,10,{}
2026-01-24_v3.84_enriched1,r00557,557,Trane,TRANE,Air Handler,"[""Air Handling Unit""]",14,11,11,19,{}
2026-01-24_v3.84_enriched1,r00558,558,Ingersoll Rand,INGERSOLL RAND,Air Handler,"[""Air Handling Unit""]",14,13,13,23,{}
2026-01-24_v3.84_enriched1,r00559,559,Trane,TRANE,Air Handler,"[""Air Handling Unit""]",15,10,10,10,{}
2026-01-24_v3.84_enriched1,r00560,560,Trane,TRANE,Air Handler,"[""Air Handling Unit""]",15,14,14,24,{}
2026-01-24_v3.84_enriched1,r00561,561,Trane,TRANE,Air Handler,"[""Air Handling Unit""]",25,17,17,121,{}
2026-01-24_v3.84_enriched1,r00562,562,Trane,TRANE,Chiller,"[""Chiller""]",17,13,13,55,{}
2026-01-24_v3.84_enriched1,r00563,563,Trane,TRANE,Chiller,"[""Chiller""]",20,18,18,50,{}
2026-01-24_v3.84_enriched1,r00564,564,Trane,TRANE,Chiller,"[""Chiller""]",24,20,20,59,{}
2026-01-24_v3.84_enriched1,r00565,565,Trane,TRANE,Chiller,"[""Chiller""]",29,24,24,69,{}
2026-01-24_v3.84_enriched1,r00566,566,Trane,TRANE,Chiller,"[""Chiller""]",33,29,29,36,{}
2026-01-24_v3.84_enriched1,r00567,567,Trane,TRANE,Chiller,"[""Chiller""]",37,33,33,96,{}
2026-01-24_v3.84_enriched1,r00568,568,Trane,TRANE,Chiller,"[""Chiller""]",55,46,46,172,{}
2026-01-24_v3.84_enriched1,r00569,569,Trane,TRANE,Coil,[],11,8,8,24,{}
2026-01-24_v3.84_enriched1,r00570,570,American Standard-Trane,AMERICAN STANDARD-TRANE,Coil,[],14,13,13,32,{}
2026-01-24_v3.84_enriched1,r00571,571,American Standard-Trane,AMERICAN STANDARD-TRANE,Coil,[],14,13,13,23,{}
2026-01-24_v3.84_enriched1,r00572,572,Ingersoll Rand,INGERSOLL RAND,Coil,[],15,13,13,27,{}
2026-01-24_v3.84_enriched1,r00573,573,Ingersoll Rand,INGERSOLL RAND,Coil,[],15,14,14,30,{}
2026-01-24_v3.84_enriched1,r00574,574,Trane,TRANE,Compressor,[],12,7,7,13,{}
2026-01-24_v3.84_enriched1,r00575,575,Trane,TRANE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",11,7,7,20,{}
2026-01-24_v3.84_enriched1,r00576,576,American Standard-Trane,AMERICAN STANDARD-TRANE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,7,7,7,{}
2026-01-24_v3.84_enriched1,r00577,577,American Standard-Trane,AMERICAN STANDARD-TRANE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,8,8,2,{}
2026-01-24_v3.84_enriched1,r00578,578,American Standard,AMERICAN STANDARD,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,9,9,6,{}
2026-01-24_v3.84_enriched1,r00579,579,Ingersoll Rand,INGERSOLL RAND,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",14,11,11,15,{}
2026-01-24_v3.84_enriched1,r00580,580,Ingersoll Rand,INGERSOLL RAND,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",15,10,10,1,{}
2026-01-24_v3.84_enriched1,r00581,581,American Standard,AMERICAN STANDARD,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",15,12,12,13,{}
2026-01-24_v3.84_enriched1,r00582,582,Trane,TRANE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",12,9,10,11,{}
2026-01-24_v3.84_enriched1,r00583,583,Trane,TRANE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",14,12,12,28,{}
2026-01-24_v3.84_enriched1,r00584,584,Trane,TRANE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",15,10,10,11,{}
2026-01-24_v3.84_enriched1,r00585,585,Trane,TRANE,Condenser,"[""Cooling Condensing Unit"", ""Heat Pump Condensing Unit""]",15,10,10,7,{}
2026-01-24_v3.84_enriched1,r00586,586,Trane,TRANE,Compressor,[],12,10,10,43,{}
2026-01-24_v3.84_enriched1,r00587,587,Trane,TRANE,Compressor,[],19,11,11,10,{}
2026-01-24_v3.84_enriched1,r00588,588,Ingersoll Rand,INGERSOLL RAND,Energy Recovery Ventilators,[],15,10,10,10,{}
